Title,Description,Keywords,event,neg_event,Answer.commentbox,Answer.otherppl,Answer.owant4a,Answer.owant4b,Answer.owant4c,Answer.owant4d,Answer.submitButtonTimer,Answer.xdo,Answer.xneed2a,Answer.xneed2b,Answer.xneed2c,Answer.xneed2d,Answer.xwant3a,Answer.xwant3b,Answer.xwant3c,Answer.xwant3d,Approve,Reject
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's father,PersonX gets lost finding PersonX's father,{},yes,to be found,their child to be safe,{},{},124.342,yes,needs to have a father,to know that his father is actually lost,go out and try to find him,{},get home,call for help,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's father,PersonX gets lost finding PersonX's father,{},yes,to be found,to cry for help,{},{},91.578,yes,to take PersonX's father out.,to be walking with PersonXs father,{},{},to find PersonX's father,to call the police.,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes lemonade,PersonX buys lemonade,,no,{},{},{},{},50.919,yes,plan for buy something,going to buy some products,{},{},lemonade was very good,it was a good product,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes lemonade,PersonX buys lemonade,{},yes,to make a profit,to give the change.,{},{},158.87,yes,to have money,locate lemonade stand,{},{},to take the drink,have some fun,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's class,PersonX hates being in PersonY's class.,{},yes,to find out why personX hates them,to make personX talk to them,{},{},34.757,yes,to go to school,to be in personY's class,{},{},to skip class,to avoid personY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's class,PersonX hates being in PersonY's class.,{},yes,receive an explanation,kick personX out of the class,{},{},33.128,yes,sign up for the class,develop a dislike,{},{},quit the class,change classes,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's belly button pierced,PersonX gets PersonX's ear pierced,This is an interesting task,no,{},{},{},{},159.87,yes,to buy ear pierced,to go for shop,{},{},to wear ear pierced,to get the product,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's belly button pierced,PersonX gets PersonX's ear pierced,,yes,suggest for the ear pierce,plan to guess the thief,{},{},67.588,yes,plan to get some product,ear pierce need someone,{},{},get and sell the ear pierce,take down the ear pierce,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's father,PersonX doesn't know his father.,{},no,{},{},{},{},14.662,no,{},{},{},{},to check the free clinic,to call around,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's father,PersonX doesn't know his father.,{},yes,meet,locate his son,{},{},100.648,no,{},{},{},{},meet his father,find his father,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much money,PersonX is broke.,{},no,{},{},{},{},14.08,no,{},{},{},{},to make more money,figure out a budget,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much money,PersonX is broke.,,no,{},{},{},{},39.723,yes,CHANGE A MIND,PLAN A TRIP,{},{},broke his heart,qchange a mind,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX opens PersonY's doors,PersonX closes PersonY's doors,{},yes,to re open the doors to get some air,return the affection to person x,{},{},119.065,no,{},{},{},{},to study in a quiet room,to make love to person y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX opens PersonY's doors,PersonX closes PersonY's doors,{},no,{},{},{},{},5.775,no,{},{},{},{},to stay calm,to be nice,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's company,PersonX dislikes PersonY's company,{},yes,to explain themselves,to write a detailed apology letter.,{},{},62.047,no,{},{},{},{},to get a restraining order against PersonY,to close the latch on their door,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's company,PersonX dislikes PersonY's company,not an event,no,{},{},{},{},90.423,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX lights PersonY,PersonX extinguishes PersonY.,{},no,{},{},{},{},74.91,no,{},{},{},{},to rescue personY,to be uplifting,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX lights PersonY,PersonX extinguishes PersonY.,{},yes,give thanks,get medical attention,{},{},48.474,yes,see someone on fire,have an extinguisher,{},{},be thanked,make sure the person is alright,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's dad,PersonX missed PersonX dad,{},yes,to be in contact,forgive and forget,{},{},145.992,yes,to be in a foreign country,to be in bad terms with dad,{},{},to get in touch,to let go of ego,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's dad,PersonX missed PersonX dad,{},no,{},{},{},{},145.182,no,{},{},{},{},to meet him,to speak out with him,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX opens PersonY's legs,PersonX closes PersonY's legs.,{},yes,to reveal something else,to run away in shame,{},{},182.806,yes,to touch PersonY,to ask PersonY for the okay,{},{},to say they are sorry,to say now is not the time,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX opens PersonY's legs,PersonX closes PersonY's legs.,{},no,{},{},{},{},82.118,yes,to call and schedule doctor visit,to explain symptoms to doctor,{},{},to get their prescription filled,to make drastic lifestyle changes,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much money,PersonX earns a small amount of money,{},no,{},{},{},{},12.607,no,{},{},{},{},to buy a beer,to find more work,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much money,PersonX earns a small amount of money,{},no,{},{},{},{},18.227,yes,work,get paid,{},{},spend the money,find a new job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX likes a girl,PersonX hates an old man,{},no,{},{},{},{},17.617,no,{},{},{},{},to move away,to ignore them,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX likes a girl,PersonX hates an old man,{},yes,to avoid a nursing home,to call for help,{},{},46.521,no,{},{},{},{},to kill the old man,to smother the old man,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's ring,PersonX loses PersonX's ring,{},yes,to help person X find their ring.,to chastises person X for loosing their ring.,{},{},190.091,yes,to have taken their ring off and set it somewhere.,to have not realized when their ring slipped off their finger.,to look down and realize that their ring is no longer on their finger.,{},to look for their ring.,to find their ring.,to hide from person Y that they lost their ring.,to get a replacement ring.,,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds PersonX's ring,PersonX loses PersonX's ring,{},no,{},{},{},{},135.558,yes,to have had a ring they cared about,to be totally irresponsible about the ring,{},{},to find the ring,to be able to hide the loss from their mother,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's dad,PersonX can't find Personx's dad.,,yes,good day for him,take the advantage at end,{},{},54.383,yes,plan to meet people,plan for the meeting,{},{},find the dad,good for health,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets PersonX's dad,PersonX can't find Personx's dad.,{},no,{},{},{},{},46.118,no,{},{},{},{},to call the nursing home,to drive around the city,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's company,PersonX loathes PersonY's company.,{},no,{},{},{},{},147.225,no,{},{},{},{},to be head,to be polite,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX enjoys PersonY's company,PersonX loathes PersonY's company.,{},no,{},{},{},{},19.628,no,{},{},{},{},find a new friend,be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much sense,PersonX makes no sense at all,{},no,{},{},{},{},45.798,no,{},{},{},{},to go to bed,to recover from their illness,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX makes much sense,PersonX makes no sense at all,{},no,{},{},{},{},32.665,no,{},{},{},{},to explain themselves clearly,to communicate their needs,{},{},,
