Title,Description,Keywords,sclid1,sclmin1,sclmax1,pairs1,n1,sclid2,sclmin2,sclmax2,pairs2,n2,sclid3,sclmin3,sclmax3,pairs3,n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.16,Answer.Answer.sclid1.17,Answer.Answer.sclid1.18,Answer.Answer.sclid1.19,Answer.Answer.sclid1.2,Answer.Answer.sclid1.20,Answer.Answer.sclid1.21,Answer.Answer.sclid1.22,Answer.Answer.sclid1.23,Answer.Answer.sclid1.24,Answer.Answer.sclid1.25,Answer.Answer.sclid1.26,Answer.Answer.sclid1.27,Answer.Answer.sclid1.28,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.2,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",scant-meagreXX,scant,meagre,few XXX scant ||| few XXX meagre ||| few XXX limited ||| meagre XXX scant ||| limited XXX scant ||| limited XXX meagre,6,awful-bad-lookingXX,awful,bad-looking,awful XXX shitty,1,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,few**LT**scant,,,,,,,,,,,few**LT**meagre,,,,,,,,,,few**GT**limited,meagre**GT**scant,limited**LT**scant,limited**LT**meagre,,,,awful**LT**shitty,,,,,,,,,,,,,,,healthier**LT**healthiest,healthier**LT**healthy,healthiest**LT**healthy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",scant-meagreXX,scant,meagre,few XXX scant ||| few XXX meagre ||| few XXX limited ||| meagre XXX scant ||| limited XXX scant ||| limited XXX meagre,6,awful-bad-lookingXX,awful,bad-looking,awful XXX shitty,1,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,few**LT**scant,,,,,,,,,,,few**LT**meagre,,,,,,,,,,few**LT**limited,meagre**GT**scant,limited**LT**scant,limited**LT**meagre,,,,awful**LT**shitty,,,,,,,,,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**LT**healthy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",scant-meagreXX,scant,meagre,few XXX scant ||| few XXX meagre ||| few XXX limited ||| meagre XXX scant ||| limited XXX scant ||| limited XXX meagre,6,awful-bad-lookingXX,awful,bad-looking,awful XXX shitty,1,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,few**LT**scant,,,,,,,,,,,few**LT**meagre,,,,,,,,,,few**GT**limited,meagre**GT**scant,limited**LT**scant,limited**LT**meagre,,,,awful**LT**shitty,,,,,,,,,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",better-exceptionalXX,better,exceptional,better XXX perfect ||| better XXX good ||| better XXX remarkable ||| better XXX exceptional ||| perfect XXX remarkable ||| good XXX perfect ||| good XXX remarkable ||| exceptional XXX perfect ||| exceptional XXX good ||| exceptional XXX remarkable,10,beautiful-fairestXX,beautiful,fairest,beautiful XXX fairer ||| beautiful XXX fair ||| beautiful XXX fairest ||| fairer XXX fairest ||| fair XXX fairer ||| fair XXX fairest,6,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,better**LT**perfect,exceptional**EQ**remarkable,,,,,,,,,,better**EQ**good,,,,,,,,,,better**LT**remarkable,better**LT**exceptional,perfect**EQ**remarkable,good**LT**perfect,good**LT**remarkable,exceptional**EQ**perfect,exceptional**GT**good,beautiful**GT**fairer,,,,,,,beautiful**GT**fair,beautiful**EQ**fairest,fairer**LT**fairest,fair**LT**fairer,fair**LT**fairest,,,,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",better-exceptionalXX,better,exceptional,better XXX perfect ||| better XXX good ||| better XXX remarkable ||| better XXX exceptional ||| perfect XXX remarkable ||| good XXX perfect ||| good XXX remarkable ||| exceptional XXX perfect ||| exceptional XXX good ||| exceptional XXX remarkable,10,beautiful-fairestXX,beautiful,fairest,beautiful XXX fairer ||| beautiful XXX fair ||| beautiful XXX fairest ||| fairer XXX fairest ||| fair XXX fairer ||| fair XXX fairest,6,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,better**LT**perfect,exceptional**EQ**remarkable,,,,,,,,,,better**GT**good,,,,,,,,,,better**LT**remarkable,better**LT**exceptional,perfect**GT**remarkable,good**LT**perfect,good**LT**remarkable,exceptional**LT**perfect,exceptional**GT**good,beautiful**GT**fairer,,,,,,,beautiful**GT**fair,beautiful**LT**fairest,fairer**LT**fairest,fair**LT**fairer,fair**LT**fairest,,,,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",better-exceptionalXX,better,exceptional,better XXX perfect ||| better XXX good ||| better XXX remarkable ||| better XXX exceptional ||| perfect XXX remarkable ||| good XXX perfect ||| good XXX remarkable ||| exceptional XXX perfect ||| exceptional XXX good ||| exceptional XXX remarkable,10,beautiful-fairestXX,beautiful,fairest,beautiful XXX fairer ||| beautiful XXX fair ||| beautiful XXX fairest ||| fairer XXX fairest ||| fair XXX fairer ||| fair XXX fairest,6,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,better**LT**perfect,exceptional**LT**remarkable,,,,,,,,,,better**GT**good,,,,,,,,,,better**LT**remarkable,better**LT**exceptional,perfect**GT**remarkable,good**LT**perfect,good**LT**remarkable,exceptional**LT**perfect,exceptional**GT**good,beautiful**GT**fairer,,,,,,,beautiful**GT**fair,beautiful**GT**fairest,fairer**LT**fairest,fair**LT**fairer,fair**LT**fairest,,,,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",better-exceptionalXX,better,exceptional,better XXX perfect ||| better XXX good ||| better XXX remarkable ||| better XXX exceptional ||| perfect XXX remarkable ||| good XXX perfect ||| good XXX remarkable ||| exceptional XXX perfect ||| exceptional XXX good ||| exceptional XXX remarkable,10,beautiful-fairestXX,beautiful,fairest,beautiful XXX fairer ||| beautiful XXX fair ||| beautiful XXX fairest ||| fairer XXX fairest ||| fair XXX fairer ||| fair XXX fairest,6,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,better**LT**perfect,exceptional**GT**remarkable,,,,,,,,,,better**GT**good,,,,,,,,,,better**LT**remarkable,better**LT**exceptional,perfect**GT**remarkable,good**LT**perfect,good**LT**remarkable,exceptional**LT**perfect,exceptional**GT**good,beautiful**GT**fairer,,,,,,,beautiful**GT**fair,beautiful**LT**fairest,fairer**LT**fairest,fair**LT**fairer,fair**LT**fairest,,,,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",better-exceptionalXX,better,exceptional,better XXX perfect ||| better XXX good ||| better XXX remarkable ||| better XXX exceptional ||| perfect XXX remarkable ||| good XXX perfect ||| good XXX remarkable ||| exceptional XXX perfect ||| exceptional XXX good ||| exceptional XXX remarkable,10,beautiful-fairestXX,beautiful,fairest,beautiful XXX fairer ||| beautiful XXX fair ||| beautiful XXX fairest ||| fairer XXX fairest ||| fair XXX fairer ||| fair XXX fairest,6,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,better**LT**perfect,exceptional**EQ**remarkable,,,,,,,,,,better**LT**good,,,,,,,,,,better**LT**remarkable,better**LT**exceptional,perfect**EQ**remarkable,good**LT**perfect,good**LT**remarkable,exceptional**EQ**perfect,exceptional**GT**good,beautiful**GT**fairer,,,,,,,beautiful**GT**fair,beautiful**EQ**fairest,fairer**LT**fairest,fair**LT**fairer,fair**LT**fairest,,,,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",awful-dreadfulXX,awful,dreadful,awful XXX dreadful,1,cute-gorgeousXX,cute,gorgeous,cute XXX gorgeous,1,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,awful**LT**dreadful,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute**LT**gorgeous,,,,,,,,,,,,,,,high**LT**higher,high**LT**highest,higher**LT**highest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",awful-dreadfulXX,awful,dreadful,awful XXX dreadful,1,cute-gorgeousXX,cute,gorgeous,cute XXX gorgeous,1,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,awful**LT**dreadful,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute**LT**gorgeous,,,,,,,,,,,,,,,high**LT**higher,high**LT**highest,higher**LT**highest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",awful-dreadfulXX,awful,dreadful,awful XXX dreadful,1,cute-gorgeousXX,cute,gorgeous,cute XXX gorgeous,1,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,awful**LT**dreadful,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute**LT**gorgeous,,,,,,,,,,,,,,,high**LT**higher,high**LT**highest,higher**LT**highest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",awful-dreadfulXX,awful,dreadful,awful XXX dreadful,1,cute-gorgeousXX,cute,gorgeous,cute XXX gorgeous,1,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,awful**EQ**dreadful,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute**LT**gorgeous,,,,,,,,,,,,,,,high**LT**higher,high**LT**highest,higher**LT**highest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",awful-dreadfulXX,awful,dreadful,awful XXX dreadful,1,cute-gorgeousXX,cute,gorgeous,cute XXX gorgeous,1,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,awful**LT**dreadful,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute**LT**gorgeous,,,,,,,,,,,,,,,high**LT**higher,high**LT**highest,higher**LT**highest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",small-minuteXX,small,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,inestimable-valuableXX,inestimable,valuable,immeasurable XXX valuable,1,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,miniscule**GT**small,,,,,,,,,,,miniscule**EQ**minute,,,,,,,,,,minute**GT**small,,,,,,,immeasurable**GT**valuable,,,,,,,,,,,,,,,large**LT**larger,large**LT**largest,larger**LT**largest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",small-minuteXX,small,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,inestimable-valuableXX,inestimable,valuable,immeasurable XXX valuable,1,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,miniscule**GT**small,,,,,,,,,,,miniscule**LT**minute,,,,,,,,,,minute**GT**small,,,,,,,immeasurable**LT**valuable,,,,,,,,,,,,,,,large**LT**larger,large**LT**largest,larger**LT**largest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",small-minuteXX,small,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,inestimable-valuableXX,inestimable,valuable,immeasurable XXX valuable,1,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,miniscule**GT**small,,,,,,,,,,,miniscule**GT**minute,,,,,,,,,,minute**GT**small,,,,,,,immeasurable**GT**valuable,,,,,,,,,,,,,,,large**LT**larger,large**LT**largest,larger**LT**largest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",small-minuteXX,small,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,inestimable-valuableXX,inestimable,valuable,immeasurable XXX valuable,1,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,miniscule**GT**small,,,,,,,,,,,miniscule**GT**minute,,,,,,,,,,minute**GT**small,,,,,,,immeasurable**GT**valuable,,,,,,,,,,,,,,,large**LT**larger,large**LT**largest,larger**LT**largest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",small-minuteXX,small,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,inestimable-valuableXX,inestimable,valuable,immeasurable XXX valuable,1,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,miniscule**GT**small,,,,,,,,,,,miniscule**GT**minute,,,,,,,,,,minute**GT**small,,,,,,,immeasurable**EQ**valuable,,,,,,,,,,,,,,,large**LT**larger,large**LT**largest,larger**LT**largest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",unfortunate-reprehensibleXX,unfortunate,reprehensible,reprehensible XXX unfortunate,1,wide-ranging-generalXX,wide-ranging,general,broad XXX wide-ranging ||| broad XXX diverse ||| broad XXX broader ||| broad XXX general ||| diverse XXX wide-ranging ||| diverse XXX general ||| broader XXX wide-ranging ||| broader XXX diverse ||| broader XXX general ||| general XXX wide-ranging,10,late-latestXX,late,latest,late XXX later ||| late XXX latest ||| later XXX latest,3,reprehensible**GT**unfortunate,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad**GT**wide-ranging,general**GT**wide-ranging,,,,,,broad**EQ**diverse,broad**LT**broader,broad**LT**general,diverse**GT**wide-ranging,diverse**LT**general,broader**GT**wide-ranging,broader**LT**diverse,broader**LT**general,late**LT**later,late**LT**latest,later**LT**latest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",unfortunate-reprehensibleXX,unfortunate,reprehensible,reprehensible XXX unfortunate,1,wide-ranging-generalXX,wide-ranging,general,broad XXX wide-ranging ||| broad XXX diverse ||| broad XXX broader ||| broad XXX general ||| diverse XXX wide-ranging ||| diverse XXX general ||| broader XXX wide-ranging ||| broader XXX diverse ||| broader XXX general ||| general XXX wide-ranging,10,late-latestXX,late,latest,late XXX later ||| late XXX latest ||| later XXX latest,3,reprehensible**GT**unfortunate,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad**EQ**wide-ranging,general**EQ**wide-ranging,,,,,,broad**LT**diverse,broad**LT**broader,broad**EQ**general,diverse**GT**wide-ranging,diverse**GT**general,broader**GT**wide-ranging,broader**GT**diverse,broader**GT**general,late**LT**later,late**LT**latest,later**LT**latest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",unfortunate-reprehensibleXX,unfortunate,reprehensible,reprehensible XXX unfortunate,1,wide-ranging-generalXX,wide-ranging,general,broad XXX wide-ranging ||| broad XXX diverse ||| broad XXX broader ||| broad XXX general ||| diverse XXX wide-ranging ||| diverse XXX general ||| broader XXX wide-ranging ||| broader XXX diverse ||| broader XXX general ||| general XXX wide-ranging,10,late-latestXX,late,latest,late XXX later ||| late XXX latest ||| later XXX latest,3,reprehensible**GT**unfortunate,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad**GT**wide-ranging,general**GT**wide-ranging,,,,,,broad**GT**diverse,broad**LT**broader,broad**LT**general,diverse**GT**wide-ranging,diverse**LT**general,broader**GT**wide-ranging,broader**GT**diverse,broader**LT**general,late**LT**later,late**LT**latest,later**LT**latest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",unfortunate-reprehensibleXX,unfortunate,reprehensible,reprehensible XXX unfortunate,1,wide-ranging-generalXX,wide-ranging,general,broad XXX wide-ranging ||| broad XXX diverse ||| broad XXX broader ||| broad XXX general ||| diverse XXX wide-ranging ||| diverse XXX general ||| broader XXX wide-ranging ||| broader XXX diverse ||| broader XXX general ||| general XXX wide-ranging,10,late-latestXX,late,latest,late XXX later ||| late XXX latest ||| later XXX latest,3,reprehensible**GT**unfortunate,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad**LT**wide-ranging,general**LT**wide-ranging,,,,,,broad**LT**diverse,broad**LT**broader,broad**GT**general,diverse**LT**wide-ranging,diverse**GT**general,broader**LT**wide-ranging,broader**LT**diverse,broader**GT**general,late**LT**later,late**LT**latest,later**LT**latest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",unfortunate-reprehensibleXX,unfortunate,reprehensible,reprehensible XXX unfortunate,1,wide-ranging-generalXX,wide-ranging,general,broad XXX wide-ranging ||| broad XXX diverse ||| broad XXX broader ||| broad XXX general ||| diverse XXX wide-ranging ||| diverse XXX general ||| broader XXX wide-ranging ||| broader XXX diverse ||| broader XXX general ||| general XXX wide-ranging,10,late-latestXX,late,latest,late XXX later ||| late XXX latest ||| later XXX latest,3,reprehensible**GT**unfortunate,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad**LT**wide-ranging,general**LT**wide-ranging,,,,,,broad**LT**diverse,broad**LT**broader,broad**GT**general,diverse**GT**wide-ranging,diverse**GT**general,broader**LT**wide-ranging,broader**LT**diverse,broader**GT**general,late**LT**later,late**LT**latest,later**LT**latest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",relevant-significantXX,relevant,significant,crucial XXX relevant,1,rigorous-tougherXX,rigorous,tougher,rigorous XXX severe ||| rigorous XXX stringent ||| rigorous XXX tough ||| rigorous XXX tougher ||| severe XXX stringent ||| severe XXX tough ||| severe XXX tougher ||| stringent XXX tough ||| stringent XXX tougher ||| tough XXX tougher,10,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,crucial**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,rigorous**LT**severe,tough**LT**tougher,,,,,,rigorous**LT**stringent,rigorous**LT**tough,rigorous**LT**tougher,severe**LT**stringent,severe**LT**tough,severe**LT**tougher,stringent**LT**tough,stringent**LT**tougher,light**LT**lighter,light**LT**lightest,lighter**LT**lightest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",relevant-significantXX,relevant,significant,crucial XXX relevant,1,rigorous-tougherXX,rigorous,tougher,rigorous XXX severe ||| rigorous XXX stringent ||| rigorous XXX tough ||| rigorous XXX tougher ||| severe XXX stringent ||| severe XXX tough ||| severe XXX tougher ||| stringent XXX tough ||| stringent XXX tougher ||| tough XXX tougher,10,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,crucial**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,rigorous**LT**severe,tough**LT**tougher,,,,,,rigorous**LT**stringent,rigorous**LT**tough,rigorous**LT**tougher,severe**GT**stringent,severe**GT**tough,severe**GT**tougher,stringent**LT**tough,stringent**GT**tougher,light**LT**lighter,light**LT**lightest,lighter**LT**lightest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",relevant-significantXX,relevant,significant,crucial XXX relevant,1,rigorous-tougherXX,rigorous,tougher,rigorous XXX severe ||| rigorous XXX stringent ||| rigorous XXX tough ||| rigorous XXX tougher ||| severe XXX stringent ||| severe XXX tough ||| severe XXX tougher ||| stringent XXX tough ||| stringent XXX tougher ||| tough XXX tougher,10,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,crucial**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,rigorous**LT**severe,tough**LT**tougher,,,,,,rigorous**EQ**stringent,rigorous**GT**tough,rigorous**GT**tougher,severe**GT**stringent,severe**GT**tough,severe**GT**tougher,stringent**GT**tough,stringent**GT**tougher,light**LT**lighter,light**LT**lightest,lighter**LT**lightest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",relevant-significantXX,relevant,significant,crucial XXX relevant,1,rigorous-tougherXX,rigorous,tougher,rigorous XXX severe ||| rigorous XXX stringent ||| rigorous XXX tough ||| rigorous XXX tougher ||| severe XXX stringent ||| severe XXX tough ||| severe XXX tougher ||| stringent XXX tough ||| stringent XXX tougher ||| tough XXX tougher,10,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,crucial**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,rigorous**LT**severe,tough**LT**tougher,,,,,,rigorous**EQ**stringent,rigorous**GT**tough,rigorous**EQ**tougher,severe**GT**stringent,severe**GT**tough,severe**GT**tougher,stringent**GT**tough,stringent**EQ**tougher,light**LT**lighter,light**LT**lightest,lighter**LT**lightest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",relevant-significantXX,relevant,significant,crucial XXX relevant,1,rigorous-tougherXX,rigorous,tougher,rigorous XXX severe ||| rigorous XXX stringent ||| rigorous XXX tough ||| rigorous XXX tougher ||| severe XXX stringent ||| severe XXX tough ||| severe XXX tougher ||| stringent XXX tough ||| stringent XXX tougher ||| tough XXX tougher,10,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,crucial**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,rigorous**LT**severe,tough**LT**tougher,,,,,,rigorous**EQ**stringent,rigorous**GT**tough,rigorous**GT**tougher,severe**GT**stringent,severe**GT**tough,severe**GT**tougher,stringent**EQ**tough,stringent**EQ**tougher,light**LT**lighter,light**LT**lightest,lighter**LT**lightest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",little-feebleXX,little,feeble,feeble XXX little,1,distressing-badXX,distressing,bad,bad XXX distressing,1,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,feeble**GT**little,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad**GT**distressing,,,,,,,,,,,,,,,long**LT**longer,long**LT**longest,longer**LT**longest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",little-feebleXX,little,feeble,feeble XXX little,1,distressing-badXX,distressing,bad,bad XXX distressing,1,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,feeble**GT**little,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad**GT**distressing,,,,,,,,,,,,,,,long**LT**longer,long**LT**longest,longer**LT**longest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",little-feebleXX,little,feeble,feeble XXX little,1,distressing-badXX,distressing,bad,bad XXX distressing,1,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,feeble**GT**little,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad**LT**distressing,,,,,,,,,,,,,,,long**LT**longer,long**LT**longest,longer**LT**longest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",little-feebleXX,little,feeble,feeble XXX little,1,distressing-badXX,distressing,bad,bad XXX distressing,1,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,feeble**GT**little,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad**GT**distressing,,,,,,,,,,,,,,,long**LT**longer,long**LT**longest,longer**LT**longest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",little-feebleXX,little,feeble,feeble XXX little,1,distressing-badXX,distressing,bad,bad XXX distressing,1,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,feeble**GT**little,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad**LT**distressing,,,,,,,,,,,,,,,long**LT**longer,long**LT**longest,longer**LT**longest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",efficient-potentXX,efficient,potent,efficient XXX optimum,1,perfect-wellXX,perfect,well,terrific XXX well ||| fine XXX terrific ||| fine XXX well ||| fine XXX perfect ||| awesome XXX terrific ||| awesome XXX fine ||| awesome XXX well ||| awesome XXX perfect ||| perfect XXX terrific ||| perfect XXX well,10,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,efficient**LT**optimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrific**GT**well,perfect**GT**well,,,,,,fine**LT**terrific,fine**EQ**well,fine**LT**perfect,awesome**GT**terrific,awesome**GT**fine,awesome**GT**well,awesome**GT**perfect,perfect**GT**terrific,loud**LT**louder,loud**LT**loudest,louder**LT**loudest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",efficient-potentXX,efficient,potent,efficient XXX optimum,1,perfect-wellXX,perfect,well,terrific XXX well ||| fine XXX terrific ||| fine XXX well ||| fine XXX perfect ||| awesome XXX terrific ||| awesome XXX fine ||| awesome XXX well ||| awesome XXX perfect ||| perfect XXX terrific ||| perfect XXX well,10,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,efficient**LT**optimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrific**GT**well,perfect**GT**well,,,,,,fine**LT**terrific,fine**LT**well,fine**LT**perfect,awesome**EQ**terrific,awesome**GT**fine,awesome**GT**well,awesome**LT**perfect,perfect**GT**terrific,loud**LT**louder,loud**LT**loudest,louder**LT**loudest
