Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX welcomes fruit from those companies,PersonX finds bottle in the garbage,PersonX gives clothes to others,{},PersonX welcomes fruit from those companies|PersonX finds bottle in the garbage|PersonX gives clothes to others,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},give away,donate to charity,{},{},shirts,pants,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX searches every locker,PersonX uses PersonY's book to get,PersonX produces oranges annually,{},PersonX searches every locker|PersonX uses PersonY|PersonX produces oranges annually,check locker,check lockers,{},{},keys,code,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX carries the dog far,PersonX catches the plane just in time,PersonX plays football after school,{},PersonX carries the dog far|PersonX catches the plane just in time|PersonX plays football after school,{},{},{},{},{},{},{},{},get onto the flight,{},{},{},ticket,{},{},{},play football,{},{},{},ball,{},{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX watches a dog on youtube,PersonX makes bread at home,PersonX seeks a boat elsewhere,{},PersonX watches a dog on youtube|PersonX makes bread at home|PersonX seeks a boat elsewhere,show video,show video,{},{},monitor,smart tv,{},{},bake,hold dough,{},{},oven,pan,{},{},search for a boat,call places for a boat,{},{},computer,phone,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX glues toys back together,PersonX delivers flowers to customers,PersonX folds bandage across PersonY's chest,{},PersonX glues toys back together|PersonX delivers flowers to customers|PersonX folds bandage across PersonY,to repair toy,{},{},{},glue,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX locks keys in PersonX's room,PersonX regards the painting as one,PersonX puts dishes together,{},PersonX locks keys in PersonX|PersonX regards the painting as one|PersonX puts dishes together,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses the key to get,PersonX classifies the notes according,PersonX also ate fruit,{},PersonX uses the key to get|PersonX classifies the notes according|PersonX also ate fruit,open with key,unlock,{},{},lock,door,{},{},classify,add to notes,{},{},filing cabinet,labels,{},{},hold fruit,cut fruit,{},{},basket,knife,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a sport in the world,PersonX gives dog a huge hug,PersonX reduces the volume much,{},PersonX plays a sport in the world|PersonX gives dog a huge hug|PersonX reduces the volume much,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX cooks vegetables on the stove,PersonX holds PersonY's hand during behavior,PersonX prevents the food from coming,{},PersonX cooks vegetables on the stove|PersonX holds PersonY|PersonX prevents the food from coming,cook on the stove,cook the vegetables on,{},{},vegetables,stove,{},{},{},{},{},{},{},{},{},{},keep from coming,bring the food,{},{},food,person,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX hangs art on the wall,PersonX gives PersonX's dog A HUG,PersonX gives the dog food,{},PersonX hangs art on the wall|PersonX gives PersonX|PersonX gives the dog food,hand the art on,secure the nail in the wall,{},{},nail,hammer,{},{},{},{},{},{},{},{},{},{},put the food in,open the dog food,{},{},bowl,can opener,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX asks the cat to the dance,PersonX puts pillows around PersonY,PersonX washes one another 's back,{},PersonX asks the cat to the dance|PersonX puts pillows around PersonY|PersonX washes one another,request a dance,be able to dance,{},{},cat,legs,{},{},place around PersonY,place pillow around,{},{},pillows,PersonY,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys food from the grocery store,PersonX wraps scarf around PersonY's shoulders,PersonX shares PersonX's music with others,{},PersonX buys food from the grocery store|PersonX wraps scarf around PersonY|PersonX shares PersonX,buy groceries,buy groceries,{},{},money,coins,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX learns the Drums by heart,PersonX lays PersonX's towel upon it,PersonX changes the tire in a way,{},PersonX learns the Drums by heart|PersonX lays PersonX|PersonX changes the tire in a way,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX challenges a bull to a fight,PersonX finds cash on the street,PersonX sends sandwiches to a conference,{},PersonX challenges a bull to a fight|PersonX finds cash on the street|PersonX sends sandwiches to a conference,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},pay for sandwich,hold sandwiches,{},{},money,crate,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX adapts the desk to the needs,PersonX sells clothes on the street,PersonX sees an apple for sale,{},PersonX adapts the desk to the needs|PersonX sells clothes on the street|PersonX sees an apple for sale,{},{},{},{},{},{},{},{},collect money,buy the products,{},{},a till,customers,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts lanyard on PersonY's shoulder,PersonX puts the chair in PersonX's room,PersonX turns the statue away,{},PersonX puts lanyard on PersonY|PersonX puts the chair in PersonX|PersonX turns the statue away,place on PersonY's shoulder,place the lanyard on,{},{},lanyard,PersonY's shoulder,{},{},place in their room,place the chair in,{},{},chair,room,{},{},turn away,turn the statue,{},{},statue,hands,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys computers for PersonX's children,PersonX pushes a plant on the ground,PersonX plays another die,{},PersonX buys computers for PersonX|PersonX pushes a plant on the ground|PersonX plays another die,buy computers,transport computers to PersonX's house.,hold money,{},money,car,wallet,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX hurts another guppy,PersonX forgets the bike at home,PersonX finds alcohol in PersonY's house,{},PersonX hurts another guppy|PersonX forgets the bike at home|PersonX finds alcohol in PersonY,hold guppy,cut guppy,{},{},aquarium,knife,{},{},{},{},{},{},{},{},{},{},hold alcohol,store alcohol,{},{},cabinet,bottles,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds pictures in PersonX's room,PersonX adapts the table to the needs,PersonX covers PersonX's books with PersonX's hands,{},PersonX finds pictures in PersonX|PersonX adapts the table to the needs|PersonX covers PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX throws cards to the winds,PersonX takes into consideration the wall,PersonX ties the shoelaces together,{},PersonX throws cards to the winds|PersonX takes into consideration the wall|PersonX ties the shoelaces together,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX avoids dogs much,PersonX makes pizza in terms,PersonX replaces cards with ones,{},PersonX avoids dogs much|PersonX makes pizza in terms|PersonX replaces cards with ones,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},play with,{},{},{},playing cards,{},{},{},0.0,1.0,,0.0,1.0,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings grapes back home,PersonX left the puzzle together,PersonX settles the contract peacefully,{},PersonX brings grapes back home|PersonX left the puzzle together|PersonX settles the contract peacefully,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses a phone anymore,PersonX prevents the picture from falling,PersonX prepares another basket,{},PersonX uses a phone anymore|PersonX prevents the picture from falling|PersonX prepares another basket,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX reduces the temperature to levels,PersonX takes a bus to the dog park,PersonX sees cars on television,{},PersonX reduces the temperature to levels|PersonX takes a bus to the dog park|PersonX sees cars on television,decrease temperature setting,open to receive air flow,{},{},thermostat,window,{},{},pay for fare,pay for bus,{},{},money,debit card,{},{},plug in television,to switch on electricity for power,{},{},outlet,circuit breaker,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives motorcycle a speeding ticket,PersonX keeps PersonX's papers in order,PersonX holds the job for years,{},PersonX gives motorcycle a speeding ticket|PersonX keeps PersonX|PersonX holds the job for years,write ticket,run plate,{},{},pen,computer,{},{},separate papers,organize papers,{},{},folder,filing cabinet,{},{},{},{},{},{},{},{},{},{},1.0,1.0,,1.0,0.0,1.0,,
