Title,Description,Keywords,event1,durations1,event2,durations2,event3,durations3
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",settle in 15 minutes earlier,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,worshiped,0.00|0.00|0.00|0.00|0.00|0.00|0.54|0.38|0.08|0.00|0.00,plagued by injuries,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",banned from najaf,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,spoke one  on,0.00|0.55|0.45|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,studying civil engineering at virginia,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",gained 680 percent,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,rose almost 11 percent,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,rose 5105 percent,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",clouded christmas celebrations in bethlehem,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,waited for this day,0.00|0.00|0.00|0.00|0.00|0.00|0.40|0.60|0.00|0.00|0.00,go to bed,0.00|0.00|0.23|0.54|0.15|0.08|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",known dole,0.00|0.00|0.00|0.00|0.00|0.00|0.45|0.55|0.00|0.00|0.00,held in solitary confinement at,0.00|0.00|0.00|0.09|0.00|0.09|0.82|0.00|0.00|0.00|0.00,recommended extension of the mandate,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stayed away from the kremlin,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,rallied peacefully,0.00|0.00|0.80|0.20|0.00|0.00|0.00|0.00|0.00|0.00|0.00,planning the assault,0.00|0.00|0.00|0.40|0.00|0.60|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",grounded by government regulators,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,worn the japanese shirt,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,join the wto,0.00|0.00|0.00|0.00|0.00|0.00|0.38|0.62|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",traveling the world,0.00|0.00|0.00|0.00|0.00|0.18|0.29|0.53|0.00|0.00|0.00,rose 26 percent to,0.00|0.00|0.00|0.00|0.00|0.08|0.92|0.00|0.00|0.00|0.00,graph the tse 300 index,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",awoke in 1995,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00,played over and over,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,conceived,0.00|0.00|0.00|0.62|0.00|0.00|0.31|0.08|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",rampaged through the city,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,hosting international cricket teams,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,rose by 700000 barrels,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",had rain,0.00|0.00|0.06|0.35|0.06|0.29|0.24|0.00|0.00|0.00|0.00,surfaced,0.20|0.07|0.07|0.00|0.33|0.00|0.20|0.13|0.00|0.00|0.00,return them to the oven,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",worked on the issue,0.00|0.00|0.00|0.00|0.00|0.10|0.40|0.50|0.00|0.00|0.00,closed its schools,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,stuck in low gear,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",battled kurdish guerrillas,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,embroiled in scandal,0.00|0.00|0.00|0.00|0.00|0.38|0.62|0.00|0.00|0.00|0.00,kept most foreign tourists away,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",sat down in the oval,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,defer or suspend,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,held his daughter captive,0.00|0.00|0.00|0.00|0.00|0.00|0.14|0.86|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",notified,0.00|0.15|0.23|0.31|0.08|0.08|0.15|0.00|0.00|0.00|0.00,dividing the reference cpi,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,cover and cook on low,0.00|0.14|0.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",gained 22 percent,0.00|0.00|0.00|0.07|0.93|0.00|0.00|0.00|0.00|0.00|0.00,boost hfs s earnings more,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,leave parts of the city,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",controlled politics and the military,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,keep the republics together,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,ratcheted up further,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",go anywhere,0.00|0.10|0.00|0.00|0.20|0.00|0.50|0.20|0.00|0.00|0.00,held at 3 percent,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,surveyed mortgage lenders about applications,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suspended phelps,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,imprisoned his daughter,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,shunning it,0.00|0.00|0.00|0.00|0.00|0.00|0.79|0.21|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",said it expects revenue to,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,held the cup,0.00|0.00|0.00|0.00|0.00|0.00|0.06|0.88|0.06|0.00|0.00,lower a woman s fertility,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",divided them,0.00|0.00|0.00|0.00|0.00|0.00|0.40|0.53|0.07|0.00|0.00,flourished in the area,0.00|0.00|0.00|0.00|0.00|0.00|0.59|0.29|0.12|0.00|0.00,claiming state benefits,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",keep him behind bars,0.00|0.00|0.00|0.09|0.00|0.00|0.36|0.55|0.00|0.00|0.00,rose 42 percent,0.00|0.00|0.00|0.00|0.38|0.00|0.62|0.00|0.00|0.00|0.00,cruising,0.00|0.07|0.67|0.00|0.07|0.00|0.20|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",reached the quarterfinals,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,hold the rate in that,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,shut down bangkok s two,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",leaving the country without,0.00|0.00|0.00|0.00|0.00|0.72|0.28|0.00|0.00|0.00|0.00,holding 73 hostages,0.00|0.00|0.00|0.00|0.64|0.36|0.00|0.00|0.00|0.00|0.00,torn by almost constant combat,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",raced in spain,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,rose by 3 billion cubic,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,fuel roughly 44 million cars,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",watching what happens when he,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,tell the truth,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,rose 39 percent,0.00|0.00|0.00|0.00|0.60|0.10|0.30|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",renewed those sanctions with little,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,occupied the complex,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,change its political or economic,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",drilling,0.00|0.00|0.00|0.35|0.06|0.41|0.06|0.12|0.00|0.00|0.00,stood here,0.00|0.10|0.00|0.00|0.00|0.00|0.70|0.10|0.10|0.00|0.00,gone unchallenged,0.00|0.00|0.00|0.00|0.00|0.00|0.06|0.56|0.38|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",hooded,0.00|0.00|0.27|0.64|0.00|0.00|0.09|0.00|0.00|0.00|0.00,playing for napoli in 1991,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,simmered in the south,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",gets us up and running,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,microwave one muffin on high,1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,consumed every day,0.00|0.00|0.00|0.00|0.00|0.82|0.18|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",holding security forces at bay,0.00|0.00|0.83|0.17|0.00|0.00|0.00|0.00|0.00|0.00|0.00,grew in december,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,bombing the area,0.00|0.00|0.00|0.55|0.45|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",remains secret,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,rocked thailand,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,dragged through the streets,0.00|0.00|0.94|0.00|0.00|0.06|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",ruled the energy  rich,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,reach more than 60 billion,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,colonised east timor,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",take action,0.00|0.00|0.00|0.00|0.08|0.00|0.83|0.08|0.00|0.00|0.00,swing a bat,0.00|0.00|0.00|0.42|0.58|0.00|0.00|0.00|0.00|0.00|0.00,hugged and kissed,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",turning a profit,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,concealed his whereabouts,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,underperforming,0.00|0.00|0.00|0.00|0.00|0.36|0.45|0.18|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",listen to it,0.00|0.21|0.36|0.21|0.00|0.14|0.07|0.00|0.00|0.00|0.00,mediated,0.00|0.00|0.00|0.00|0.18|0.55|0.27|0.00|0.00|0.00|0.00,carries on,0.00|0.00|0.08|0.08|0.25|0.17|0.42|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",barricaded themselves in two mosques,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,used as faculty housing by,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,fighting the usled occupation,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",investigating russian organised crime in,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,keep its 25 percent tariff,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,dominated parliament,0.00|0.00|0.00|0.00|0.00|0.04|0.37|0.59|0.00|0.00|0.00
