Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets on PersonY's nerves,friendly,pleasant,agreeable,encouraging,likeable,civil,pleasing,pleasant,delightful,welcome,unsatisfied,negative,positive,queasy,jealous,grouchy,dissatisfy,fall_short_of,//,//,gratified,not irritated,pleased,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX behaves like a PersonY,usual,same,real,identical,novel,authentic,unalike,opposite,regular,normal,subdued,plaintive,moody,mad,wrathful,miserable,unique,gloomy,novel,glum,not freindly,not embarresed,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX learns quickly,impetuous,dense,corny,moronic,stupid,wide-eyed,daft,gullible,dense,idiotic,not informed.,corny,muffled,humble,stupid,dopey,not secure.,moronic,foolish,idiotic,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks coffee every morning,not habitual,unthoughtful,tense,unaddicted,restless,flustered,unpredictable,mercurial,//,//,sleepy,lackadaisical,incautious,limp,indolent,careless,absent-minded,slothful,unaware,drowsy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets on with PersonX's life,shaky,wiggly,dependent,flimsy,limp,weak,not refreshed,not reborned,puny,wobbly,unexcited,staid,not motivated.,bored,serene,grave,stifle,sedate,subdued,tranquil,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX learns to surf,meek,cowardly,shy,frightened,chicken,demure,idle,timidity,guarded,careful,calm,morose,melancholy,serene,grouchy,staid,querulous,stifle,stifle,petulant,not impressed,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks lots of water,dampish,sick,best,dampish,watery,watery,better,waterlogged,unprepared,waterlogged,not hydrated,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX believes every word,perceptive,wise,not free spirited,perceptive,doubtful,unbelieving,knowledgeable,discerning,wise,astute,wise,discerning,astute,untrusting,knowledgeable,unbelieving,perceptive,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX bends over backwards,not perfectionist,rigid,wooden,not overcompensating,inflexible,ironclad,stern,undetermined,unsure,strict,displease,cranky,prickly,irritable,enraged,disgusted,sulky,querulous,irate,remorseful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds the cards,subscript,not chargeful,inferior,shoddy,cautious,scared,mediocre,defenseless,fearful,meek,not in charge.,//,//,//,//,//,//,//,//,//,not like peons.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets revenge,unangry,human,sane,agreeable,happy,agreeable,kind,not appeased,humane,not fulfilled,good,not satisfaction.,generous,terrific,goodness,respectful,better,superb,unregretful,amiable,hilarious,happy,jubilant,overjoyed,not angry and hurt.,lighthearted,be_well,glad,rosy,jolly
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks some coffee,subdued,striking,calm,grave,spectacular,sedate,atypical,astonishing,noted,passive,arctic,appalling,freezing,nippy,chilly,asleep,not refreshed,cool,frozen,frosty,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blesses PersonY's heart,approachable,deferential,friendly,respectful,polite,well-behaved,unsarcastic,northern,not patronizing,civil,spiteful,churlish,plaintive,sneering,not affection,worst,bad,irritable,surly,enraged,not amused.,not honored.,not flattered.,not like they helped someone,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets several compliments,blue,subdued,disfigured,irascible,unexcited,composed,depressed,untalented,remorseful,grumpy,upset,prickly,sulky,dismal,mad,morose,grouchy,querulous,surly,gloomy,wrathful,irascible,melancholy,queasy,upset,remorseful,subdued,gloomy,sad,cranky
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks the coffee,swift,brisk,weary,lively,slothful,extinct,speedy,quiet,dormant,indolent,not refreshed,weary,limp,unfocused,exhausted,not satisfied they had what they were craving,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds up PersonY's hand,frigid,sober,frosty,ornery,unloving,hideous,severe,stifle,spiteful,spiteful,sore,gruesome,grouchy,livid,petulant,churlish,morose,anxious,surly,miserable,blue,melancholy,grieving,cantankerous,querulous,remorseful,mad,enraged,livid,dismal
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blows PersonX's brains out,vivid,not heartless,alive,virtuous,brisk,full,not suicidal,teeming,hopeful,bouncy,happy,jaunty,joyful,glad,not nan,alive,living,live,lighthearted,jolly,jaunty,lighthearted,merry,joyful,rosy,jolly,cheerful,radiant,hilarious,jocular
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets someone else,hot-headed,undetermined,studious,weak,contemplative,impetuous,powerless,rash,inconsiderate,feeble,subdued,bored,tranquil,grave,staid,sedate,unexcited,serene,stifle,calm,bored,grave,sedate,unexcited,tranquil,serene,unsurprised,calm,stifle,staid
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds up PersonY's hands,appalling,spiteful,hate,unloving,monstrous,not flirty,frigid,tenacious,guilty,vicious,courageous,grouchy,mad,sad,worst,sulky,dissatisfy,grouchy,bold,flustered,remorseful,sad,stifle,serene,subdued,bored,tranquil,sedate,not also happy,staid
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blows PersonY's brains out,overjoyed,not homicidal,gentle,elated,not protecting,amused,exhilarated,nonviolent,jaunty,tranquil,inexpert,innocent,not guilty about the crime.,unsurprised,unskilled,incapable,unable,untalented,incompetent,inept,not shocked.,not death,alive,live,not extreme pain,living,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hopes would come,despairing,murky,envious,woeful,unsociable,pitiful,doubtful,wretched,pessimistic,hopeless,not very happy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX boils the noodles,incompetent,thirsty,powerless,not chinese,stuffed,stuffed,full,not chef like,thirsty,thirsty,thin,not slurpy,hungry,not saited,blank,thirsty,stuffed,empty,vacant,full,full,stuffed,thankless,thirsty,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hopes would get,woeful,gloomy,discouraged,not confient,not aspiring,pessimistic,grim,pessimistic,desperate,pessimistic,miserable,upset,glum,grouchy,sulky,churlish,sad,irritable,remorseful,sore,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets stolen,plucky,extroverted,alert,careful,methodical,comfortable,confident,macho,watchful,masculine,bold,bold,dauntless,courageous,not offended,not victimized,dauntless,courageous,unafraid,brave,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drives PersonY to the airport,freezing,quarrelsome,condescending,betraying,hateful,frosty,burdensome,ornery,lethal,freezing,cheerful,happy,not like they did a good deed,not happy to help,rosy,merry,overjoyed,jocular,jubilant,jaunty,prickly,anguished,dismal,annoyed,enraged,petulant,irritable,sore,sulky,glum
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX breaks PersonX's window,watchful,handy,alert,vigilant,tranquil,nosy,adept,enforce,nonviolent,fussy,unstressed,lighthearted,carefree,goodness,happy,best,hopeful,nonchalant,assured,gleeful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets supplies,unprepared,exhausted,slothful,undetermined,passive_voice,indolent,passive,stative,quiet,unprepared,arid,consumptive,unprepared,unfit,evasive,evasive,incompetent,unwilling,unready,deserted,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ignores PersonY's complaints,cordial,civil,polite,soft,nosy,unfocused,circumspect,easy,silky,respectful,enforce,assured,loving,calm,//,//,//,//,//,//,happy,happy-go-lucky,jaunty,joyful,pleased,happy,content,jocular,amiable,delightful
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets the hang of it,idiotic,heedless,stupid,foolish,heedless,superficial,foolhardy,oblivious,dopey,nonchalant,surly,churlish,upset,anxious,idiotic,queasy,gruesome,mad,anguished,glum,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drives right,unreliable,impetuous,hasty,disruptive,unguarded,uneducated,outspoken,unruly,brave,quixotic,not that they are going the right way,not that they are going right,undetermined,not he is on the correct path,dangerous,unsafe,out,unsure,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX breaks PersonX's wrist,amiable,dextrous,deft,unbreakable,hearty,tough,lithe,lithe,accomplished,heartfelt,unangry,be_well,be_well,not a great deal of pain,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ignores the warning,intelligent,smart,brainy,humble,brainy,shrewd,quick-witted,not risky,bashful,cowardly,timid,cautious,fearful,humble,frightened,afraid,hesitant,timid,unashamed,doubtful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drives the porcelain bus,staid,quintessential,unaware,unadventurous,mellow,ripe,mature,grown,absent-minded,incautious,exasperated,badly,worsen,keep_down,bad,not relief,disadvantageously,worse,well,ill,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX breaks PersonY's window,meticulous,guarded,unhazardous,discreet,watchful,gentle,not stealthy,untroubled,healthy,careful,melancholy,querulous,morose,grieving,remorseful,subdued,prickly,moody,sulky,cantankerous,bold,happy,unangry,sane,overjoyed,lighthearted,dauntless,courageous,unafraid,tranquil
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drives to the airport,unwitting,freezing,sardonic,biting,harsh,crass,reckless,dismal,uncomfortable,unwilling,not anticipation,subdued,serene,staid,stifle,unexcited,grave,bored,staid,sedate,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX leaves PersonX's book,spry,recalling,active,enterprising,retentive,hardworking,interested,dutiful,not easily distracted,hearty,happy,jocular,joyful,lighthearted,cheerful,jolly,hilarious,radiant,retentive,merry,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX impresses PersonY's friends,standard,unremarkable,normal,common,inferior,unimpressive,not boastful,ordinary,unskilled,unimportant,grumpy,upset,melancholy,bored,cranky,enraged,irascible,plaintive,hideous,sulky,cranky,gloomy,gruesome,unhappy,sad,queasy,livid,grouchy,sneering,churlish
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX breaks PersonY's wrist,impotent,better,unhazardous,puny,respectful,weak,amiable,amiable,generous,generous,not bad upset,//,//,//,//,//,//,//,//,//,not hurt pain bad,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets the point,indirect,retrograde,quizzical,zigzag,superficial,alternating,quixotic,bewildered,stupid,heedless,idiotic,petulant,gruesome,remorseful,plaintive,incapable,inept,gloomy,unsatisfied,irate,//,//,//,//,//,//,//,//,//,//
