Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks PersonY's coffee,well-behaved,polite,respectful,respectful,brilliant,deferential,courteous,generous,unselfish,tactful,not happy.,amiable,innocent,respectful,not not thirsty.,well-intentioned,generous,//,//,//,unangry,happy,not mad.,sane,ungrateful,not slightly annoyed.,//,//,//,//,0,0,PersonX drinks PersonY's tea
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds out PersonY's hand,not chivalrous,chilly,terrific,well-off,appalling,nifty,sufficient,uncompassionate,wealthy,ferocious,not no different than before,unhelpful,spiteful,not nan,burdensome,lethal,//,//,//,//,not happy that they received candy,not ready to go shopping,//,//,//,//,//,//,//,//,0,0,PersonX lets go of PersonY's hand
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX begins to hurt,ill,happy,hilarious,jolly,keep_down,well,healthy,invulnerable,uninjured,merry,not in pain.,not hurt.,happy,hilarious,cheerful,overjoyed,not pain,jubilant,rosy,gleeful,jolly,carefree,lighthearted,reassure,happy-go-lucky,gleeful,nonchalant,//,//,//,1,1,PersonX begins to heal.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX begs for food,rich,opulent,rich_people,well-off,abundant,fortunate,wealthy,settled,lavish,plush,not starving,unashamed,not ashamed about it,hopeful,//,//,//,//,//,//,radiant,merry,cheerful,happy,hilarious,lighthearted,jaunty,happy-go-lucky,carefree,reassure,-1,0,PersonX shares their food
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX learns how to surf,unexcited,cowardly,scared,aching,cautious,ill,numb,queasy,apathetic,lazy,upset,unskilled,unfit,inexpert,unwilling,incompetent,inept,incompetent,clumsy,untalented,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX learns how to drive.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks coffee,unmindful,unaware,oblivious,vacant,hungry,not driven,bewildered,hungry,not hyper,absent-minded,limp,evasive,unready,weary,unwilling,exhausted,asleep,unfit,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX drink tea.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds out PersonY's hands,appalling,inhospitable,unsociable,unfeeling,undemonstrative,hate,not sharing,frigid,spiteful,not accomodating,dissatisfy,morose,upset,discontented,anxious,queasy,unsatisfied,queasy,jealous,jealous,cantankerous,crabby,not happy and adored,sulky,queasy,irritable,grouchy,hideous,upset,gruesome,1,1,Person X pushes Person Y away.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets on PersonY's nerves,friendly,pleasant,agreeable,encouraging,likeable,civil,pleasing,pleasant,delightful,welcome,unsatisfied,negative,positive,queasy,jealous,grouchy,dissatisfy,fall_short_of,//,//,gratified,not irritated,pleased,//,//,//,//,//,//,//,1,1,PersonX gets on PersonY's good side
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX behaves like a PersonY,usual,same,real,identical,novel,authentic,unalike,opposite,regular,normal,subdued,plaintive,moody,mad,wrathful,miserable,unique,gloomy,novel,glum,not freindly,not embarresed,//,//,//,//,//,//,//,//,0,0,PersonX is different from a PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX learns quickly,impetuous,dense,corny,moronic,stupid,wide-eyed,daft,gullible,dense,idiotic,not informed.,corny,muffled,humble,stupid,dopey,not secure.,moronic,foolish,idiotic,//,//,//,//,//,//,//,//,//,//,1,1,PersonX has a learning disability
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks coffee every morning,not habitual,unthoughtful,tense,unaddicted,restless,flustered,unpredictable,mercurial,//,//,sleepy,lackadaisical,incautious,limp,indolent,careless,absent-minded,slothful,unaware,drowsy,//,//,//,//,//,//,//,//,//,//,1,1,PersonX drinks nothing in the morning.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets on with PersonX's life,shaky,wiggly,dependent,flimsy,limp,weak,not refreshed,not reborned,puny,wobbly,unexcited,staid,not motivated.,bored,serene,grave,stifle,sedate,subdued,tranquil,//,//,//,//,//,//,//,//,//,//,1,1,PersonX remains in a deep rut.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX learns to surf,meek,cowardly,shy,frightened,chicken,demure,idle,timidity,guarded,careful,calm,morose,melancholy,serene,grouchy,staid,querulous,stifle,stifle,petulant,not impressed,//,//,//,//,//,//,//,//,//,2,2,PersonX falls into the water
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks lots of water,dampish,sick,best,dampish,watery,watery,better,waterlogged,unprepared,waterlogged,not hydrated,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,0,PersonX drinks lots of milk.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX believes every word,perceptive,wise,not free spirited,perceptive,doubtful,unbelieving,knowledgeable,discerning,wise,astute,wise,discerning,astute,untrusting,knowledgeable,unbelieving,perceptive,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is a very skeptical person
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX bends over backwards,not perfectionist,rigid,wooden,not overcompensating,inflexible,ironclad,stern,undetermined,unsure,strict,displease,cranky,prickly,irritable,enraged,disgusted,sulky,querulous,irate,remorseful,//,//,//,//,//,//,//,//,//,//,1,1,Person X bends over forward.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds the cards,subscript,not chargeful,inferior,shoddy,cautious,scared,mediocre,defenseless,fearful,meek,not in charge.,//,//,//,//,//,//,//,//,//,not like peons.,//,//,//,//,//,//,//,//,//,2,2,personx lays the cards down
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets revenge,unangry,human,sane,agreeable,happy,agreeable,kind,not appeased,humane,not fulfilled,good,not satisfaction.,generous,terrific,goodness,respectful,better,superb,unregretful,amiable,hilarious,happy,jubilant,overjoyed,not angry and hurt.,lighthearted,be_well,glad,rosy,jolly,0,1,PersonX forgives and forgets
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks some coffee,subdued,striking,calm,grave,spectacular,sedate,atypical,astonishing,noted,passive,arctic,appalling,freezing,nippy,chilly,asleep,not refreshed,cool,frozen,frosty,//,//,//,//,//,//,//,//,//,//,1,1,PersonX dumps out some coffee.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blesses PersonY's heart,approachable,deferential,friendly,respectful,polite,well-behaved,unsarcastic,northern,not patronizing,civil,spiteful,churlish,plaintive,sneering,not affection,worst,bad,irritable,surly,enraged,not amused.,not honored.,not flattered.,not like they helped someone,//,//,//,//,//,//,1,-1,PersonX curses PersonY's heart
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets several compliments,blue,subdued,disfigured,irascible,unexcited,composed,depressed,untalented,remorseful,grumpy,upset,prickly,sulky,dismal,mad,morose,grouchy,querulous,surly,gloomy,wrathful,irascible,melancholy,queasy,upset,remorseful,subdued,gloomy,sad,cranky,0,-1,personx gets several insults
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drinks the coffee,swift,brisk,weary,lively,slothful,extinct,speedy,quiet,dormant,indolent,not refreshed,weary,limp,unfocused,exhausted,not satisfied they had what they were craving,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX drinks the tea
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds up PersonY's hand,frigid,sober,frosty,ornery,unloving,hideous,severe,stifle,spiteful,spiteful,sore,gruesome,grouchy,livid,petulant,churlish,morose,anxious,surly,miserable,blue,melancholy,grieving,cantankerous,querulous,remorseful,mad,enraged,livid,dismal,1,1,Person X walks alone.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blows PersonX's brains out,vivid,not heartless,alive,virtuous,brisk,full,not suicidal,teeming,hopeful,bouncy,happy,jaunty,joyful,glad,not nan,alive,living,live,lighthearted,jolly,jaunty,lighthearted,merry,joyful,rosy,jolly,cheerful,radiant,hilarious,jocular,0,0,PersonX blows PersonX's heart out
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets someone else,hot-headed,undetermined,studious,weak,contemplative,impetuous,powerless,rash,inconsiderate,feeble,subdued,bored,tranquil,grave,staid,sedate,unexcited,serene,stifle,calm,bored,grave,sedate,unexcited,tranquil,serene,unsurprised,calm,stifle,staid,1,0,PersonX excludes someone else
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds up PersonY's hands,appalling,spiteful,hate,unloving,monstrous,not flirty,frigid,tenacious,guilty,vicious,courageous,grouchy,mad,sad,worst,sulky,dissatisfy,grouchy,bold,flustered,remorseful,sad,stifle,serene,subdued,bored,tranquil,sedate,not also happy,staid,2,2,PersonX puts down PersonY's hands
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX blows PersonY's brains out,overjoyed,not homicidal,gentle,elated,not protecting,amused,exhilarated,nonviolent,jaunty,tranquil,inexpert,innocent,not guilty about the crime.,unsurprised,unskilled,incapable,unable,untalented,incompetent,inept,not shocked.,not death,alive,live,not extreme pain,living,//,//,//,//,0,1,Person X makes Person Y happy.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hopes would come,despairing,murky,envious,woeful,unsociable,pitiful,doubtful,wretched,pessimistic,hopeless,not very happy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,0,Personx gives up on waiting
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX boils the noodles,incompetent,thirsty,powerless,not chinese,stuffed,stuffed,full,not chef like,thirsty,thirsty,thin,not slurpy,hungry,not saited,blank,thirsty,stuffed,empty,vacant,full,full,stuffed,thankless,thirsty,//,//,//,//,//,//,1,-1,PersonX freeze-dries the noodles
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hopes would get,woeful,gloomy,discouraged,not confient,not aspiring,pessimistic,grim,pessimistic,desperate,pessimistic,miserable,upset,glum,grouchy,sulky,churlish,sad,irritable,remorseful,sore,//,//,//,//,//,//,//,//,//,//,1,1,Person X is hopeless.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets stolen,plucky,extroverted,alert,careful,methodical,comfortable,confident,macho,watchful,masculine,bold,bold,dauntless,courageous,not offended,not victimized,dauntless,courageous,unafraid,brave,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX gets found
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX drives PersonY to the airport,freezing,quarrelsome,condescending,betraying,hateful,frosty,burdensome,ornery,lethal,freezing,cheerful,happy,not like they did a good deed,not happy to help,rosy,merry,overjoyed,jocular,jubilant,jaunty,prickly,anguished,dismal,annoyed,enraged,petulant,irritable,sore,sulky,glum,0,1,PersonY takes the bus to the airport.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX breaks PersonX's window,watchful,handy,alert,vigilant,tranquil,nosy,adept,enforce,nonviolent,fussy,unstressed,lighthearted,carefree,goodness,happy,best,hopeful,nonchalant,assured,gleeful,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX fixes PersonX's window
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets supplies,unprepared,exhausted,slothful,undetermined,passive_voice,indolent,passive,stative,quiet,unprepared,arid,consumptive,unprepared,unfit,evasive,evasive,incompetent,unwilling,unready,deserted,//,//,//,//,//,//,//,//,//,//,1,1,PersonX gives out supplies
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ignores PersonY's complaints,cordial,civil,polite,soft,nosy,unfocused,circumspect,easy,silky,respectful,enforce,assured,loving,calm,//,//,//,//,//,//,happy,happy-go-lucky,jaunty,joyful,pleased,happy,content,jocular,amiable,delightful,0,0,PersonX paid attention to PersonY's complaints
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets the hang of it,idiotic,heedless,stupid,foolish,heedless,superficial,foolhardy,oblivious,dopey,nonchalant,surly,churlish,upset,anxious,idiotic,queasy,gruesome,mad,anguished,glum,//,//,//,//,//,//,//,//,//,//,1,1,PersonX doesn't know how
