Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fit-unfitXX,fit,unfit,disabled XXX impaired ||| disabled XXX ill ||| disabled XXX sick ||| impaired XXX sick ||| ill XXX impaired ||| ill XXX sick,6,XXpossible-impossible,impossible,possible,practical XXX realistic ||| possible XXX practical ||| possible XXX realistic ||| feasible XXX practical ||| feasible XXX realistic ||| feasible XXX possible,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,disabled**EQ**impaired,,,,,,,disabled**GT**ill,disabled**GT**sick,impaired**EQ**sick,ill**GT**impaired,ill**EQ**sick,,,,practical**EQ**realistic,,,,,,,,,,,possible**LT**practical,,,,,,,,,,possible**LT**realistic,feasible**EQ**practical,feasible**LT**realistic,feasible**GT**possible,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",attractive-unattractiveXX,attractive,unattractive,plain XXX unattractive ||| plain XXX ugly ||| ugly XXX unattractive,3,XXthick-thin,thin,thick,dense XXX thick ||| dense XXX impenetrable ||| impenetrable XXX thick,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,plain**EQ**unattractive,,,,,,,plain**LT**ugly,ugly**GT**unattractive,,,,,,,dense**EQ**thick,,,,,,,,,,,dense**LT**impenetrable,,,,,,,,,,impenetrable**GT**thick,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",attractive-unattractiveXX,attractive,unattractive,plain XXX unattractive ||| plain XXX ugly ||| ugly XXX unattractive,3,XXthick-thin,thin,thick,dense XXX thick ||| dense XXX impenetrable ||| impenetrable XXX thick,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,plain**LT**unattractive,,,,,,,plain**LT**ugly,ugly**GT**unattractive,,,,,,,dense**GT**thick,,,,,,,,,,,dense**LT**impenetrable,,,,,,,,,,impenetrable**GT**thick,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",attractive-unattractiveXX,attractive,unattractive,plain XXX unattractive ||| plain XXX ugly ||| ugly XXX unattractive,3,XXthick-thin,thin,thick,dense XXX thick ||| dense XXX impenetrable ||| impenetrable XXX thick,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,plain**EQ**unattractive,,,,,,,plain**EQ**ugly,ugly**EQ**unattractive,,,,,,,dense**EQ**thick,,,,,,,,,,,dense**GT**impenetrable,,,,,,,,,,impenetrable**LT**thick,,,,,,,fair**GT**fairer,fair**GT**fairest,fairer**GT**fairest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",attractive-unattractiveXX,attractive,unattractive,plain XXX unattractive ||| plain XXX ugly ||| ugly XXX unattractive,3,XXthick-thin,thin,thick,dense XXX thick ||| dense XXX impenetrable ||| impenetrable XXX thick,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,plain**GT**unattractive,,,,,,,plain**GT**ugly,ugly**GT**unattractive,,,,,,,dense**GT**thick,,,,,,,,,,,dense**LT**impenetrable,,,,,,,,,,impenetrable**LT**thick,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",attractive-unattractiveXX,attractive,unattractive,plain XXX unattractive ||| plain XXX ugly ||| ugly XXX unattractive,3,XXthick-thin,thin,thick,dense XXX thick ||| dense XXX impenetrable ||| impenetrable XXX thick,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,plain**LT**unattractive,,,,,,,plain**LT**ugly,ugly**EQ**unattractive,,,,,,,dense**EQ**thick,,,,,,,,,,,dense**LT**impenetrable,,,,,,,,,,impenetrable**GT**thick,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",superior-inferiorXX,superior,inferior,mediocre XXX worst ||| cheap XXX worst ||| cheap XXX mediocre ||| bad XXX worst ||| bad XXX mediocre ||| bad XXX cheap,6,XXmany-few,few,many,many XXX numerous ||| many XXX some ||| numerous XXX some ||| galore XXX many ||| galore XXX numerous ||| galore XXX some,6,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,mediocre**LT**worst,,,,,,,cheap**LT**worst,cheap**EQ**mediocre,bad**LT**worst,bad**GT**mediocre,bad**GT**cheap,,,,many**LT**numerous,,,,,,,,,,,many**GT**some,,,,,,,,,,numerous**GT**some,galore**GT**many,galore**EQ**numerous,galore**GT**some,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",superior-inferiorXX,superior,inferior,mediocre XXX worst ||| cheap XXX worst ||| cheap XXX mediocre ||| bad XXX worst ||| bad XXX mediocre ||| bad XXX cheap,6,XXmany-few,few,many,many XXX numerous ||| many XXX some ||| numerous XXX some ||| galore XXX many ||| galore XXX numerous ||| galore XXX some,6,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,mediocre**LT**worst,,,,,,,cheap**LT**worst,cheap**EQ**mediocre,bad**LT**worst,bad**GT**mediocre,bad**GT**cheap,,,,many**EQ**numerous,,,,,,,,,,,many**GT**some,,,,,,,,,,numerous**GT**some,galore**GT**many,galore**EQ**numerous,galore**GT**some,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",superior-inferiorXX,superior,inferior,mediocre XXX worst ||| cheap XXX worst ||| cheap XXX mediocre ||| bad XXX worst ||| bad XXX mediocre ||| bad XXX cheap,6,XXmany-few,few,many,many XXX numerous ||| many XXX some ||| numerous XXX some ||| galore XXX many ||| galore XXX numerous ||| galore XXX some,6,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,mediocre**GT**worst,,,,,,,cheap**LT**worst,cheap**LT**mediocre,bad**LT**worst,bad**LT**mediocre,bad**EQ**cheap,,,,many**LT**numerous,,,,,,,,,,,many**GT**some,,,,,,,,,,numerous**GT**some,galore**GT**many,galore**EQ**numerous,galore**GT**some,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",superior-inferiorXX,superior,inferior,mediocre XXX worst ||| cheap XXX worst ||| cheap XXX mediocre ||| bad XXX worst ||| bad XXX mediocre ||| bad XXX cheap,6,XXmany-few,few,many,many XXX numerous ||| many XXX some ||| numerous XXX some ||| galore XXX many ||| galore XXX numerous ||| galore XXX some,6,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,mediocre**LT**worst,,,,,,,cheap**LT**worst,cheap**GT**mediocre,bad**LT**worst,bad**GT**mediocre,bad**GT**cheap,,,,many**GT**numerous,,,,,,,,,,,many**EQ**some,,,,,,,,,,numerous**GT**some,galore**GT**many,galore**GT**numerous,galore**GT**some,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",superior-inferiorXX,superior,inferior,mediocre XXX worst ||| cheap XXX worst ||| cheap XXX mediocre ||| bad XXX worst ||| bad XXX mediocre ||| bad XXX cheap,6,XXmany-few,few,many,many XXX numerous ||| many XXX some ||| numerous XXX some ||| galore XXX many ||| galore XXX numerous ||| galore XXX some,6,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,mediocre**LT**worst,,,,,,,cheap**LT**worst,cheap**LT**mediocre,bad**LT**worst,bad**GT**mediocre,bad**GT**cheap,,,,many**LT**numerous,,,,,,,,,,,many**GT**some,,,,,,,,,,numerous**GT**some,galore**EQ**many,galore**EQ**numerous,galore**GT**some,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXalarming-unalarming,unalarming,alarming,scary XXX sinister ||| scary XXX terrifying ||| sinister XXX terrifying ||| frightening XXX scary ||| frightening XXX sinister ||| frightening XXX terrifying ||| creepy XXX scary ||| creepy XXX sinister ||| creepy XXX frightening ||| creepy XXX terrifying,10,current-noncurrentXX,current,noncurrent,old XXX outdated ||| obsolete XXX outdated ||| obsolete XXX old,3,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,scary**GT**sinister,creepy**LT**terrifying,,,,,,scary**LT**terrifying,sinister**LT**terrifying,frightening**EQ**scary,frightening**GT**sinister,frightening**LT**terrifying,creepy**LT**scary,creepy**EQ**sinister,creepy**LT**frightening,old**EQ**outdated,,,,,,,,,,,obsolete**GT**outdated,,,,,,,,,,obsolete**GT**old,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXalarming-unalarming,unalarming,alarming,scary XXX sinister ||| scary XXX terrifying ||| sinister XXX terrifying ||| frightening XXX scary ||| frightening XXX sinister ||| frightening XXX terrifying ||| creepy XXX scary ||| creepy XXX sinister ||| creepy XXX frightening ||| creepy XXX terrifying,10,current-noncurrentXX,current,noncurrent,old XXX outdated ||| obsolete XXX outdated ||| obsolete XXX old,3,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,scary**LT**sinister,creepy**LT**terrifying,,,,,,scary**LT**terrifying,sinister**EQ**terrifying,frightening**EQ**scary,frightening**LT**sinister,frightening**EQ**terrifying,creepy**EQ**scary,creepy**LT**sinister,creepy**LT**frightening,old**LT**outdated,,,,,,,,,,,obsolete**GT**outdated,,,,,,,,,,obsolete**GT**old,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXalarming-unalarming,unalarming,alarming,scary XXX sinister ||| scary XXX terrifying ||| sinister XXX terrifying ||| frightening XXX scary ||| frightening XXX sinister ||| frightening XXX terrifying ||| creepy XXX scary ||| creepy XXX sinister ||| creepy XXX frightening ||| creepy XXX terrifying,10,current-noncurrentXX,current,noncurrent,old XXX outdated ||| obsolete XXX outdated ||| obsolete XXX old,3,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,scary**LT**sinister,creepy**LT**terrifying,,,,,,scary**LT**terrifying,sinister**GT**terrifying,frightening**LT**scary,frightening**LT**sinister,frightening**LT**terrifying,creepy**LT**scary,creepy**LT**sinister,creepy**LT**frightening,old**LT**outdated,,,,,,,,,,,obsolete**GT**outdated,,,,,,,,,,obsolete**GT**old,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXalarming-unalarming,unalarming,alarming,scary XXX sinister ||| scary XXX terrifying ||| sinister XXX terrifying ||| frightening XXX scary ||| frightening XXX sinister ||| frightening XXX terrifying ||| creepy XXX scary ||| creepy XXX sinister ||| creepy XXX frightening ||| creepy XXX terrifying,10,current-noncurrentXX,current,noncurrent,old XXX outdated ||| obsolete XXX outdated ||| obsolete XXX old,3,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,scary**LT**sinister,creepy**LT**terrifying,,,,,,scary**LT**terrifying,sinister**GT**terrifying,frightening**GT**scary,frightening**LT**sinister,frightening**EQ**terrifying,creepy**GT**scary,creepy**LT**sinister,creepy**LT**frightening,old**LT**outdated,,,,,,,,,,,obsolete**GT**outdated,,,,,,,,,,obsolete**GT**old,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXalarming-unalarming,unalarming,alarming,scary XXX sinister ||| scary XXX terrifying ||| sinister XXX terrifying ||| frightening XXX scary ||| frightening XXX sinister ||| frightening XXX terrifying ||| creepy XXX scary ||| creepy XXX sinister ||| creepy XXX frightening ||| creepy XXX terrifying,10,current-noncurrentXX,current,noncurrent,old XXX outdated ||| obsolete XXX outdated ||| obsolete XXX old,3,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,scary**LT**sinister,creepy**LT**terrifying,,,,,,scary**LT**terrifying,sinister**LT**terrifying,frightening**GT**scary,frightening**GT**sinister,frightening**EQ**terrifying,creepy**LT**scary,creepy**LT**sinister,creepy**LT**frightening,old**GT**outdated,,,,,,,,,,,obsolete**GT**outdated,,,,,,,,,,obsolete**GT**old,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",audible-inaudibleXX,audible,inaudible,imperceptible XXX inaudible ||| imperceptible XXX quiet ||| imperceptible XXX silent ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX silent,6,cardinal-ordinalXX,cardinal,ordinal,second XXX third ||| second XXX sixth ||| second XXX seventh ||| fourth XXX second ||| fourth XXX third ||| fourth XXX sixth ||| fourth XXX seventh ||| sixth XXX third ||| seventh XXX third ||| seventh XXX sixth ||| eighth XXX second ||| eighth XXX third ||| eighth XXX fourth ||| eighth XXX sixth ||| eighth XXX seventh ||| eighth XXX fifth ||| eighth XXX first ||| fifth XXX second ||| fifth XXX third ||| fifth XXX fourth ||| fifth XXX sixth ||| fifth XXX seventh ||| fifth XXX first ||| first XXX second ||| first XXX third ||| first XXX fourth ||| first XXX sixth ||| first XXX seventh,28,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,imperceptible**GT**inaudible,,,,,,,imperceptible**GT**quiet,imperceptible**LT**silent,inaudible**GT**quiet,inaudible**LT**silent,quiet**LT**silent,,,,second**GT**third,seventh**LT**sixth,eighth**LT**second,eighth**LT**third,eighth**LT**fourth,eighth**LT**sixth,eighth**LT**seventh,eighth**LT**fifth,eighth**LT**first,fifth**LT**second,fifth**LT**third,second**GT**sixth,fifth**LT**fourth,fifth**GT**sixth,fifth**GT**seventh,fifth**LT**first,first**GT**second,first**GT**third,first**GT**fourth,first**GT**sixth,first**GT**seventh,second**GT**seventh,fourth**LT**second,fourth**LT**third,fourth**GT**sixth,fourth**GT**seventh,sixth**LT**third,seventh**LT**third,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",audible-inaudibleXX,audible,inaudible,imperceptible XXX inaudible ||| imperceptible XXX quiet ||| imperceptible XXX silent ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX silent,6,cardinal-ordinalXX,cardinal,ordinal,second XXX third ||| second XXX sixth ||| second XXX seventh ||| fourth XXX second ||| fourth XXX third ||| fourth XXX sixth ||| fourth XXX seventh ||| sixth XXX third ||| seventh XXX third ||| seventh XXX sixth ||| eighth XXX second ||| eighth XXX third ||| eighth XXX fourth ||| eighth XXX sixth ||| eighth XXX seventh ||| eighth XXX fifth ||| eighth XXX first ||| fifth XXX second ||| fifth XXX third ||| fifth XXX fourth ||| fifth XXX sixth ||| fifth XXX seventh ||| fifth XXX first ||| first XXX second ||| first XXX third ||| first XXX fourth ||| first XXX sixth ||| first XXX seventh,28,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,imperceptible**EQ**inaudible,,,,,,,imperceptible**EQ**quiet,imperceptible**LT**silent,inaudible**GT**quiet,inaudible**EQ**silent,quiet**LT**silent,,,,second**LT**third,seventh**GT**sixth,eighth**GT**second,eighth**GT**third,eighth**GT**fourth,eighth**GT**sixth,eighth**GT**seventh,eighth**GT**fifth,eighth**GT**first,fifth**GT**second,fifth**GT**third,second**LT**sixth,fifth**GT**fourth,fifth**LT**sixth,fifth**LT**seventh,fifth**GT**first,first**LT**second,first**LT**third,first**LT**fourth,first**LT**sixth,first**LT**seventh,second**LT**seventh,fourth**GT**second,fourth**GT**third,fourth**LT**sixth,fourth**LT**seventh,sixth**GT**third,seventh**GT**third,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",audible-inaudibleXX,audible,inaudible,imperceptible XXX inaudible ||| imperceptible XXX quiet ||| imperceptible XXX silent ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX silent,6,cardinal-ordinalXX,cardinal,ordinal,second XXX third ||| second XXX sixth ||| second XXX seventh ||| fourth XXX second ||| fourth XXX third ||| fourth XXX sixth ||| fourth XXX seventh ||| sixth XXX third ||| seventh XXX third ||| seventh XXX sixth ||| eighth XXX second ||| eighth XXX third ||| eighth XXX fourth ||| eighth XXX sixth ||| eighth XXX seventh ||| eighth XXX fifth ||| eighth XXX first ||| fifth XXX second ||| fifth XXX third ||| fifth XXX fourth ||| fifth XXX sixth ||| fifth XXX seventh ||| fifth XXX first ||| first XXX second ||| first XXX third ||| first XXX fourth ||| first XXX sixth ||| first XXX seventh,28,heavy-heaviestXX,heavy,heaviest,heavier XXX heaviest ||| heavier XXX heavy ||| heaviest XXX heavy,3,imperceptible**GT**inaudible,,,,,,,imperceptible**GT**quiet,imperceptible**GT**silent,inaudible**GT**quiet,inaudible**GT**silent,quiet**LT**silent,,,,second**LT**third,seventh**GT**sixth,eighth**GT**second,eighth**GT**third,eighth**GT**fourth,eighth**GT**sixth,eighth**GT**seventh,eighth**GT**fifth,eighth**GT**first,fifth**GT**second,fifth**GT**third,second**LT**sixth,fifth**GT**fourth,fifth**LT**sixth,fifth**LT**seventh,fifth**GT**first,first**LT**second,first**LT**third,first**LT**fourth,first**LT**sixth,first**LT**seventh,second**LT**seventh,fourth**GT**second,fourth**GT**third,fourth**LT**sixth,fourth**LT**seventh,sixth**GT**third,seventh**GT**third,heavier**LT**heaviest,heavier**GT**heavy,heaviest**GT**heavy,,
