Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नालंदा मुक्त विश्वविद्यालय पटना,nalanda open university patna,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके अलावा फुटबॉल हाकी टेनिस और गोल्फ भी पसन्द किया जाता है ।,apart from this &#44; football &#44; hockey &#44; tennis are also liked .,1-0 2-4 7-10 8-11 12-12,0-0 1-0 1-1 0-2 2-3 2-4 3-4 4-4 5-4 6-4 2-5 3-6 2-7 6-9 7-10 8-11 9-11 10-11 12-12,11,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिना सिखाये ही बालक रामबोला ने गायत्री-मन्त्र का उच्चारण किया जिसे देखकर सब लोग चकित हो गये ।,without help of others child rambola learnt pronunciation of gayatri mantra which amazed people .,0-0 4-5 7-8 17-14,0-0 1-1 3-4 2-5 3-5 4-5 5-5 6-5 6-6 8-7 7-8 6-9 6-10 10-11 14-12 13-13 17-14,9 11 12 15 16,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मध्यवर्ती विशाल मैदान बिहार के 95 % भाग को समेटे हुए है ।,the middle largest plain has included 95 % part of bihar .,3-10 4-9 5-6 6-7 7-8 12-11,2-0 0-1 5-4 5-5 5-6 6-7 7-8 4-9 3-10 12-11,1 8 9 10 11,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इंडिया गेट के निकट तड़ित ।,near india gate,1-2 3-0,2-0 3-0 0-1 0-2 1-2,4 5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सच्चे मायने में दिल्ली हमारे देश के भविष्य भूतकाल एवं वर्तमान परिस्थितियों का मेल-मिश्रण हैं ।,in true meanings delhi is a mixture of future &#44; past and present conditions of our country .,0-1 2-0 3-3 4-15 5-16 7-8 8-10 9-11 10-12 13-13 15-17,2-0 0-1 1-1 1-2 3-3 14-4 6-7 7-8 8-10 9-11 10-12 11-13 13-13 12-14 4-15 5-16 15-17,,5 6 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हाजीपुर तथा आसपास,in and around hajipur,0-3,0-0 1-1 2-2 0-3 1-3 2-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इन जंगलों में प्रदेश का इकलौता बाघ अभयारण्य वाल्मिकीनगर में स्थित है ।,in these forests &#44; the one and only tiger reserve is located in balmiki nagar .,0-1 2-0 6-8 8-13 9-12 10-11 11-10 12-15,2-0 0-1 1-2 4-4 5-6 5-7 6-8 7-9 11-10 10-11 9-12 8-13 8-14 12-15,3,3 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके अतिरिक्त असंगठित व्यापार सरकारी नौकरियां तथा छोटे उद्योग धंधे भी आय के स्रोत हैं ।,apart from this &#44; informal trading &#44; government jobs and small industrial work are their sources of income .,1-0 5-8 6-9 7-10 8-11 11-17 12-16 13-15 14-13 15-18,0-0 1-0 1-1 0-2 1-3 2-4 3-5 4-7 4-8 5-8 6-9 7-10 8-11 9-12 14-13 13-15 12-16 11-17 15-18,10,6 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अंग्रेजी राजनीति,english politics,0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1968 - मैं गाऊं तुम सो जाोओ -LRB- फ़िल्म - ब्रह्मचारी -RRB-,1968 - i &amp;apos;ll sing you sleep -lrb- film - brahmachari -rrb-,0-0 1-1 2-2 3-3 7-7 8-8 9-9 10-10 11-11,0-0 1-1 2-2 3-3 4-3 5-3 6-3 3-4 4-5 5-6 7-7 8-8 9-9 10-10 11-11,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमानजी का अवतार भगवान् राम की सहायता के लिये हुआ ।,the reincarnation of hanuman was done as to help lord rama,2-1 3-9 4-10 6-8,1-0 0-1 2-1 1-2 0-3 9-4 7-6 8-7 6-8 3-9 4-10,5 10,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",१८५७ के सिपाही विद्रोह के बाद दिल्ली पर ब्रिटिश शासन के हुकुमत में शासन चलने लगा ।,after the &amp;apos; mutiny of 1857 &amp;apos; delhi came under the british rule and administration .,0-5 1-4 3-3 5-0 6-7 8-11 9-12 16-15,5-0 4-1 2-2 2-3 3-3 1-4 0-5 6-7 11-8 7-10 8-11 9-12 16-15,10 12 13 14 15,6 9 13 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आरंभिक बाल्यकाल में ही इनका परिवार लाहौर से अमृतसर आ गया ।,in the early childhood his family came amritsar from lahor .,0-2 1-3 2-0 5-5 6-9 7-8 8-7 11-10,2-0 3-1 0-2 1-3 4-4 5-5 9-6 8-7 9-7 10-7 7-8 6-9 11-10,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संध्या टाइम्स,sandhya times,0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके इतिहास का प्रारम्भ् सिन्धु घाटी सभ्यता से जुड़ा हुआ है ।,it &amp;apos;s history is associated with indus valley civilization .,0-0 1-2 2-1 4-6 5-7 6-8 10-3 11-9,0-0 2-1 1-2 10-3 8-4 7-5 3-6 4-6 5-7 6-8 11-9,9,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली के निम्न भगिनी शहर हैं :,delhi has the following sub cities,0-0 1-2 2-3 3-4 4-5,0-0 5-1 1-2 2-3 3-4 4-5,6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रामचरितमानस,ramcharitmanas,0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बाबा साहेब भीमराव अंबेडकर बिहार विश्वविद्यालय मुजफ्फरपुर,babasaheb bhimrao ambedkar bihar university muzaffarpur,0-0 2-1 3-2 4-3 5-4 6-5,0-0 1-0 2-1 3-2 4-3 5-4 6-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रामचरितमानस,ram charit manas,0-1,0-0 0-1 0-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राहु को देखकर हनुमान जी सूर्य को छोड़कर राहु पर झपटे ।,upon seeing rahu &#44; hanuman left sun and jumped upon rahu .,0-2 2-1 3-4 5-6 8-10 11-11,0-0 1-1 2-1 0-2 3-4 4-4 5-6 10-8 9-9 6-10 7-10 8-10 10-10 11-11,,3 5 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",लोग नाई दुकान में उनके गाने की प्रशंशा करने लगे ।,people started to praise his songs in the saloon,0-0 2-8 3-6 4-4 5-5,0-0 9-1 8-2 7-3 4-4 5-5 3-6 6-7 1-8 2-8,10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",परन्तु रानी दामोदर राव के साथ अंग्रेजों से बच कर भागने में सफल हो गयी ।,rani along with damodar rao was successful in escaping from british,1-0 2-3 3-4 5-2 6-10 7-9 10-8 11-7 12-6,0-0 1-0 5-1 5-2 2-3 3-4 14-5 12-6 11-7 8-8 9-8 10-8 7-9 6-10,4 13 15,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उसी के आधार पर दूसरी प्रतिलिपियाँ तैयार की जाने लगीं ।,on the basis of it other copies were prepared .,2-2 3-0 4-5 6-8 10-9,3-0 1-1 0-2 2-2 1-3 0-4 4-5 5-6 9-7 6-8 8-8 9-8 10-9,7,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",और इनमें से १७५ स्थल राष्ट्रीय धरोहर स्थल घोषित किए हैं ।,and they have declared 175 places and national heritage sites .,0-0 3-4 5-7 6-8 11-10,0-0 1-4 2-4 3-4 4-4 4-5 5-7 6-8 7-8 8-8 9-8 6-9 11-10,10,1 2 3 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नवंबर से शीत ऋतु का आरंभ होता है जो फरवरी के आरंभ तक चलता है ।,from november &#44; the winter season begins &#44; which goes on till the starting of february .,0-1 1-0 2-4 3-5 8-8 9-15 10-14 12-11 15-16,1-0 0-1 2-4 3-5 2-6 4-6 5-6 6-6 7-6 8-8 13-9 14-9 13-10 12-11 10-12 11-13 10-14 9-15 15-16,,2 3 7
