Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विकिपीडिया के मुख्य सर्वर टैम्पा फ्लोरीडा में है अतिरिक्त सर्वर एम्सटर्डम और सियोल में हैं ।,the main server of wikipedia is in tampa &#44; florida and additional servers are in amsterdam and seoul .,0-4 1-3 2-1 3-2 5-7 6-6 7-5 10-15 12-17 15-18,1-0 2-1 3-2 1-3 0-4 7-5 6-6 4-7 5-7 8-8 9-12 10-15 11-16 12-17 13-17 14-17 15-18,,9 10 11 13 14,155089.0,,1395334437714.0,0-4 1-0 1-3 2-1 3-2 6-6 7-5 10-15 12-17 15-18,,1395334282625.0,Submit,0-4 1-3 2-1 3-2 4-7 5-9 6-6 7-5 8-11 9-12 10-15 11-16 12-17 13-14 14-13 15-18,8 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विकिपीडिया के मुख्य सर्वर टैम्पा फ्लोरीडा में है अतिरिक्त सर्वर एम्सटर्डम और सियोल में हैं ।,the main server of wikipedia is in tampa &#44; florida and additional servers are in amsterdam and seoul .,0-4 1-3 2-1 3-2 5-7 6-6 7-5 10-15 12-17 15-18,1-0 2-1 3-2 1-3 0-4 7-5 6-6 4-7 5-7 8-8 9-12 10-15 11-16 12-17 13-17 14-17 15-18,,9 10 11 13 14,167733.0,,1395236257897.0,0-4 1-3 2-1 3-2 6-6 7-5 10-15 12-17 14-13 15-18,,1395236090164.0,Submit,0-4 1-3 2-1 3-2 4-7 5-9 6-6 7-5 8-11 9-12 10-15 11-16 12-17 13-14 15-18,10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वहाँ श्री नरहरि जी ने तुलसीदास को रामचरित सुनाया ।,there shri narihar ji pronounced ramcharitmanas to tulsidas .,0-0 1-1 2-2 3-3 5-7 9-8,0-0 1-1 2-2 3-3 4-3 2-4 2-5 6-6 5-7 9-8,7 8,,56522.0,,1395265439991.0,0-0 1-1 2-2 3-3 4-3 5-7 9-8,,1395265383469.0,Submit,0-0 1-1 2-2 3-3 5-7 6-6 7-5 8-4 9-8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वहाँ श्री नरहरि जी ने तुलसीदास को रामचरित सुनाया ।,there shri narihar ji pronounced ramcharitmanas to tulsidas .,0-0 1-1 2-2 3-3 5-7 9-8,0-0 1-1 2-2 3-3 4-3 2-4 2-5 6-6 5-7 9-8,7 8,,92332.0,,1395315760698.0,0-0 1-1 2-2 3-3 4-3 5-7 6-6 9-8,,1395315668366.0,Submit,0-0 1-1 2-2 3-3 5-7 7-5 8-4 9-8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली परिवहन निगम,delhi transport corporation .,0-0 1-1 2-2,0-0 1-1 2-2 2-3,,,20502.0,,1395281875949.0,0-0 1-1 2-2,,1395281855447.0,Submit,0-0 1-1 2-2,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली परिवहन निगम,delhi transport corporation .,0-0 1-1 2-2,0-0 1-1 2-2 2-3,,,233950.0,,1395277899773.0,0-0 1-1 2-2,,1395277665823.0,Submit,0-0 1-1 2-2,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस धरा पर जिन सात मनीषियों को अमरत्व का वरदान प्राप्त है उनमें बजरंगबली भी हैं ।,on this earth the 7 people who have the prestige of being miracle &#44; hanuman is one of them,0-1 1-2 2-0 4-4 7-9 8-10 11-15,2-0 0-1 1-2 3-3 4-4 5-5 6-5 5-6 5-7 8-8 7-9 9-9 10-9 8-10 7-11 13-12 11-15 12-16 14-18,15 16,13 14 17,225675.0,,1395425949572.0,0-1 1-2 2-0 3-3 4-4 5-5 5-6 5-7 6-5 11-11 12-16 12-17 12-18,7 9 10 14,1395425723897.0,Submit,0-1 1-2 2-0 4-4 8-10 13-14 15-15,11 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस धरा पर जिन सात मनीषियों को अमरत्व का वरदान प्राप्त है उनमें बजरंगबली भी हैं ।,on this earth the 7 people who have the prestige of being miracle &#44; hanuman is one of them,0-1 1-2 2-0 4-4 7-9 8-10 11-15,2-0 0-1 1-2 3-3 4-4 5-5 6-5 5-6 5-7 8-8 7-9 9-9 10-9 8-10 7-11 13-12 11-15 12-16 14-18,15 16,13 14 17,157689.0,,1395399265412.0,0-1 1-2 2-0 4-3 4-4 7-13 8-10 9-8 11-7 13-16 16-18,unchanged,1395399107723.0,Submit,0-1 1-2 2-0 4-4 5-5 6-6 7-12 8-10 9-9 10-7 12-18 13-14 13-17 15-15,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार सरकार का जालस्थल,website of government of bihar .,0-4 1-2 2-1 3-0,3-0 2-1 1-2 2-3 0-4,,5,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार सरकार का जालस्थल,website of government of bihar .,0-4 1-2 2-1 3-0,3-0 2-1 1-2 2-3 0-4,,5,28677.0,,1395267045056.0,0-4 1-2 2-1 2-3 3-0,unchanged,1395267016379.0,Submit,0-4 1-2 2-1,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1970 - खिलौना जानकर तुम तो मेरा दिल तोड़ जाते हो -LRB- फ़िल्म -खिलौना -RRB-,1970 - you break my heart &#44; thinking of it as a toy -lrb- film - khilona -rrb-,0-0 1-15 2-16 11-13 12-14 14-17,0-0 1-1 8-11 3-12 4-12 5-12 6-12 7-12 8-12 9-12 10-12 11-13 12-14 1-15 2-16 13-16 14-17,,2 3 4 5 6 7 8 9 10,152661.0,,1395302376839.0,0-0 1-15 3-8 3-9 3-10 3-11 5-2 9-3 10-3 11-13 12-14 14-17,,1395302224178.0,Submit,0-0 1-1 1-15 2-12 3-7 4-2 6-4 7-5 8-3 11-13 12-14 13-16 14-17,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1970 - खिलौना जानकर तुम तो मेरा दिल तोड़ जाते हो -LRB- फ़िल्म -खिलौना -RRB-,1970 - you break my heart &#44; thinking of it as a toy -lrb- film - khilona -rrb-,0-0 1-15 2-16 11-13 12-14 14-17,0-0 1-1 8-11 3-12 4-12 5-12 6-12 7-12 8-12 9-12 10-12 11-13 12-14 1-15 2-16 13-16 14-17,,2 3 4 5 6 7 8 9 10,307764.0,,1395308061985.0,0-0 1-15 2-16 3-8 3-9 3-10 3-11 5-2 9-3 10-3 10-6 11-13 12-14 14-17,unchanged,1395307754221.0,Submit,0-0 1-1 1-15 2-12 2-16 3-7 4-2 6-4 7-5 8-3 11-13 12-14 14-17,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गीतावली,musical,0-0,0-0,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गीतावली,musical,0-0,0-0,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मेरे आशीर्वाद से तुम्हारी कविता सामवेद के समान फलवती होगी ।,with my blessings &#44; your poem shall be as fruitful as the sama veda .,0-1 1-2 2-0 8-9 10-14,2-0 0-1 1-2 5-3 3-4 4-5 8-6 9-7 9-8 7-9 8-9 9-9 6-11 10-14,,10 12 13,90883.0,,1395310642696.0,0-1 1-2 2-0 6-10 7-8 7-10 8-9 9-6 9-7 10-14,,1395310551813.0,Submit,0-1 1-2 2-0 3-4 4-5 5-12 5-13 8-9 10-14,3 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मेरे आशीर्वाद से तुम्हारी कविता सामवेद के समान फलवती होगी ।,with my blessings &#44; your poem shall be as fruitful as the sama veda .,0-1 1-2 2-0 8-9 10-14,2-0 0-1 1-2 5-3 3-4 4-5 8-6 9-7 9-8 7-9 8-9 9-9 6-11 10-14,,10 12 13,90502.0,,1395337035518.0,0-1 1-2 2-0 6-11 7-8 8-9 9-7 10-14,,1395336945016.0,Submit,0-1 1-2 2-0 3-4 4-5 5-12 5-13 8-9 10-14,10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राज की बात कह दूं,shall i tell the truth,4-0,0-0 1-0 2-0 3-0 4-0 4-1 4-2,,3 4,50684.0,,1395283198246.0,0-4 1-3 1-4 4-0,,1395283147562.0,Submit,3-2,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राज की बात कह दूं,shall i tell the truth,4-0,0-0 1-0 2-0 3-0 4-0 4-1 4-2,,3 4,296749.0,,1395289449646.0,0-4 1-3 2-2 4-0,,1395289152897.0,Submit,3-2,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1960 - चौदहवीं का चांद हो -LRB- फ़िल्म - चौदहवीं का चांद -RRB- - विजित,1960 - the moon on the 14th -lrb- film - chaudhvi ka chaand -rrb-,0-0 1-1 6-7 7-8 8-9 9-10 11-12,0-0 1-1 3-2 4-3 6-7 7-8 8-9 9-10 9-11 10-11 11-12 12-13,2 5 13 14,4 5 6,120848.0,,1395378508413.0,0-0 1-1 2-5 4-2 6-7 7-8 8-9 9-10 10-11 11-12,5 13 14,1395378387565.0,Submit,0-0 1-1 2-6 3-4 4-3 6-7 7-8 8-9 9-10 11-12 12-13,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1960 - चौदहवीं का चांद हो -LRB- फ़िल्म - चौदहवीं का चांद -RRB- - विजित,1960 - the moon on the 14th -lrb- film - chaudhvi ka chaand -rrb-,0-0 1-1 6-7 7-8 8-9 9-10 11-12,0-0 1-1 3-2 4-3 6-7 7-8 8-9 9-10 9-11 10-11 11-12 12-13,2 5 13 14,4 5 6,65654.0,,1395397414923.0,0-0 1-1 2-5 4-2 5-6 6-7 7-8 8-9 9-10 11-12 13-13 14-13,unchanged,1395397349269.0,Submit,0-0 1-1 2-6 3-4 4-3 6-7 7-8 8-9 9-10 10-11 11-12 12-13,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",टीका-टिप्पणी,comments,0-0 0-0 0-0 0-0 0-0 0-0,0-0,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",टीका-टिप्पणी,comments,0-0 0-0 0-0 0-0 0-0 0-0,0-0,,,2671.0,,1395274118342.0,,unchanged,1395274115671.0,Submit,0-0,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संवत् ‌ १६०७ की मौनी अमावस्या बुधवारके दिन उनके सामने भगवान् ‌ श्रीराम पुनः प्रकट हुए ।,on mauni dark night of samvat year 1607 on wednesday lord shri ram reappeared in front of him .,3-4 4-1 9-15 16-18,0-0 4-1 5-1 6-1 7-1 5-2 5-3 3-4 1-6 2-7 8-9 10-10 12-11 13-13 9-14 9-15 14-17 16-18,11 15,5 8 12 16,292101.0,,1395380488822.0,0-4 1-5 2-6 4-1 5-3 6-8 7-9 9-14 9-15 9-16 11-10 12-11 14-13 15-13 16-18,unchanged,1395380196721.0,Submit,0-5 2-7 3-0 4-1 5-2 6-9 8-17 9-15 10-10 12-12 13-13 16-18,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संवत् ‌ १६०७ की मौनी अमावस्या बुधवारके दिन उनके सामने भगवान् ‌ श्रीराम पुनः प्रकट हुए ।,on mauni dark night of samvat year 1607 on wednesday lord shri ram reappeared in front of him .,3-4 4-1 9-15 16-18,0-0 4-1 5-1 6-1 7-1 5-2 5-3 3-4 1-6 2-7 8-9 10-10 12-11 13-13 9-14 9-15 14-17 16-18,11 15,5 8 12 16,291114.0,,1395308823751.0,3-4 4-1 5-1 5-2 5-3 5-8 7-9 9-14 9-15 13-13 14-13 14-17 15-13 16-18,11,1395308532637.0,Submit,0-5 2-7 3-4 4-1 6-9 9-15 10-10 12-11 12-12 15-18 16-18,16
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद नौशाद ने रफ़ी को अपने निर्देशन में कई गीत गाने को दिए ।,afterwards naushad gave rafi many songs to sing under his direction,2-1 4-3 6-9 7-10 9-4 10-5,0-0 1-0 2-0 2-1 3-1 2-2 4-3 9-4 10-5 11-5 12-6 11-7 7-8 8-8 6-9 7-10,5 13 14,,63493.0,,1395301714024.0,4-3 6-9 7-10 9-4 10-5,3 5 14,1395301650531.0,Submit,0-0 1-0 2-1 4-3 6-9 7-10 8-8 9-4 10-5 11-7 12-6 13-2,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद नौशाद ने रफ़ी को अपने निर्देशन में कई गीत गाने को दिए ।,afterwards naushad gave rafi many songs to sing under his direction,2-1 4-3 6-9 7-10 9-4 10-5,0-0 1-0 2-0 2-1 3-1 2-2 4-3 9-4 10-5 11-5 12-6 11-7 7-8 8-8 6-9 7-10,5 13 14,,309379.0,,1395385806247.0,0-0 2-1 3-1 4-3 5-3 6-9 7-10 9-4 10-5,unchanged,1395384965129.0,Submit,1-0 2-1 4-3 6-9 7-10 8-8 9-4 10-5 11-7 12-6 13-2,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ उत्तर रेलवे का मुख्यालय भी है ।,the headquarters of northern railways is also here .,0-7 1-3 2-4 3-2 4-1 5-6 6-5 7-8,4-1 3-2 1-3 2-4 6-5 5-6 0-7 7-8,,0,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ उत्तर रेलवे का मुख्यालय भी है ।,the headquarters of northern railways is also here .,0-7 1-3 2-4 3-2 4-1 5-6 6-5 7-8,4-1 3-2 1-3 2-4 6-5 5-6 0-7 7-8,,0,,,,unchanged,unchanged,,Submit,unchanged,unchanged
