Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rub PersonX's chin,settle PersonX's affairs,call upon the name,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rub PersonX's chin,settle PersonX's affairs,call upon the name,PersonX has their arms strapped down to their body.,PersonX has dirt all over their fingers.,{},{},,{},PersonX is preoccupied with other affairs.,PersonX is expected to pay way more than they can afford to settle the affair.,{},{},,{},PersonX can't remember the name.,PersonX cannot pronounce the name.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rub PersonX's chin,settle PersonX's affairs,call upon the name,PersonX has no hands.,PersonX knows touching PersonX's face causes acne.,{},{},,{},PersonX is not of sound mind.,PersonX can't afford to pay the bills.,{},{},,{},{},{},{},{},on,This sentence makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the degree,become PersonY expert,use PersonX's resources,Their degree isn't good enough to get them the job,The degree is a fake.,{},{},,{},They don't know anything about persony,Persony won't teach them about themselves,{},{},,{},personx can't access their resources due to legal reasons,The resources have been stolen by someone else.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the degree,become PersonY expert,use PersonX's resources,PERSON X IS  doesn't guarantee a career,PERSON X  degree is useless,{},{},,{},PERSON X  has no experience,PERSON Y HAS ANOTHER EXPERT,{},{},,{},PERSON X RESOURCES HAS EXHAUSTED,PERSON X  RESOURCES IS LIMITED,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the degree,become PersonY expert,use PersonX's resources,Person X's degree is useless.,Person X's degree is a fake.,{},{},,{},Person Y lives in seclusion and sees nobody.,Person X is not allowed to be near Person Y.,{},{},,{},Person X's resources were given away.,Person X's resources were ruined in a house fire.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",develop PersonY interest,go back years,improve PersonX's situation,PersonY is not interested in being helped,PersonX is out of the country,{},{},,{},PersonX does not have a time machine,PersonX is not a magician,{},{},,{},PersonX has no skills,PersonX is in prison,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",develop PersonY interest,go back years,improve PersonX's situation,he does not know what they are in ti,he can not afford it,he has no idea where they went,he was told to stay away from them,,{},he does not have the means to,he,{},{},on,you can not physically go back years,he can not bring a loved one back to life,he has other priorities to deal with,he does not have the means to be able to,he has a broken leg,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",develop PersonY interest,go back years,improve PersonX's situation,{},{},{},{},on,Goal makes no sense.,PersonX doesn't know how to,{},{},{},on,Goal makes no sense.,PersonX doesn't have the money to do so.,PersonX's situation is not fixable.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",draw attention to the fact,support PersonY's efforts,come to PersonY's mind,Person X is shy,Person X is being respectful,{},{},,{},Person X is ill,Person X is not convinced,{},{},,{},{},{},{},{},on,this makes no sense
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",draw attention to the fact,support PersonY's efforts,come to PersonY's mind,PersonX is mute and no one can hear them,PersonX isn't sure what is going on,{},{},,{},PersonY doesn't want PersonX arround,PersonX doesn't know what PersonY is doing,{},{},,{},{},{},{},{},on,not sure how you come to someone's mind
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",draw attention to the fact,support PersonY's efforts,come to PersonY's mind,PersonX has no pointer.,PersonX can't figure out the fact either.,{},{},,{},PersonY's efforts cost too much.,PersonX has little influence.,{},{},,{},{},{},{},{},on,goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",continue PersonY's work,give PersonY PersonX's hand,give PersonY's permission,PersonX has to take a nap from tiredness.,PersonX has a dinner date with her husband.,{},{},,{},PersonX has dirty hands from milking cows.,PersonX has a terrible rash on their hand.,{},{},,{},PersonX left to go to the church.,There are some issues that need to be fixed.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",continue PersonY's work,give PersonY PersonX's hand,give PersonY's permission,PersonY took her work home with her.,PersonX doesn't have the skill.,{},{},,{},PersonX and PersonY are too far apart.,PersonX can't find PersonY.,{},{},,{},PersonX doesn't have the authority.,PersonX doesn't have the approval of the boss.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",continue PersonY's work,give PersonY PersonX's hand,give PersonY's permission,PersonX doesn't know where PersonY left off.,PersonY didn't tell PersonX the proper procedure.,{},{},,{},PersonX is to shy.,PersonX has a partner.,{},{},,{},PersonX doesn't have the authority over PersonY.,PersonX doesn't trust PersonY.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",turn PersonY back,see PersonY father,take PersonX's hand in PersonY's,PersonX can't catch up to PersonY,PersonX can't find PersonY,{},{},,{},PersonX doesn't know where PersonY's father is,PersonY's father is avoiding PersonX,{},{},,{},PersonY keeps pulling their hand away.,PersonY has their hand in a cast,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",turn PersonY back,see PersonY father,take PersonX's hand in PersonY's,PersonX doesn't want to assault someone.,PersonX can't talk PersonY into doing something.,PersonX isn't a good convincer.,{},,{},PersonY's father is in prison.,PersonX is in prison.,PersonY's father moved across the country.,{},,{},PersonY doesn't like to be touched.,PersonY doesn't think of PersonX like that.,PersonX is too afraid to make a move.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",turn PersonY back,see PersonY father,take PersonX's hand in PersonY's,PersonY is in another location.,PersonY is determined.,{},{},,{},PersonY's father lives in another country.,PersonX lives in a different state.,{},{},,{},PersonX is married.,PersonY has a boyfriend.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's opinion,wait upon PersonY,fulfil PersonY's mission,Person Y is not within ear shot.,Person Y is ignoring Person X.,{},{},,{},Person Y has ran away.,Person Y has left the restaurant.,{},{},,{},Person Y has removed Person X's obligation to them.,Person Y did not reveal to Person X what that mission was.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's opinion,wait upon PersonY,fulfil PersonY's mission,PersonX is too proud,PersonY is off at work,{},{},,{},PersonX needs to go to the bathroom,PersonX is extremely impatient,{},{},,{},PersonX doesn't know the mission details,PersonY needs to do this on their own,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's opinion,wait upon PersonY,fulfil PersonY's mission,PersonY does not have a cell phone.,PersonY has a restraining order against PersonX.,{},{},,{},PersonY is busy.,PersonY has a restraining order against PersonX.,{},{},,{},PersonY already failed the mission.,PersonX has a mission of his own to complete first.,{},{},,{}
