Title,Description,Keywords,generation,type,source
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where exactly is french - speaking south america located?,cgmh,resources | French | America
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what area was south - africa accepted huguenot colonists?,tsmc,area | accepted | colonists
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose ally is oil producer Saudi Arabia?,a_star_greedy,oil | producer | ally
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where was the amino - acid residue?,cgmh,materials | residue | contain
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the official Yuan calendar?,a_star_greedy,calendar | official | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is good for a nuclear power producer or an ally of the united states?,cgmh,oil | producer | ally
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what retailer am2 internet partner to start?,tsmc,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose health is higher and whose health is lower?,a_star_greedy,health | lower | higher
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",which weaver was later converted into a restaurant. you want me to play golf?,tsmc,weaver | converted | restaurant
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who do you think won the championship in 2000?,a_star_greedy,won | championship | 2000
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what resources did the british and french in north america have?,tsmc,resources | French | America
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What israeli emergency aid?,a_star_greedy,emergency | aid | israel
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why else was this poor woman so frightened?,cgmh,calendar | official | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what are materials that contain such a toxic residue if not disposed of?,tsmc,materials | residue | contain
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the busiest container port in the world?,a_star_greedy,busiest | container | port
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why are the health care levels in mainland china getting progressively higher?,cgmh,health | lower | higher
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",he won the ekstraklasa polish championship 2000.?,cgmh,won | championship | 2000
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is major oil - producer and military - ally in the united states?,tsmc,oil | producer | ally
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the patented method of cooling the cylinder?,a_star_greedy,patented | cooling | cylinder
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom is Victoria's constitution based on?,a_star_greedy,Victoria | constitution | based
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what else do you know about israel?,cgmh,emergency | aid | israel
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why are the lunar calendars not considered the official founding year of the yuan dynasty?,tsmc,calendar | official | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the state of the world and what is needed to survive?,a_star_greedy,needed | state | survive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what health are lower or higher blood glucose levels?,tsmc,health | lower | higher
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",the busiest is the charleston international container port. united states : where to?,cgmh,busiest | container | port
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the accepted standard for the length of the Rhine?,a_star_greedy,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how was the ekstraklasa polish football championship of 2000 ever won?,tsmc,won | championship | 2000
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what "" very temperamental "" a water - cooling cylinder is?",cgmh,patented | cooling | cylinder
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is the lowest ranked player in the class?,a_star_greedy,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was really happening around here anyways?,cgmh,Victoria | constitution | based
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what emergency is there in place to help bring humanitarian aid back to israel?,tsmc,emergency | aid | israel
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which lever does the boiler need to be restrained?,a_star_greedy,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Who forces you to be frank, Norman?",a_star_greedy,frank | Norman | forces
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why are containerized united states port facilities among the busiest global ports?,tsmc,busiest | container | port
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what if rattelmann had by then simply decided that he was needed in another state to quite possibly survive?,cgmh,needed | state | survive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","who else has accepted that perhaps the first use of "" rhinestone "" was made sometime prior to or about 1500 bc?",cgmh,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is an air cooling cylinder not a patented invention?,tsmc,patented | cooling | cylinder
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what is "" the lowest - ranked "" subclass or classifier that it contains?",cgmh,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what constitution is queen victoria constitutionally based on?,tsmc,Victoria | constitution | based
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","when bertelsmann so badly needed a state funeral, could he hope to survive?",tsmc,needed | state | survive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","who would have let a restrained, six - lever steam coach fail?",cgmh,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why were they the norman military forces, then?",cgmh,frank | Norman | forces
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what use was there for lengthened "" rhinestone "" tube - type tubes prior to their being accepted almost universally?",tsmc,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how far was the lowest - ranked graduating class to go?,tsmc,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what is a lever in a "" tightly restrained "" steam boiler?",tsmc,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what frank are the norman invasion forces doing here?,tsmc,frank | Norman | forces
