Title,Description,Keywords,word5,word4,word7,word6,word1,word0,word3,word2,word9,word8,pmi14,pmi15,pmi16,pmi17,pmi10,pmi11,pmi12,pmi13,pmi18,pmi19,word15,word14,word17,word16,word11,word10,word13,word12,word19,word18,pmi8,pmi9,pmi6,pmi7,pmi4,pmi5,pmi2,pmi3,pmi0,pmi1
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",defends,the son,nearly all the,of the big,estate,do you,sound,again ',with the exception,requests,-0.11081,-0.634881,0.112333,-0.909318,0.448806,-0.337123,-0.133385,-0.599163,-0.398492,0.006973,based,on this,method of,"children ,",every,ahead of,appears,then,virtue,sort of,0.70012,0.006973,0.517798,0.294655,0.476976,0.294655,-0.552643,-1.468934,-0.398492,0.332395
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to fight,how to,not be,find,reunion,"think ,",appreciate the,america and,74,entertaining,-0.216171,0.70012,0.437756,0.386462,0.70012,-0.398492,0.112333,0.189294,0.70012,0.112333,and state,ownership,a number,home .,prepare,his way,to talk,losing,to reach,asking for,0.006973,0.70012,-0.164878,-0.189738,-0.621636,-0.686174,0.006973,0.70012,0.189294,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",asked,men,", as well",state .,walks,either,american and,spoke,appear,chairman,0.071511,0.068848,-0.621636,-0.509718,0.545969,-1.497105,-0.329499,-0.398492,0.70012,0.70012,increase,be able to,to do,production,becoming,government 's,bleak,amendment,the green,have that,0.491028,-0.175349,0.294655,-0.599163,-0.022015,0.252808,-0.216171,0.294655,-0.457333,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",reading,the young,a problem,we are,locked,", it is",money,president 's,techniques,section of the,0.517798,0.363648,-0.398492,0.499449,-0.47192,-0.07307,-0.11081,0.294655,-0.478535,-0.398492,treated,poll,caught,matters,mentioned,very,racial discrimination,come from,bread,and others,0.476976,-0.686174,-0.200667,0.006973,-0.255392,0.006973,0.351813,0.25117,-0.686174,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",delightful,"man ,",repair,buy,do something,are too,the special,that such,", thereby",late,0.70012,-0.398492,0.381666,0.70012,0.363648,0.517798,-0.280709,0.70012,0.70012,0.006973,the bottom,he took,the industry,at the university,academic,strip,credits,done in,last few,to grow,0.078432,-0.909318,0.230116,0.006973,-0.23815,-1.497105,-0.147178,0.006973,-0.686174,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",an agreement,got a,", first",salary,wing,this matter,called,which he,senator,small,-0.686174,0.067404,0.132136,-0.11081,-0.686174,-0.255392,-0.686174,-0.360752,-0.088337,-0.909318,out,to deliver,believed,forces,a bit,do it .,responsibility,is making,varied,including the,-0.15733,0.161123,0.492481,-0.803957,0.294655,0.112333,0.102283,-0.006099,-0.216171,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",wonderful,farmers,we know,flash,committees,how much,sitting,there,modern,retained,-0.909318,-0.398492,-0.07307,-1.09164,0.70012,-0.686174,-0.11081,0.476976,-0.686174,0.269337,railway,supports,the danger,when you,i just,play a,sunday 's,that all,the council,the difficulties,0.006973,0.006973,0.70012,-0.803957,0.437756,-0.840325,-0.0662,0.006973,-0.803957,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",previous,the 13,apartment,in recent,bulk,the principle of,", either",sure,eight years,so,0.214612,-0.15337,-0.686174,-0.909318,0.006973,0.294655,0.140504,-0.599163,0.70012,0.294655,is that,cost,protected,"that is ,",can be found,undertake,girls,was,the hands,go up,-0.496418,0.70012,0.006973,0.613109,0.294655,0.102283,-0.766217,-0.398492,-0.398492,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",might,are scheduled,figure,classic,whether,a note,allowances,so long,the law,the draft,0.476976,0.470545,-0.398492,0.412438,-0.552643,0.006973,0.140504,0.006973,0.006973,0.006973,said that,doctor,million for,to go home,insist,magnificent,so he,we 've,the heavy,and all the,-0.686174,0.363648,-1.09164,-0.11081,0.294655,-0.297023,-0.216171,0.412438,-0.909318,-0.43486
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",here .,among,", by",fact,republic,eighteen,caught the,proprietor,the election,tradition,-0.053652,0.70012,-0.164878,-0.147178,-0.686174,0.70012,-0.909318,-0.398492,0.294655,0.67713,touch .,support,", about",again,companies and,morality,dependent,slogan,friday,my hands,-1.497105,0.533066,-0.411738,-0.0155,0.101002,0.533066,0.70012,0.294655,0.70012,-0.311481
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",we got,many times,it seems,managers,evidence,education,secure,given the,injury,increasing,0.006973,0.363648,0.70012,0.294655,-0.255392,-0.175349,0.294655,-0.398492,-0.398492,-0.398492,younger,profits,hearing the,the 18th,spirit of,causes,we need to,compared,real .,satisfied with,-0.280709,0.594759,0.582337,-0.621636,-0.686174,-0.686174,0.517798,-1.09164,0.48571,0.201129
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the growth,games .,the book,evening,orders for,such,published,fresh,communist,the whole,-0.398492,0.058266,-0.398492,0.70012,0.476976,0.294655,-0.126559,0.131025,0.70012,-1.497105,bomb,we ca n't,president-elect,any action,the airport,the administration 's,found,because the,finds,petitions,-0.803957,-0.059719,-0.478535,-1.004628,0.545969,-0.398492,-0.398492,-0.552643,-0.160601,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",workers,atomic energy,the same,integrate,record of,class,somewhat,him in,effect,sees,-0.255392,-0.244342,0.072356,0.545969,0.70012,0.294655,-0.398492,-0.126559,0.343445,0.006973,says,otherwise,took the,did,out of bounds,the meeting,such a,ask for,adequate,education .,-0.398492,-0.050186,-0.398492,-0.080039,-0.686174,0.332395,0.476976,-0.126559,0.294655,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",way out,we need a,"past ,",taxing,a return,strike,become the,to share,wo n't,the project,0.189294,-0.909318,-0.250856,-0.909318,0.294655,0.140504,0.70012,-0.398492,-0.280709,0.70012,sight,he seemed,russians,america,lists,e.g.,and particularly,"year earlier ,",is scheduled,finest,0.431856,-0.580814,-0.398492,0.412438,-0.398492,0.006973,0.006973,-0.216171,0.240588,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",letters,nearby,analysis,be .,like,result of,an area,important to,an entire,rise,0.294655,0.07759,-0.686174,0.006973,0.456498,0.071511,-0.022586,0.046193,-0.041817,-0.523655,was the,posed,had no,letter,standard,20,years,take,of the most,he 's,0.248135,-0.398492,-1.379322,-1.24579,0.006973,0.269337,-0.909318,-1.24579,0.355279,-0.355933
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",gold,as late,12,result of the,"ways ,","another ,",back .,manufacturer,enough,the proposal,0.189294,0.412438,0.081081,0.70012,0.189294,-0.398492,-0.686174,0.70012,0.566589,-0.599163,", among",maintenance of,manufacturers,of each,powerful,"ago ,",on the floor,even the,objective,300,0.363648,-0.252538,0.006973,0.294655,-0.398492,0.006973,0.70012,-0.216171,-0.909318,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",several,in case,bear,congolese,charge of the,exciting,watching,", whose",more important,was to,-1.09164,0.294655,-0.398492,0.159358,0.294655,0.378536,-1.938937,0.371616,0.169492,0.476976,review of,seems to,had,rely,the congo,juvenile,building,editor,united nations .,'re,-0.037479,-0.686174,0.613109,-0.686174,0.517798,0.059616,0.203683,-0.686174,-0.398492,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",dog,and got,occasions,scope,from,continuing,"one ,",amount of,prepared to,rate,-0.398492,-0.532024,0.70012,0.566589,0.006973,-0.11081,0.294655,0.006973,0.006973,-0.349702,likely,simply that,loan,claimed,replace,so well,gather,thinking of,master,file,-0.355933,0.189294,-0.398492,-0.398492,-0.398492,-0.06202,-0.298409,-0.255392,0.006973,-0.005695
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",positions,load,"u.s. ,",90,found the,contact with,the main,agreements,declaration,", director of",0.626012,-0.229416,-0.398492,-0.686174,0.363648,0.533066,0.230116,-0.216171,0.093984,0.006973,name,grants,a successful,fine .,employees,posts,variety of,status,military,both the,0.566589,0.006973,0.476976,-0.398492,0.476976,0.412438,0.70012,-0.398492,-0.686174,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",materials,municipal,situation in,"practice ,",transportation,does,hence,this,pledged,than anyone,0.294655,0.412438,0.161123,0.006973,0.006973,0.594759,-0.398492,-0.398492,0.294655,0.476976,renewal,'s history,the support,acts,collective,decide,range of,avoided,sells,the religious,-0.398492,0.294655,0.294655,0.189294,-0.11081,0.412438,-0.252985,-1.09164,-0.537491,0.258287
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",poet,road .,front,a person,"in ,",70,the national,though it,join in,85,0.189294,0.230116,-0.29392,0.476976,0.04334,0.189294,-0.147178,-0.080039,-1.09164,-0.147178,prospect,wage,to pass,way,a discussion,the only,to give,asked the,of the board,text,0.70012,0.294655,-0.686174,0.499449,-0.398492,-1.24579,0.006973,0.294655,0.140504,-0.280709
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",willingness,structure,administration and,our society,found that,", however ,",justice,as this,outside the,disputes,0.322826,-0.298409,-0.686174,-0.11081,0.006973,-0.200667,-0.030785,-0.11081,0.412438,-1.09164,", for example",decided,regular,is needed,the present,comment on,unable to,to,towards,teenagers,0.006973,-0.398492,0.294655,0.412438,0.006973,0.294655,-0.398492,-0.621636,-0.010727,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",valuable,consider,see the,adopt,an end,on march,advocate,", except",uniforms,", other",-0.398492,0.332395,-1.171682,-0.909318,-0.084835,0.189294,-0.552643,0.572287,-0.686174,0.70012,opportunity to,succeeded in,need a,normal,to operate,future,", according",internal,and took,generation,-0.398492,-0.398492,0.412438,-0.746799,-0.341334,0.112333,-0.11081,-0.909318,0.70012,-0.552643
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",drastic,c,the rule,resumption,disclosed that,governmental,lead .,a place,own .,history of,0.70012,0.214612,0.461709,-0.398492,0.219147,0.252095,0.006973,-0.132789,0.448806,0.006973,the city,", formerly",a battle,project,7,to get,full,was going to,have made,allen,-0.216171,-1.09164,-0.686174,0.006973,0.140504,0.140504,-0.686174,0.294655,-0.909318,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research","also ,",a mighty,journey,break the,economically,preliminary,what 's,gone,along the,unique,0.189294,0.144174,0.294655,-0.439314,0.169492,-0.193698,-1.09164,-0.398492,-0.289293,0.140504,by a,return of,strength,the theme,woman,taken,declares,the scene,collection of,better,-0.686174,0.006973,0.294655,-0.552643,0.294655,-1.497105,-0.264961,-1.09164,-0.398492,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",believing,amounts,aspect of the,"laws ,",license,in trying to,decrease,ease,cuban,assistance,0.153576,0.476976,0.243882,-0.216171,-0.686174,0.294655,0.230116,0.566589,0.006973,0.006973,o,we must,proposes,he was,opinion,device,fee,can do,of people,says .,0.582337,-0.175349,0.70012,0.294655,-0.147178,0.294655,-0.552643,-0.398492,-0.398492,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",she 's,point,province of,conducted by,teachers,story,survive,a girl,anyone else,order to,-0.398492,-0.054001,-0.552643,0.70012,0.70012,0.545969,-0.341334,0.294655,0.312354,0.412438,that,analysis of the,he called,on the other,apply,robbery,including one,learn,of the children,1,-0.463031,-0.909318,0.006973,0.70012,-0.208139,-1.24579,0.476976,-1.497105,-1.24579,-0.355933
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to go to,set in,called for,baseball,firms .,v.,not in the,to integrate,the area,prize,0.363648,0.006973,0.381666,0.363648,0.124756,-0.398492,0.412438,-0.216171,-0.088337,-0.398492,the authority,directors,fired,delivered,not even,proposals,savage,admitted to,be needed,staged,-0.07307,0.189294,0.60481,0.448806,-0.398492,0.412438,-0.398492,-0.147178,0.545969,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",type of,to look,the case,participating,", unless",series of,controller,"performance ,",former,activities .,0.294655,0.064131,0.294655,-0.686174,0.006973,0.140504,0.476976,-1.171682,-0.398492,-0.398492,at the same,noticeable,is merely,"bills ,",an international,it 's,everyone,sheets,via the,to speak,0.294655,0.248135,0.70012,0.240588,-0.398492,-0.552643,-0.398492,0.112333,-0.028119,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the stock,", president",could n't,urban,money for,eye,commented,discrimination,arrived,expense of,0.064131,0.70012,-0.053652,-0.398492,0.412438,-0.398492,0.112333,0.006973,0.448806,-0.398492,the officers,turn,duties,could not,communism,to answer,unexpected,to turn,valid,bought,0.189294,0.006973,0.294655,0.294655,0.594759,0.499449,0.476976,0.566589,-0.088337,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",exploited,independent,about him,"part ,",an issue,actually,engaged in,subject,held that,designated,-0.398492,0.081081,0.294655,-0.231438,-0.147178,0.319347,-0.686174,-0.398492,-0.398492,0.545969,", rather",have just,miles,stars,center,signal,will increase,industries,said in,the judgment,0.412438,0.294655,-0.909318,-0.398492,-0.216171,-0.398492,-0.264961,-0.280709,-0.025817,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",issues .,beneath,ask,stresses,allowing,slightly,masses,learned that,love,task,-0.398492,-0.187183,0.363648,-0.216171,-0.643615,0.294655,0.140504,-0.398492,-1.09164,0.140504,the department,be conducted,the position,goods,competitors,popular,of a large,b,"before ,",", say",-0.341334,-1.568564,-0.686174,-0.216171,-0.398492,-0.686174,0.006973,0.189294,0.006973,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",gas,the date,", new",impression of,using the,the core,carried,outstanding,accurate,plans to,0.386462,-1.09164,-0.621636,0.374698,0.081081,0.303705,-0.398492,-0.441977,-0.599163,-1.497105,kinds,grand,condition,discussion,went,exchange,and in,its work,the point,can not be,0.161123,-1.09164,0.006973,-0.280709,0.294655,0.533066,0.545969,0.294655,0.294655,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",girl,monday .,encouraging,usually,when you 're,accurate,the act,give the,bring about,see that,0.150074,0.268338,0.378536,-0.803957,0.70012,0.332395,0.006973,-0.909318,0.412438,-0.463031,per cent,station,", they are",tax,the town,$ 10,"assembly ,",physician,reason for,intend to,0.230116,0.294655,-0.311481,0.448806,0.70012,-0.041817,-0.398492,0.476976,-1.09164,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",way to,view .,include a,category,plant,"hour ,",and the united,talks,a variety,claims,-0.398492,0.272676,0.161123,0.294655,-0.487723,-0.175349,0.70012,0.161123,0.006973,-0.686174,pass,negotiation,emphasized,route,the possibility,course,a major,started to,the pattern,adding,0.006973,-0.686174,0.006973,0.294655,0.006973,-0.053652,0.294655,-0.909318,0.294655,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",includes,responsible for,set out,wild,a tax,distant,behind,ability,a.m. and,into,-0.398492,0.122042,-1.09164,0.294655,0.294655,-0.909318,-1.602465,-1.379322,-0.398492,0.04334,were,emphasis on the,easy to,suggest,and be,tackle,life of,the amount,study,forth in,-0.027219,0.70012,-0.07307,0.294655,-0.686174,0.140504,0.189294,-0.329499,-0.686174,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the fact that,were no,forth,appears to be,long time,a position to,journal,poor,cut down,tough,0.006973,0.70012,0.277263,-0.398492,0.294655,0.189294,-0.552643,-0.182269,0.248135,-0.028119,of southern,great .,grass,coming,prior,takes over,done,described,fight,ready for,0.140504,0.189294,-0.216171,0.140504,-0.216171,-0.269281,0.006973,-1.24579,0.70012,-0.147178
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",returns,retirement,million dollars,ca n't,the training,same .,across,amendment to,has made,"nation ,",-0.686174,-0.686174,0.412438,0.70012,0.294655,-1.784787,0.70012,-0.398492,-0.216171,-0.909318,participants,the death of,million in,a fire,in england,to assist,terminate,scoring,is likely,sure that,0.112333,-0.11081,0.040874,0.161123,0.545969,-0.216171,-0.398492,0.176872,-0.909318,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",in another,opening,"lives ,",terror,to advance,receive,of almost,adults,say the,a sense of,0.294655,-0.051868,0.501517,0.294655,-0.909318,-0.398492,-0.02555,0.70012,0.294655,-0.398492,until,to decide,nationwide,home,supposed to,though the,a dinner,her,the newest,assure,-1.379322,0.294655,-0.398492,0.294655,0.189294,0.294655,0.412438,0.006973,0.230116,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",business,nevertheless,anybody,want,disposition,effect of,available for,glove,altar,takes,-0.088337,0.006973,0.572287,-0.398492,0.294655,0.294655,-0.07628,0.006973,-0.11819,-0.244342,alive,gen.,road to,", according to",threw,years of age,be presented,an,nation 's,", if",-0.398492,-0.686174,-0.023799,-0.686174,-0.175349,0.150074,0.476976,-0.398492,-0.088337,0.006973
