Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",YphB5KY0xioTI68AFQ+kSQ==,PersonX is helping me paint my fence,PersonX calls my name,PersonX asks me to get another paint brush
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nyrWG0row7snzqJgT5Fesg==,PersonX starts a new collection,PersonX collects comic books,PersonX keeps valuable comic books locked away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",EPeNOjKwXm8ZnuhCj+nXPg==,PersonX catches PersonY spray painting a building,PersonX calls my parents,PersonX tells the parents
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Ps1buGiE7cCp4GN001aofA==,PersonX doesn't want her crush to know how she feels,PersonX conceals PersonX's feelings,PersonX is happy that he didn't figure it out
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",HsAZFr4L8S9r5Sa7pPKwdA==,PersonX watches their dogs chase a woman.,PersonX calls off the dogs,PersonX laughs when the woman falls down.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",FCsZuNLyGB3N3ZxwJOFeSA==,PersonX likes super heroes,PersonX collects comic books,PersonX spends a lot of time at the comic book store
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oz7VoAUlxGXGBdtoQW6H9w==,PersonX fights with PersonY.,PersonX catches PersonY's hand,PersonX twists PersonY's arm behind their back.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",B5gHPmQI3xTG2JZMVRaLqQ==,PersonX sees PersonY across the street,PersonX calls out PersonY's name,PersonX runs over to PersonY when they stop
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",MpSkZQSVjqdLwAJ4H4S8AQ==,PersonX has a flat tire,PersonX calls roadside assistance,PersonX waits in the car for the tow truck.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",VQRqZV3Shk4pMbxi9RLlpw==,PersonX is skipping down the street.,PersonX catches PersonY's hand,PersonX falls immediately in love.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",t9j6+7QicKMZj4k+YQG8Fw==,PersonX walks to the shore,PersonX collects rocks,PersonX takes rocks home
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",cCQRfNWdU9/PS3K+QzQOzg==,PersonX buys a new id card,PersonX conceals PersonX's identity,PersonX moves far away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",o6K7ZZCXlWD+Ea6OpPp7FQ==,PersonX casts the fishing pole,PersonX catches a big fish,PersonX takes a photo with the fish
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",r+wrsDJw+Q/0nd/9fD5IIw==,PersonX see someone breaking into a car.,PersonX calls security,PersonX describes what they saw.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ZqRONfQ4mKsBFmNSh2PJxw==,PersonX walks on the beach,PersonX collects sea shells,PersonX puts sea shells in jar
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8ZufJFaDlZohi1lZSVa2ag==,PersonX let the bird out accidentally.,PersonX catches a bird,PersonX puts the bird back in the cage.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iU1pnQ/KVWXi77KLYnvx7Q==,PersonX works as a super hero,PersonX conceals PersonX's identity,PersonX uses a phone booth to change clothes
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",3lRtnAFOz2D8g7dHdxsp7A==,PersonX is crying cause his friend died.,PersonX calls someone,PersonX 's friend talks PersonX on the phone for a while.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",lbi2Q5BdubMsR/wmMKkoVg==,PersonX is asked by PersonY to see if PersonY has mail.,PersonX checks PersonY's mailbox,PersonX calls PersonY to tell them they have mail.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",AJpUCF5pKw6JP6/4H3Cmsw==,PersonX walks on the shoreline,PersonX collects shells,PersonX puts the shells in a bag
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PtVcJsN2tWvsr7ahFZTzSA==,PersonX sees PersonY in a seizure,PersonX calls the ambulance,PersonX follows the ambulance to the hospital
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",S3S1jpDiXUwBfVe9CQdJCQ==,PersonX hears PersonY's phone ring.,PersonX checks PersonY's phone,PersonX yell at PersonY to call PersonY's mom back.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iQzbch3B7YNErBOcJttRPg==,PersonX wants to keep PersonY safe,PersonX conceals PersonY's identity,PersonX smuggles PersonY out of the state
