Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",riverbanks are composed of sand and mud,"a riverbanks are composed of sand , gravel , clay .","All riverbanks are composed of sand , gravel , clay .","Riverbanks are only composed of sand , gravel , clay .",905,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,299,gpt3_typeP3_gens,3,1.583356982,3,1,128.647,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",riverbanks are composed of sand and mud,"a riverbanks are composed of sand , gravel , clay .","All riverbanks are composed of sand , gravel , clay .","Riverbanks are only composed of sand , gravel , clay .",905,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,299,gpt3_typeP3_gens,3,1.583356982,3,0,6.714,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sometimes backhoes are used as an alternative to cranes,"a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1104,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.583356982,3,2,57.829,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sometimes backhoes are used as an alternative to cranes,"a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1104,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.583356982,3,2,46.915,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sometimes backhoes are used as an alternative to cranes,"a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1104,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.583356982,3,2,49.107,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",x-rays have also been used to treat cancer in the past,x - rays have been used to diagnose cancer in the past .,All rays have been used to diagnose cancer in the past .,Rays have only been used to diagnose cancer in the past .,511,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,322,gpt3_typeP1_gens,1,2.441154736,3,2,35.674,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",x-rays have also been used to treat cancer in the past,x - rays have been used to diagnose cancer in the past .,All rays have been used to diagnose cancer in the past .,Rays have only been used to diagnose cancer in the past .,511,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,322,gpt3_typeP1_gens,1,2.441154736,3,0,129.326,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",x-rays have also been used to treat cancer in the past,x - rays have been used to diagnose cancer in the past .,All rays have been used to diagnose cancer in the past .,Rays have only been used to diagnose cancer in the past .,511,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,322,gpt3_typeP1_gens,1,2.441154736,3,2,31.028,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they can be used to move garbage,bulldozers are used for construction .,All bulldozers are used for construction .,Bulldozers are only used for construction .,704,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,21,gpt3_typeP3_gens,3,2.441154736,3,2,14.924,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they can be used to move garbage,bulldozers are used for construction .,All bulldozers are used for construction .,Bulldozers are only used for construction .,704,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,21,gpt3_typeP3_gens,3,2.441154736,3,2,30.515,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they can be used to move garbage,bulldozers are used for construction .,All bulldozers are used for construction .,Bulldozers are only used for construction .,704,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,21,gpt3_typeP3_gens,3,2.441154736,3,1,51.414,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank can be composed of basalt,"a riverbanks are composed of sand , gravel , clay .","All riverbanks are composed of sand , gravel , clay .","Riverbanks are only composed of sand , gravel , clay .",906,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,299,gpt3_typeP3_gens,3,1.859205651,3,1,46.724,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank can be composed of basalt,"a riverbanks are composed of sand , gravel , clay .","All riverbanks are composed of sand , gravel , clay .","Riverbanks are only composed of sand , gravel , clay .",906,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,299,gpt3_typeP3_gens,3,1.859205651,3,2,131.976,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank can be composed of basalt,"a riverbanks are composed of sand , gravel , clay .","All riverbanks are composed of sand , gravel , clay .","Riverbanks are only composed of sand , gravel , clay .",906,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,299,gpt3_typeP3_gens,3,1.859205651,3,2,19.03,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a truck, which can then be used to clear snow","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1105,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP1_gens,1,1.859205651,3,0,73.468,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a truck, which can then be used to clear snow","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1105,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP1_gens,1,1.859205651,3,2,127.598,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a truck, which can then be used to clear snow","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1105,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP1_gens,1,1.859205651,3,1,7.306,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in most countries, the drug marijuana can be sold",weed is sold .,All weeds are sold .,A weed is only sold .,512,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,134,gpt3_typeP3_gens,3,1.859205651,3,2,26.763,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in most countries, the drug marijuana can be sold",weed is sold .,All weeds are sold .,A weed is only sold .,512,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,134,gpt3_typeP3_gens,3,1.859205651,3,2,14.174,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in most countries, the drug marijuana can be sold",weed is sold .,All weeds are sold .,A weed is only sold .,512,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,134,gpt3_typeP3_gens,3,1.859205651,3,2,9.072,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a ship, which can then be used to dig trenches","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1106,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.859205651,3,1,9.184,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a ship, which can then be used to dig trenches","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1106,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.859205651,3,1,31.661,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a backhoe can be fastened to a ship, which can then be used to dig trenches","a backhoe is fastened to a truck , which can then be used to dig trenches .","All backhoes are fastened to a truck , which can then be used to dig trenches .","A backhoe is only fastened to a truck , which can then be used to dig trenches .",1106,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,374,gpt3_typeP3_gens,3,1.859205651,3,2,44.434,,1
