Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",V/00/6RK2bu6xsR1BKg6Rw==,internet,book a trip,ZBX/qj3aiJ1q6HCS+wT2SA==,flour,add to the recipe,o4/bbGLaF3yIlC+RjseDXA==,bait,put on hook
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",GTWGUaWIkOstZDEuuEcPKA==,pair of shoes,put in trash,ytxxxXrO4+WpslyoscMjbA==,A pocket,Put the lighter into,M6/oVgd0TR9fqJdEjC9vlQ==,new clothes,dress for success
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yb6fbc2UsTvFaR2anqI5yA==,resume,to give the person,zeXNA8/wUFyPvv/pSNRRXg==,wine,overindulge in,A3blfQtvvpckgemmgGI2VA==,backpack,store his notebook in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",13zde5gOBaGGb8YXThrC7Q==,a car,drive to restaurant,FCy10VBmwKvA6xORbXxpSA==,buzzer,press for help,hJZTpo2r4eH7gqf9W5uZYA==,business card,reference when writing atta boy
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",NCnn4jieT6df9Q/VvlZrLw==,materials,complete art,6S8gWINplJ5u2sMhyHKw1g==,chairlift,get to the summit,PYofRBLGaCf4bgoNLRIu8Q==,An offive chair,Conduct meetings on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",brFK21PA3+LdGeJ6viyg6g==,coupons,look up prices,goVqwLYVvrsqtycPgW0HQA==,ticket,give to the driver,wudCvSkjwb90BWSKAIDJkw==,pots,cook the food in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qcur6Xt5KyNzwh1fG5sCDA==,A chair,sit in,VOLdZVPDUBpViXKPe38GmA==,towel,dry their hands,FZklp9Wtp08JpUbkd52xTg==,A drink,clink against person Y's glass
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",XhDpWriIIe71EEjySci2OQ==,A lot of make up,help look like they did ten years ago in the profile pic...,W5XSf+tlxuLZ1yt5kk3EFQ==,funds,pay for attorney,Kh5g5clsbIpmOFJKPKGYrw==,notepad,keep notes from bible
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3y8+hs2GSVYgpitvonF+tg==,liquid,drink to get rid of hiccups,Xh5DWyBYzj2VE3Wp8pLFEg==,a pen,fill out application,t3NtH0EI/c71WrA/rELquQ==,envelopes,put stamps on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",KlTRoZuOhq84vD9oppZBDw==,swimcap,put on head,xYN1KoKrDMH7KxK8oAIWmQ==,pencil,sign up for shift,BNJfXaNfeIOfHetmMDDnkQ==,glasses,see good enough to sign
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",AJZ5FL8XekoSWKKZvWyEpQ==,a keyboard,to type search terms,oPGjUKqqGYvWXvr97Nb17g==,a car,look at a gas gauge,SWktuhMiobzhQEZwmM9Fqw==,Clothes,Wear underneath
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HFvEyXq//v2uAt+OG7MVKw==,deli meat,fill the bread with,jFYiVpVi1Q/oghoQLqaPdg==,gatorade,replenish electrolytes,5RYKyVDqkO7a0PXtAVjGMA==,A ride,the dentist
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qiZJHnZp62KA0TfnxatR+Q==,Chair,relax while viewing,k2ToMSgUa3UsNSxkMwowDQ==,a vehicle,put gas into.,g8NzCeP7y2lpWWLuLNIuWQ==,bar stool,plop down on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7UzMP257F1upUAt53dFt1A==,table,set glass on,qFyXngNKmE3kBHuffZppWQ==,ballet shoes,do pirouettes in,zLDambPJBe1FjTATmE9AUA==,tennis racket,to play tennis with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",s/gqg+TvLKNQvdK/h5A86g==,condom,ensure safe practices,S2XUW2Op553r6N+n/hxXmA==,broom,sweep up cuttings,fGAqhx6iesWHylp9IC5DYg==,Bible,follow along with sermon
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",V3H2jpRzNTlrCZ4o/14lgA==,license,prove they can drive,WdLy/pDjE74APTIzfToWDw==,Laptop,Fill out a tax form,90c6ywhdWFiu/kRY2yhnPQ==,A tackle shop,visit to pick a fishing rod
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",p/szTCw7MuUvKlfvxmdS5w==,trashbins,throw away the bottles,tjn20HPTCCdyz/1d5ocXKg==,textbooks,read and learn,TDC0OV7XH29uwxl3d0o1bw==,pencil,write the petition with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",fMAeA2K2IMxpkBIRQ0AoSQ==,wheels,move the cart,Gj03ex5dhFyO7L+OUrlr2w==,writing instrument,take notes,tL9/EsUPcxC07Xk4gaMTAg==,menu,order from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DmupO3xrB2oo2r4fzkA4zg==,ticket,get on the plan,9g+pIXW2nuAOraay00FVnQ==,shovel,dig a hole and bury PersonY,BVTjNwRw5rUyu2dgPjT0Jg==,purse,hold all her stuff in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5ppCwAiRnfJ6vWxlTaGcUA==,bank account,transfer money to,uDljLfhqSFa8IUG+V45BHQ==,some wood,light on fire,axG1QM1bdimSd3YVH3ktHw==,card,give to PersonY's family t express condolences
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FXCsP7IY6itifuqvHs9qyw==,condom,not get STDS,z5f8HIjTkgpXOI0Gn+uwlA==,jersey,wear at games to represent his team,k5evB8VX9IXoKm7tQRjO4A==,shot glass,drink shots from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8wBJelXV8iH7P7khiXTtMQ==,insurance card,drive car,BTkGweaATG2nIhnKqOODig==,healthy receipe book,make healthy meals,by4CFIvlXG0uct/U7AnFmQ==,shopping list,remember what to buy
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",BXZ3616fzq57p7jFpWfH1w==,book,study the chapter,ROTjIzKIrqFppxBAJrIBVA==,telephone,get the call,2j4Fv5klBLFk5hVBE4ZJNg==,table,place the cake on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",g49CWv0ujjg7ZZTQ6TEBdQ==,can,hold the paint,Npuma3b40g77YQV6pYWIzg==,bowl,put the food into,GcNYe1+3kCea0Xd9hfbQHA==,bed,let the cat sleep
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",MRo+BVIR1JRwccvapFcjig==,group,join the discussion,5c1LYKWobxar6O2sU+iS0g==,shears,kill weeds,6bBJ4ARishVUFwdx7Czqhw==,lottery ticket,win the lottery
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YA24w/tqr6meRxLa2BJyOw==,backpack,hold their clothes,5bQT4orXwAgGOMugRCeEbA==,kindling,put on the fire,5U5QFcVpNYfn8EDRRoinXA==,wedding dress,wear at nuptials
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mG+ndyYCapVx2mFuGyjFhQ==,PA,make announcement that train is leaving,oOvzuA5GCSPa0G8RPZfLgQ==,apps,log into,ahSr4Ibf7H56K0+fWHNPVg==,IV,ensure PersonY gets all his nutrients
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZKNtHkIa1lISmpCTU2XJVQ==,funds,donate to the cause,Z4k93EtF1k+OQif/5MzHdQ==,tape,close box,iWbA8H3GJQjG9XS37vWevQ==,cast,wrap around leg
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PCosPh4hd3Xiti/BbmH9tA==,batteries,place in the electronic razor,8uOG6naTBTpZL7m0EKTvuQ==,motor vehicle,drive to dinner,dcekaPKXLC2BBcRUDzl5iA==,soap,remove dirt and debris
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3DrI9Qz6UlT63urH3Qf0yA==,towel,wear over their body,M2hX2mr2ESrF9KXIgRGZTg==,Cupboards,Rummage through,LSL3E6ahbeocP9d2Xco4eQ==,altar,have a ceremony
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",WKTw/fT53Bo8nNExp2jK5Q==,house,use as collateral,m7aZP8zpp8+g2Tk/+2yp1g==,a knife,cut it,NmNoU0Em6JO+0uaHU/AsKw==,financial statements,fulfill application requirements
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",iGcgu5wvssfRsrG2f260QQ==,A job,go to,kF5NrAoKCdGkYs04jWiNfw==,key fob,pop the trunk,sdL3a1CFHbtBQUtyoSfRpw==,knife,make a slashing motion
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",q2sHw/+1lf86pUDlebx5hw==,scissors,trim drawing,L71q9RcPzY0Nh7IicKov7A==,red carpet,host the premiere,NdXkC+dgPXjBPEMORn4tQg==,printer,print out resume
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",SxNsLjRxvWA+mSG7Z9IQ9Q==,ring,throw at PersonY,4+YI7/PDavLGllP6Kt00zQ==,ID,offer to the operator.,sP7YSwFGQF6P3xTUC1G9rA==,nailclippers,cut clients fingernails
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FClJttmPYE2ucq8yW4Rlyw==,glasses,read the book clearly,XzniNpf7rY4Nhr8NV8Zg0w==,lawsuit,file at the courthouse,RCx/vaqqQiDmxljFdu85CQ==,oven,bake dough
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",CmKD+UIhd21U/bbTNfLAkg==,sunscreen,put on skin,KbEMU624Q2op8qhV+86B0g==,saucer,put the teacup on,6zvXSflYorRE5tPEnkxaJw==,beds,rest in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ORLBMzfVQ83VxMuB2w8oQA==,paper plate,put it on,WBaLq35pTYgeHT/ocTSDjw==,a sports ball,compete with,K5M6l6HddaFmC1slGv+PqQ==,"car, truck, or van",drive to the ceremony
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",VauictEDiftUIGCyXmOhAA==,leash,keep dog on,Ognw543jW/TZeKOC1MXZ1A==,gloves,protect their hands from damage,lYBUZfmd3fDO5BH/crWa5g==,seat,be comfortable while fishing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hiWOUv/UEmzS4udFqhHj1w==,check,pay the law office,B6+eSnphXlxFvrgep1A9mw==,dishes,serve food,qeivFh8NU+Xpq7EGqIUugg==,compass,navigate the route
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Y0F6gCtp4gOIIsNggLDyPQ==,canvas,use as a surface,vkg7FdEbO5+Q4VN/pj50rw==,rug,sit on while playing,WcspLNh0sTV3qWCg9J9NCA==,charger,charge the device
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TBcQHRaxM63/VWtnzRQCBA==,purse,hold the cards,YACBry/gmx5XhBHRkRWU8A==,restaurant,meet PersonY at,hq/rpDwnJZVT1mrBZGA8Lw==,Shirt,cover torso
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",I+BnU8Tmi9MoO6xhrdOHiA==,A phone,answer PersonX's texts,iWmNY/vsNPxsSSIRQmuRxQ==,gun,aim with,Vpwtsg98+oxdJg3xMsubSA==,truck,move boxes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",WggGecFj0nPsXNpFAWC+7A==,fresh pair of trousers,to wear instead,FlQaY5d85y9d0LVPytSvew==,garments,to put away,nwk7Z1kcHgo8oEF97OVrGA==,camera,take picture of the award
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",QXIbVOVeQ/Rs8WTv+D7qzg==,colored pencils,sketch out the dress,ZhOMWsswVrt0MzT/AhL9cA==,lighter,light flame,50bLliLPhVKpBmFCnavefg==,soap,clean up vomit
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",geUW6knSsHiH5HM72nZMbw==,grade book,enter the students final grade,w2kLjnVkmNmBzt4YzT/Luw==,book,read to research,IVZTpY9Q8Z+qulAqIiTMcQ==,store,re
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5l3P16WD8M7c3UMaEusfRQ==,shopping bag,put the items in to carry around,V3JJMK55tSkBa9oB4hOBhA==,washing machine,clean linens,3p6o6S6ULFtLjmXgeWgx4w==,classifieds,find a buyer for their car
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",MSnVsMfPLH4hHQHUkPSqXw==,bandages,cover the injury,sp/ntMVXwA5NChnYUKPK4Q==,pass,get through the halls,+KH130uCWyW6jSv+vQ/g7g==,place ticket,get on place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ndgnbjWcLqzpSBE3QUcTRw==,A car,drive down the street,3Jtqwlsm4BjcupdCwG0N4g==,a contract,sign for a property,NIp8rb+PXRP76krsYevl1g==,a handbag,carry the book home
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bfTRgJIHPwgo0PLZFvejig==,cards,write on,BV26WxuAqM6+9A7UQeSNAQ==,helmet,protect his head while riding the bike,N+9SDgvsbCZGNXRQb4Z7Ng==,teaspoon,measure syrup
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",tvR4+9FHzL+D82uiw3tQFA==,gasoline,make their journey,41KipArNSKlG3C6nqplj/w==,cutting board,put the food on,ZR5sclHxfp5CUpsswQfsvw==,pan,bake dessert on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2/icHHPim5J+xicUPfJxSg==,pin,hit target,fqKnfQu0CXFQ5xPpGzF4Uw==,a table,sit at to eat.,VgAOeG0HxVpk2FxizgUK8A==,coins,give money to driver
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",QHZYCUJbMvGIJUht4gFIfA==,take,piece shards together,nPtIZgAaAprAIRpH5G4YvA==,strainer,strain cooked food,b4lur557uAlZhlJmAlmNJQ==,poem,read at ceremony
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",o91MPJ7uSxpVnD3zGZqxUA==,butter,put in the pan,KnPvquA9SH5+cMlH83OKdA==,ring,to give to fiancee,N6zyrR/tq/JfBqhL0LxZmw==,ID,get into the place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",x3g4YONfPWEkOT/OsU4nGA==,tissues,remove residual teardrops,l6cZgEm8MA3jib3k62+5Tw==,good player,play well,dO62zPEH/pFJ53UXFOBwJQ==,breakfast,give them energy to go to train.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cE9t51UkeIo6G60c6ohpnA==,present,give to birthday person,vQFlmZTEf0K/HUsPmufMcA==,clothes,wear for the job,6CnbpmxNenQ5ZhbaztKgAQ==,number,call and return the wallet
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",k6SXJ+iiQRN7jiQ0gf67Sw==,foot rest,put feet up on,E8Kr1i2aKfRbj+eqrniK2A==,faucet,fill the vase,e5Im1Nx7FIDRaId6nwW8aA==,napkins,wipe away crumbs
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",iosIWY8N44ypB3vkU7z+zg==,string,secure party decoration,+BHnuOwqyASdyellC4gO/w==,decorating paper,decorate the container,kcllDtuCGWuhydPNnFtq9Q==,firewood,to pile up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6gJsdzhg0jfXhusSaVqbVg==,prescriptions,give to pharmacist,W/VSYvYE761PLI3grGzrXg==,face mask,hide their identity,a2nUBi3/DvtOCucCB8YMTQ==,coffee,sober up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6DLyuTj+ovwC655t7S4aAQ==,coins,make the purchase,aIyE15LjmIrENlMN6OiuPg==,plaque,hand to recipient,QfADk0OPzi8tJWnRno//4Q==,server,receive tip
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YhhR59H6umz7M7y3g3Z3UQ==,backup drive,to restore,w91sg+B35fQClsrl9QKo6g==,laptop,look up apartments,wE67vyuEbO2la62XUb9hYQ==,towel,wrap it in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",735Ww2L5e3E6vioQ8NKcyA==,trumpet,blow into,MNIbzjCkXDY3VaOZb+zWnA==,transportation,get to appointments,uVJQR3DRybeczQ+qgE6v9w==,pillows,finish the bed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",AzIPJ3o50JS6OhK8NyPR1A==,a lead cover,put on someone,gWM/u5EFP9KRCovoSl0Wsg==,podium,stand on so they can be seen,PCMfckls4KDs25ekFr3iiA==,official badge,announce their authority
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",LC9c91qdnM80tAu79vs4kw==,exercise equipment,use during training.,MOncjnt8+zL+ouUZL69XdA==,A suitcase,pack their stuff,PgV2qqeT/cLNgGNCzanPSA==,mirror,try on outfits in front of
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",dL+XEWrZkRvlhTjCYUZ/bg==,pockets,keep the quarters in,lbZyxOT+GKzjP4KYtlkBSg==,meats,place on the grill,CEx+nVNdR62cBpP63uIGoA==,measuring cups,portion ingredients
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",eVarUcJdsb9iHusLVWgisA==,clothes,wear while there,GmqRb/R4sbHxVOQr0rqCwg==,a list,keep track of what they wanted,9gTVoGbWNWip5Lotcvslyw==,fryer,heat oil
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",0J5o4u/ClwT/1+EhS3MOjA==,A credit book,for the cashier to stamp as proof of deposit,z9sIxtnkhHKuR2P2KZX8Rw==,calculator,crunch the numbers,3+nYxFqJPJNPrctC/MU3XA==,harness,be pulled up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PQ2pxbyRpqTUskFraxsH5w==,kleenex,swipe at PersonY's cheek,tTU/cyGzc8VfzP19CT/m2g==,an oven,cook the food,iXzKQ3Su2S7Iwzhajc64vQ==,bowl,eat the items from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bLahap/N16l5MpIS3ONCnA==,A list,remember what to buy,mXli7mmcTCRno6s3nYItgg==,Energy drinks,Stay awake during their studies,AaFdMcY/3jwXix8/gfoNPA==,winning numbers,win lottery
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ol3kWeoyY7/+yEJjkT2dsQ==,cup,take from cupboard,lN8K9lbMdubNCMGOxFGv/A==,fork,spear potato,g0IPZebCQ6TF1LjvQ27veg==,thread,put in needle
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ehYSgb84HNdUBqaqvFifIA==,pass,get in the place,8BszJJlX+nK2X9luixtfbA==,application,give problems,zdKQLK7xfX+Vlssdo4p0fw==,a fork,pick up the fish
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",U8/NwPbpzrT/pmKRUU0evw==,currency,pay the copay,39BgTypNRPiEqFRykGkDZw==,yard,mow the lawn,7yWmuHWjfGh3E8HpMi1awQ==,silverware,pick it up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HAlM2mV1OsAMBROdS0uO6A==,mug,pour coffee in,80g7r7E1GVwjpMAa34pQ5w==,hoop,throw the ball into,kl8X0HWiQV+7x5qaKXrU+w==,soap,put in their tub to create suds
