Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",w5V7lagP6y74+9yOZ83+PQ==,PersonX studies hard the night before,PersonX has a science test,PersonX passes the test,Middle,desk,sit at to take exam,0HeJVwNFzgz0GafPsR1wKg==,PersonX takes out the rates,PersonX rats run,PersonX Puts the rats back in the cage,Middle,rodents,exercise outside,26gQLoqTXexxTxEoqMRyjQ==,PersonX sees his friends didn't get utensils while he got a spoon,PersonX shares the spoon with others,PersonX asks for it back,Middle,knapkins,share with others who didn't get the wrapped silverware.,Middle|Middle|Middle,A desk provides a work space suitable for completing an exam. You can sit at a desk to comfortably focus on an exam.,Rodents are living creatures and all living things benefit from receiving exercise. Rodents can exercise outside to remain healthy.,Napkins can be given to others so that people can use the napkins while eating. Using napkins while eating can keep your face clean.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",GtvJmQiMX9Qzk0S05zDOCQ==,PersonX has a fist fight with PersonY,PersonX hates PersonY's guts,PersonX posts bad remarks about PersonY on social media,End,computer,log into PersonX's social media account,DtuhIfGeeML/vVbPqNACcg==,PersonX is at the arcade.,PersonX plays pinball,PersonX scores highly in pinball.,End,quarters,be able to practice,GdnGnSbWgEZ8fKnLS6ZVUA==,PersonX gathers their laundry.,PersonX washes the clothes,PersonX folds the clothes and puts them away.,End,clothes,have something to fold,End|End|End,So the can make posts.,So they can win the game.,They need laundry to fold.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",luUv1rxqXmeE3LeKVxCYsg==,PersonX can't knock,PersonX unring a bells,PersonX says hello,Middle,A door,knock on,Sg/7C5/ZMiPjklfBcl6OkQ==,PersonX writes a lecture.,PersonX considers the audiences capacities,PersonX gives a clear lesson understood by all.,End,projector,show their presentation,bX2SiuzWZQ987IG0AYE87A==,PersonX goes grocery shopping,PersonX cooks hamburgers,PersonX serves the hamburgers for dinner,Middle,a plate,put the cooked burgers on.,Middle|End|Middle,If the person has removed the door bell then a door needs to be knocked on.,"Many lectures include a slideshow presentation for the audience, without a projector the slideshow cannot be shown and the audience may miss some important information.",If a person is cooking many burgers then once the first few are cooked then need putting somewhere whilst more are prepared. A heated plate is ideal for this as just putting on the worktop is highly unhygenic.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",XwfGH6tZoGuPWPc2Na3tgQ==,PersonX is bored at home,PersonX makes popcorn,PersonX turns on a movie,End,a television,play the film on,lrQBPa88cucxYEWSDKc0dg==,PersonX catches the football and runs with it.,PersonX scores a touchdown,PersonX does a dance in the endzone.,Beginning,gym shoes,go fast,8RGuADVYHMhBKK+t5MBi+g==,PersonX goes to the gym to work out,PersonX eats food,PersonX takes a nap,Beginning,sports drink,hydrate themselves,End|Beginning|Beginning,A television is a device that is used to watch videos that are transmitted through signals.,Gym shoes are shoes that are worn on the feet for sporting activities or for comfortable wear.,"Sports drinks are beverages that provide electrolytes, vitamins and minerals that are essential for good health."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Ms4ohiw/7mkGzLU9iw3xWA==,PersonX goes to sleep.,PersonX hits the snooze button,PersonX get up for the day.,End,robe,maintain modesty,ddw2JtkD1QVvf0CR/y7jYg==,PersonX is a babysitter,PersonX fees PersonX's baby,PersonX loves PersonX's job,Middle,bottle,contain the liquid,CXu9tpYx9etrvvByCR9mew==,PersonX looks for a good coupon,PersonX reaches for PersonX's phone,PersonX calls to make a food order.,Beginning,an advertisement,hunt down,End|Middle|Beginning,robes allow for the covering of the body that allow for one to be modest,bottles are designed to hold liquid,advertisements are used to hunt down and find deals
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",fRCEmtgi/eLr3mZdenT7Xw==,PersonX starts a small business,PersonX achieves PersonX's ends,PersonX hires more employees,End,Applications,see who is quilified.,subTqIH02qLNjCryPHpWYw==,PersonX finds a stray dog in an alley,PersonX finds it a new home,PersonX takes a picture of the dog and its new owner,Beginning,collar,to walk it home,0e34kpzNq5qMMTOQwX+BYg==,PersonX walks in to a cafe,PersonX buys a coffee,PersonX sits down at a table,Middle,mug,hold their drink,End|Beginning|Middle,An application has room to write on it why you are qualified and who you are so that the employer can easily sort through them.,A collar is placed around a dog's neck so you can put a leash on it. You are able to control where the dog goes and to make sure it doesn't run off from you.,A mug is made to hold liquid. it makes it less messy and easier to grasp the handle that is on it so you can drink it. It is suitable for hot drinks as well.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ktZQe/4+C0hG9hXMzPlMrg==,PersonX walks to the subway station,PersonX takes subways to the store,PersonX buys a new computer,Middle,map,find correct subway to store,nCCb4ObduR3L1ck6pB9lgA==,PersonX tries to avoid personY,PersonX goes around PersonY,PersonX does not look back,Beginning,hood,to hide PersonX's face,pDAY6cBCKOM22vaiv036uA==,PersonX wants a promotion,PersonX is working hard at PersonX's job,PersonX keeps mopping the floor,Middle,time card,track their hours,Middle|Beginning|Middle,You need to know the directions where you are going.,Use a hood to hide your face from others.,You must track hours to get paid.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",M9I70SD6Xc3x5Ie5tQnCVw==,PersonX walks outside,PersonX takes the bus to work,PersonX works all day,Middle,money,pay for ticket,opruXwdntRW2Fhf2ouR8Aw==,PersonX tries smoking,PersonX becomes addicted,PersonX buys a pack a day,End,a wallet,hold cash money,t9SY8yR9ZZDJ4/MfnGGWug==,PersonX kills the king.,PersonX sits upon the throne,PersonX reigns supreme until death.,Beginning,plastic bag,dispose of the evidence,Middle|End|Beginning,Money is paid to the transport provider to allow maintenance of the service,A wallet secure is cash and makes it easier to transport,A plastic bag keeps items in one spot and makes them easier to throw out
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",mi9Bdu9h8RbW5a/vRC9xDg==,PersonX buys running shoes,PersonX starts running every day,PersonX gets fit,Beginning,payment option,pay for the shoes,binBdWMl6UxmHmwjSYJbtQ==,PersonX puts on gloves,PersonX gardens in PersonX's backyard,PersonX washes the mud off their shoes,Middle,fertilizer,prep the soil,7ttjCFQdyvjMs0hUUZvdUg==,PersonX goes on a trip,PersonX enjoys the trip,PersonX posts pictures on social media,Beginning,tickets,get on the bus,Beginning|Middle|Beginning,Payment options are money which is used in exchange for goods.,Fertilizer is used in gardening to grow plants.,Tickets are proof that you purchased a seat.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",YIINfGZ5T4gvCfG8/j6tkw==,PersonX buys some language books.,PersonX learns the language,PersonX visits the country.,Beginning,a credit card,pay for the books,CQItdON/9rurShHPDDFTnw==,PersonX builds a sandcastle,PersonX gets sand,PersonX digs a moat around the castle,Middle,bottle,for water,kFaimky11uNFu43JzljbIA==,PersonX untangles the knots,PersonX solves PersonY problem,PersonX styles PersonY's hair,End,hairspray,hold the strands in place,Beginning|Middle|End,Credit cards are used for purchases electronically.,Bottles hold water.,Hairspray stiffens hair
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",HqsPZomZ5QxUS/fpeXQBDA==,PersonX proposes to PersonY's daughter,PersonX marries PersonY's daughter,PersonX goes on a honey moon.,Middle,bands,place on personY's daughter's finger,gn5BGa7nMMJLMMohvwfoWw==,PersonX gets in PersonX's car.,PersonX drives to the store,PersonX buys some things.,End,cart,hold all the items until they're purchased,6Cjgbd2ABrVRo0TrlRzhSg==,PersonX is on a walk,PersonX stops and smell the roses,PersonX smiles and enjoys the fragrance,Middle,flowers,appreciate and savor,Middle|End|Middle,"When you marry someone you add a weeding band to the engagement ring, and create the full wedding ring.","They can not carry all the item they have by hand, so they use a cart to hold their items, thus allowing you to get more, and the store gives the cart, so you'll buy more.","Flowers have an aroma that is pleasant, and  some people like to stop, and smell them to make them feel better."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",6jaCVKnsgdvJhZLb5gXbiw==,PersonX buys new hiking boots.,PersonX loves to go hiking,PersonX heads out to the trail.,Beginning,box,store the boots inside of,Vy7erQ+Q/xlVHyO2nAnsZw==,PersonX unlocks the bike lock,PersonX rides PersonX's bike home,PersonX gets home safely,End,reflector,be make bike more visible at night,gD6mX4J+XC8k2QHio9M0lw==,PersonX asks a girl out,PersonX gets a date,PersonX takes the girl to a ball game,End,concessions,eat together,Beginning|End|End,Boxes provide a good way to keep boots clean and dry.,Reflectors are safety instruments. Reflectors enable someone to get home safely.,One element of a ball game is the food. Food is found at the concessions stand.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",T9vJT0QhgXhi+2dDMen3Ew==,PersonX buys a surfboard.,PersonX goes surfing,PersonX watches the sunset at the beach.,Middle,wetsuit,wear while surfing,7d8+WNJ672ogcjK+arekyQ==,PersonX buys bird food,PersonX fees the birds,PersonX watches the bird,Middle,fence,keep cats out,MjmLjxP0ul/9z46Vx+DgTw==,PersonX borrows PersonY's books,PersonX reads PersonY's books,PersonX gives PersonY's books back.,Beginning,zipper,zip up the bag,Middle|Middle|Beginning,Wetsuits provide thermal insulation. They also make a person more buoyant in the water. Wetsuits protects from cuts and scratches and UV exposure.,Fences provide a physical barrier that is difficult to jump over or go under. The fence will keep the cat from getting towards the bird food or birds on the other side of the fence.,"A zipper comes together to seal a bag. The contents of the bag are then protected from the outside elements. It helps to prevent items from spilling out, or from people viewing the items in the bag."
