Title,Description,Keywords,word10b,word1a,word1b,word5a,word5b,word3b,word3a,word11a,word11b,word6a,word6b,word17b,word17a,word8b,word8a,word13a,word15a,word10a,word19a,word19b,word18b,word18a,word15b,word2a,word2b,word0b,word0a,word4b,word4a,word13b,word7b,word7a,word12a,word12b,word16a,word16b,word9a,word9b,word14b,word14a,Answer.Q0Answer,Answer.Q0Meaning,Answer.Q10Answer,Answer.Q10Meaning,Answer.Q11Answer,Answer.Q11Meaning,Answer.Q12Answer,Answer.Q12Meaning,Answer.Q13Answer,Answer.Q13Meaning,Answer.Q14Answer,Answer.Q14Meaning,Answer.Q15Answer,Answer.Q15Meaning,Answer.Q16Answer,Answer.Q16Meaning,Answer.Q17Answer,Answer.Q17Meaning,Answer.Q18Answer,Answer.Q18Meaning,Answer.Q19Answer,Answer.Q19Meaning,Answer.Q1Answer,Answer.Q1Meaning,Answer.Q2Answer,Answer.Q2Meaning,Answer.Q3Answer,Answer.Q3Meaning,Answer.Q4Answer,Answer.Q4Meaning,Answer.Q5Answer,Answer.Q5Meaning,Answer.Q6Answer,Answer.Q6Meaning,Answer.Q7Answer,Answer.Q7Meaning,Answer.Q8Answer,Answer.Q8Meaning,Answer.Q9Answer,Answer.Q9Meaning
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",dis empowered,odd,very,uncertainty,uneasiness,applicable,requirement,rehabilitation,sudantha ranasinghe,recall,remember,guess,thought,affront,insulting,pose,arms,empowered,furthering,broadening,availablenes,accessibility,grants,fits,complement,requirement,stipulating,empowered,prevent,compose,urgently needed,essential,complement,dovetail,wrote,thought,envisaged,formulated,alarmed,appal,requirement,4,empowered,1,rehabilitation,1,complement,1,pose,1,alarmed,2,arms,2,thought,1,guess,3,availablenes,5,furthering,4,odd,1,fits,1,requirement,2,prevent,1,uncertainty,1,remember,5,essential,5,insulting,4,formulated,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",dis empowered,odd,very,uncertainty,uneasiness,applicable,requirement,rehabilitation,sudantha ranasinghe,recall,remember,guess,thought,affront,insulting,pose,arms,empowered,furthering,broadening,availablenes,accessibility,grants,fits,complement,requirement,stipulating,empowered,prevent,compose,urgently needed,essential,complement,dovetail,wrote,thought,envisaged,formulated,alarmed,appal,requirement,4,empowered,1,rehabilitation,1,dovetail,5,compose,3,alarmed,2,grants,1,wrote,3,guess,4,accessibility,5,broadening,3,very,1,fits,4,requirement,2,prevent,1,uncertainty,3,remember,5,urgently needed,5,insulting,5,formulated,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,opportunity,2,instability,5,constrained,3,expressions,3,,5,escape,1,implicates,2,,5,standard,4,battlefields,4,getting,3,expressions,2,write,5,jokes,4,requirement,2,expressions,3,standard,2,treatments,5,standard,4,factor,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,opportunity,2,instability,3,intimidate,1,expressions,3,,5,escape,1,catch,1,,5,standard,3,,5,getting,2,expressions,2,write,3,laughs,3,the,1,expressions,1,standard,1,treatments,3,standard,1,factor,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,,1,instability,2,intimidate,1,expressions,3,laughs,3,escape,2,catch,2,likeable,1,standard,3,battles,3,getting,3,,1,write,3,jokes,1,the,1,expressions,2,standard,1,therapies,3,standard,1,factor,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,,2,,4,,1,expressions,5,laughing,5,escape,1,catch,1,,5,standard,5,battles,3,getting,2,,2,write,5,,5,the,1,expressions,1,standard,1,,5,standard,1,factor,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,empowered,5,imbalance,5,intimidate,5,descriptive adjectives,5,laughs,5,escape,1,catch,4,likeable,5,standard,4,battles,5,getting,4,expressions,3,write,5,laughs,5,requirement,1,expressions,4,standard,1,treatments,5,standard,4,factor,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,empowered,1,imbalance,2,intimidate,1,expressions,1,,4,escape,1,catch,1,,5,standard,2,battles,4,getting,1,expressions,1,write,1,jokes,3,the,1,expressions,1,standard,1,therapies,2,standard,1,factor,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",imbalance,expressions,unfeigned,theological virtues,expressions,laughs,jokes,intimidate,constrained,itu g.###,standard,standard,criterion,standard,microtca specification,laughing,implicates,instability,getting,sticking,battles,battlefields,catch,write,compose,opportunity,empowered,the,requirement,laughs,therapies,treatments,descriptive adjectives,expressions,likeable,likable,requirement,factor,escape,dormice,opportunity,3,,5,intimidate,1,expressions,3,,5,escape,1,catch,1,,5,standard,3,battles,3,getting,2,expressions,2,,5,jokes,3,the,1,expressions,1,standard,1,,5,standard,1,requirement,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,,3,losing,1,formulated,3,canceled,1,pacific,2,combine,2,formulated,4,resting,3,,4,gives,5,pacific,1,pen,5,breeding,4,driven,1,formulated,3,,1,animal,3,permit,4,formulated,4,uncertainty,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,constrained,1,,1,formulated,2,,3,,5,combine,1,finalize,2,,1,confront,1,gives,5,pacific,1,pen,2,breeding,3,driven,1,formulated,2,inwards,2,animal,3,requirement,2,formulated,1,uncertainty,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,constrained,1,losing,1,collate,3,canceled,3,pacific,4,combine,2,finalize,3,resting,1,confront,1,gives,4,pacific,1,pen,1,breeding,3,driven,1,formulated,3,entrails,3,animal,3,permit,2,formulated,2,wariness,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,constrained,1,losing,1,formulated,1,scheduled,1,pacific,3,combine,1,finalize,3,resting,1,confront,1,gives,5,pacific,1,pen,3,breeding,1,driven,1,formulated,3,inwards,1,animal,2,permit,1,ascertain,1,uncertainty,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,confound,1,losing,1,formulated,4,canceled,3,pacific,3,combine,1,finalize,1,resting,1,confront,1,gives,5,pacific,3,pen,4,rearing,2,driven,1,formulated,2,inwards,1,animal,2,permit,5,ascertain,4,wariness,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,confound,1,losing,1,collate,1,canceled,1,pacific,3,combine,1,finalize,4,resting,1,confront,1,gives,5,pacific,1,pen,3,rearing,4,driven,1,formulated,3,inwards,1,animal,3,permit,3,formulated,1,uncertainty,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",sticking,compose,pen,inwards,entrails,zixcorp esecure services,driven,formulated,collate,entity,animal,confront,constrained,formulated,ascertain,pacific,finalize,losing,pacific,mangaia,grants,gives,formulated,rearing,breeding,constrained,confound,formulated,concretized,mediterranean,requirement,permit,scheduled,canceled,resting,reaching,uncertainty,wariness,empowered,combine,constrained,4,losing,1,formulated,4,scheduled,1,pacific,2,combine,3,finalize,2,resting,1,confront,3,gives,5,pacific,4,pen,3,breeding,4,driven,2,formulated,4,inwards,3,animal,2,permit,4,formulated,2,uncertainty,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,elgible,1,resting,1,complement,2,vitally important,4,list,4,sawing,1,choice,1,rehabilitation,2,important,3,information,3,support,4,the,1,stop,3,cooperate,4,prepare,3,investigate,4,elaboration,3,imbalances,3,seeming,3,action,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,elgible,1,following,1,consist,4,essential,5,scheduled,5,breeding,1,choice,1,rehabilitation,4,important,2,information,3,complement,4,the,1,sticking,2,complement,4,prepare,4,inquire,5,refinement,3,imbalances,4,seeming,4,action,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,ineligible,3,resting,1,,2,,4,list,1,breeding,1,choice,1,,2,,,information,2,support,3,the,1,stop,2,,3,prepare,3,investigate,3,,2,,2,seeming,1,action,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,elgible,3,,1,consist,1,essential,4,list,1,sawing,1,choice,1,,2,important,1,,2,support,2,the,1,stop,1,,1,prepare,2,inquire,4,,1,imbalances,4,,1,action,2
