Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nG6QBlu7f5O/fLvTnT7oWw==,PersonX shops online,XyVjxpjnfS49ihuNh6kvBw==,PersonX tries it anyway,WyDZn44KONJ3Xu7HPoa35w==,PersonX is very late for work,PersonX shops online,PersonX tries it anyway,PersonX is very late for work,has a new phone shipped to her,falls on the ice,apologizes for being late,breaks her phone,thinks ice skating looks dangerous,oversleeps,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Ebbjqsk7BqIPRk6Nq4KGYw==,PersonX tells PersonY PersonZ's story,/DZ4N0RrBoROlNPDIsJRvg==,PersonX expresses PersonX's sympathy,388ziaUa51XrjNZr1PzTNg==,PersonX seems perfect,PersonX tells PersonY PersonZ's story,PersonX expresses PersonX's sympathy,PersonX seems perfect,onY asks if there are any questions,{},onX lives with their parents,onX listens to PersonY and PersonZ,{},onX reads many books,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",REFgMAN0z3xqkNRNJqfvdQ==,PersonX hides and seek,zsskIyTGSbqtCsKkMtntEw==,PersonX has a best friend named PersonY,mWueHMUZZ+9NtKP5Iz2qIg==,PersonX changes PersonX's schedule,PersonX hides and seek,PersonX has a best friend named PersonY,PersonX changes PersonX's schedule,takes a turn seeking,invites PersonY to a game of chess in the park,attends the meeting at the new time,joins the game of hide and seek,lives near the park,reschedules a meeting at work,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",3s3fTJMI7zgzP37cxkxAWA==,PersonX feels a little bit,uTZMoHMBjip7+yN2TSOtFw==,PersonX gives PersonY money,PQa5io5gZM3/Wmw3JLmOAg==,PersonX finds PersonY's mother,PersonX feels a little bit,PersonX gives PersonY money,PersonX finds PersonY's mother,puts on a bandage to cover the bruise,asks PersonY for the item in exchange,brings PersonY's mother to PersonY,falls down and scrapes their knee,takes out their wallet,discovers that PersonY's mother is missing,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2FX4hB+xR/33ulBS9Hx2Ww==,PersonX uses it every day,UAUYbrbH+zRinPOKfd/CWQ==,PersonX eats PersonY out of house and home,fZDFSb47GCrvL0AABs93hw==,PersonX gains muscle,PersonX uses it every day,PersonX eats PersonY out of house and home,PersonX gains muscle,shows off the phone to friends.,feels guilty and pays for the food.,enters the body building contest.,buys a new smart phone,moves in with PersonY,workouts with weights.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",93RS1AvUX5/jf9LNkC7XLQ==,PersonX runs water,/FhoP/dQ4cLWDkfXd6X1bg==,PersonX gets all of the ingredients,H2EblcK5244z9kNy0V3Yjg==,PersonX eats PersonY's plants,PersonX runs water,PersonX gets all of the ingredients,PersonX eats PersonY's plants,washes their hands.,follows the recipe to make a cake.,is satisfied.,got their hands dirty while gardening.,is going to bake a cake.,sees delicious looking plants.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",c/pMHdrb82IfQdxERP+Thg==,PersonX gets the stain out,dEbRfdgCXDFZH4ViWd6LRw==,PersonX takes a walk in the park,lb2yE6XArL3K4tHw3Z8djg==,PersonX keeps PersonY close,PersonX gets the stain out,PersonX takes a walk in the park,PersonX keeps PersonY close,tells the owner anyway,sits on the bench,calls PersonY's parents for ransom,spills wine on the carpet,gets into an argument,kidnaps PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Of42klqVYoFVPvCcxq45eQ==,PersonX makes a sound,hJb4m8cx1lnWRNizgaYWqw==,PersonX walks to PersonX's desk,JDZ31gi/bh7Pfg5IsRHP8Q==,PersonX plays a video game,PersonX makes a sound,PersonX walks to PersonX's desk,PersonX plays a video game,falls to the ground holding toe.,sits at desk.,dies immediately in video game.,stubs toe while walking.,walks into work.,buys a new Xbox.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ubT1ODKVhabsdcDn6i+Aww==,PersonX sees PersonY later that day,GIoR1Nl39CQCtBy87v1sIg==,PersonX lets PersonY's stay home,v6TzRzY4zhEfYc5vucmTsg==,PersonX resumes PersonY's place,PersonX sees PersonY later that day,PersonX lets PersonY's stay home,PersonX resumes PersonY's place,X asks Person Y about the rumor,X brings Person Y some medicine.,X scores the winning point.,X hears a rumor about Person Y,Y experiences flu symptoms.,Y twists and ankle in the first quarter of the game.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ahZewT5Sx9rPa2uj4iJylw==,PersonX gets ready to go,psGK288Q3Js/fMu90PlDUg==,PersonX is a dream come true,tQCg2QZ09OJ4uyMkzaSyrA==,PersonX shovels snow,PersonX gets ready to go,PersonX is a dream come true,PersonX shovels snow,puts on their makeup,kisses PersonY,goes inside to warm up,has a date tonight,is single bachelor,has the day off from work,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YQh0TfFp7AD9tbRcsiyINw==,PersonX never expected,rLFMkh3Ru2YrD3j2ECXrBA==,PersonX tells PersonY what was going on,u7JLreuiPlOA+Mpv9gpcWQ==,PersonX takes a stand,PersonX never expected,PersonX tells PersonY what was going on,PersonX takes a stand,accepted the invitation,shares photos of the event,pushes the aggressor,got proposed to,sees a fight,sees someone getting belittled on the street,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",v0tpw96RQgFgF73vzl9SdA==,PersonX goes to great lengths,qLBt1aauVedvf+pfRCBBQw==,PersonX sentences PersonY to death,ymMyQMc4YuwCEl14VJbPOQ==,PersonX meets PersonY's gaze,PersonX goes to great lengths,PersonX sentences PersonY to death,PersonX meets PersonY's gaze,buys a t-shirt and hat for the band,orders PersonY to the electric chair,nods PersonX's head in acknowledgement,is headed to a concert,believes PersonY is guilty,sees PersonY walking,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vToyoqiSE8D5dKZtAWcWuQ==,PersonX wants people,g1giZVlXj4gpuAaM406cxg==,PersonX takes a gamble,OM4Oyd7A1reHrzu4jIdteg==,PersonX leaves together,PersonX wants people,PersonX takes a gamble,PersonX leaves together,onX hires new employees,onX wins a jackpot,{},onX holds a job fair,onX takes a trip to Las Vegas,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",JiGrmd+i57vI1pqBY/a5Ng==,PersonX feels a lump,RwSdNTcZpGh0WDvGspeKSQ==,PersonX loves chocolate,lXHkN6HZf5um1ffcgA9lZg==,PersonX fights for PersonX's rights,PersonX feels a lump,PersonX loves chocolate,PersonX fights for PersonX's rights,puts some ointment on the lump.,{},stood up for themselves.,is drying their body after a shower.,{},is discriminated against.,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QXq44spkfrdcNznh94EHaA==,PersonX asks PersonY advice,a2MZMYnodLyHtfNpUKLiMA==,PersonX makes decisions for PersonY,DQIywnhYQnl4dyTUpNQKjw==,PersonX makes PersonY appointment,PersonX asks PersonY advice,PersonX makes decisions for PersonY,PersonX makes PersonY appointment,gets some answers.,gets paid by PersonY.,tells PersonY when the appointment is.,has a problem.,becomes PersonY's lawyer.,asks PersonY about their schedule.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pE8DrWJ3ey4VoV62CfA/1A==,PersonX tells the teacher,RJta3tF8XE18bokzofQFrA==,PersonX also helped,GsMK42JKDegElxvM28/RYw==,PersonX begins to worry,PersonX tells the teacher,PersonX also helped,PersonX begins to worry,watched the student get in trouble,brings items to the truck,is relieved when they show up,saw someone cheating on a test,watches the movers move things,is waiting for their child,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jrXPtBKMtlVXbLP4/3yuHQ==,PersonX holds PersonX's tongues,W4+xOYGuCWLjqTRSqB9jnQ==,PersonX brings it to school,NHbnQDMOCtFiL+H73Li8BA==,PersonX teaches PersonY's children,PersonX holds PersonX's tongues,PersonX brings it to school,PersonX teaches PersonY's children,puts the  needle through and clamps the piercing together and puts peroxide on it,loses it somewhere in the cafeteria because he forgot he laid it down,rubs spices on the chicken so it can marinate and set overnight.,wants to give his friend a tongue piercing,wants to show his friend a baseball card,wants to show his friend's children how to cook,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xvdsoGe9+zg9xK92N0h23w==,PersonX tells PersonY wished,tepQBJ6dMqlQim2EPTY3yg==,PersonX has seen a ghost,6Xbm4e1/vhTuHYUVxc/RQw==,PersonX meets PersonX's obligations,PersonX tells PersonY wished,PersonX has seen a ghost,PersonX meets PersonX's obligations,{},is now afraid of the dark.,is confident and self assured.,{},acts very frightened.,says they will be more responsible.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Uxc2kixvPPG6pA6fiOQucA==,PersonX thinks would want,o6lv5iZXHw7fH+AlMqZAfw==,PersonX swallows the leek,50XCVkW3CyTfNBikjhjAoA==,PersonX decorates PersonY's house,PersonX thinks would want,PersonX swallows the leek,PersonX decorates PersonY's house,{},is full now,is paid for their work.,{},chews up the leek,is a home decorator,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",oLsXAB9ai0lfR1ntYbW4qA==,PersonX leaves PersonX's friends,hNnh5g/1PfKO0Gm+1brsew==,PersonX makes PersonY's acquaintance,Wnrzxj4K33pX0UszYDR2mg==,PersonX really pissed PersonY,PersonX leaves PersonX's friends,PersonX makes PersonY's acquaintance,PersonX really pissed PersonY,drives home,and PersonY talk about the game,buys a new laptop for PersonY,drives PersonX's friends to the bus stop,introduces PersonX to PersonY,loses PersonY's laptop.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RQ7T1FLl9tR7GPw1ZebQDA==,PersonX keeps asking PersonY,lCAtUmhi/1YbL6lm6pSSTA==,PersonX is acting weird,7KByK5mJfihBb6qXJfoHew==,PersonX wraps gifts,PersonX keeps asking PersonY,PersonX is acting weird,PersonX wraps gifts,loses PersonY as a friend,goes home early,puts the gifts under the tree,needs a favor,feels ill,bought their family presents,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EMoE/HLtSOfAGJDqoUBJzA==,PersonX helps PersonY stay awake,cZuMNv99n/BuLc6qWdGq8g==,PersonX threatens PersonY's life,AFhvbk0hKKxiMt72u/JzOA==,PersonX fights for PersonY's country,PersonX helps PersonY stay awake,PersonX threatens PersonY's life,PersonX fights for PersonY's country,makes coffee for PersonY.,makes PersonY not testify against PersonX.,gets a medal for bravery.,is tutoring PersonY.,might go to prison.,joins the navy.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",CUY7vxtKELztVdPgbctaSw==,PersonX feels very relaxed,feo0xQmXQdHz5drFNg/KNQ==,PersonX calls PersonX's dad for help,44/Eju+h/fASmyA9KF6/hA==,PersonX leaves PersonY's body,PersonX feels very relaxed,PersonX calls PersonX's dad for help,PersonX leaves PersonY's body,falls asleep,paints the room with PersonX's dad,gets rid of the gun,sits in a massage chair,buys paint,shoots PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",d6hlxT8Mc7ZCyPsP49+q6A==,PersonX cancels PersonX's cable service,tOe1Fq0sczcg5x8ItNpOZg==,PersonX meets PersonY at the station,0XXtdzU1h95C6mudaw37+Q==,PersonX is walking through the park,PersonX cancels PersonX's cable service,PersonX meets PersonY at the station,PersonX is walking through the park,cancels some other services as well.,drives PersonY home.,meets several other dog owners.,is running out of money.,picks up PersonY from work.,takes his dog for a walk.,,,
