Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jane read to her daughter every day until she could read it herself.,rocstories/d13d8200-45b6-4c47-b680-bf24b938bc0d/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jess was walking with the cake when suddenly she tripped.,rocstories/21a6d038-f7f0-4c2f-a0e2-f36370268033/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Bob strapped on his new skis and hit the slopes.,rocstories/cc2ef3ef-c288-4ad0-8e29-70b56035d4bd/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She had a friend who was selling his puppy.,rocstories/c8153dc5-1263-44dc-83eb-fbdae55e8fbd/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","The next day, Karen brought her donations to a thrift store.",rocstories/0ddf8fb7-3bbb-4710-a942-8dc8258ce3a4/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When Victoria got to the boarding ramp she feinted.,rocstories/6ce289f8-ad35-4cbd-b418-3323bd2419fa/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",People still looked at her funny even with her new clothes.,rocstories/cb5a9838-fd42-4346-b42d-2a9458f5be0b/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her doctor told her she needed to lose some.,rocstories/38255188-37b2-474d-b015-b162adc80e7c/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",His mother finally agreed and took him to an animal shelter.,rocstories/3c10ede9-e45d-4afb-b0a3-6aef506fbe81/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Claire agreed to go to prom with Phil.,rocstories/e1013aad-c049-4af3-9a19-ba32275c84bb/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",At the end she showed she was having a boy.,rocstories/1ea5289c-83a5-4f2a-82bc-b28b4f83bbd5/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He vowed he was not going back to jail so he killed himself.,rocstories/54550df5-6793-42ed-8067-094b2d021452/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",So Andrew drove to his local pet store to get some.,rocstories/056be531-9c40-43c8-a0b7-6d8120771b91/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Bruce was finally going to be the women he felt he was.,rocstories/7f37ae08-562a-413c-b660-666323a59eb9/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tim tried to cook dinner for his family.,rocstories/5538d34c-4cb6-4528-a77a-e50c2fa6408a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My girlfriend and I were going to the movies.,rocstories/86772ae7-9b39-4802-bd86-c585060b4121/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Hugh was running late for work, but he was very thirsty.",rocstories/46820fd9-f7f0-4192-b789-822188024360/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He asked me out and we went on our second date seven years later.,rocstories/66062c4f-49a7-4079-8921-d3c76d35c52c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He complained to his mom, but she said money was tight.",rocstories/289b1992-8655-456f-bfd1-fb0299de46e5/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jason gave the toy to his friend.,rocstories/301039aa-e84d-4d12-8c32-209523ce874b/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He knew he wasted a lot of water keeping his lawn green.,rocstories/1f2fd1d7-28dc-4e38-a26f-a4a7def5ec11/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Alicia decided that she couldn't go back there.,rocstories/1c3cb2cc-ad94-4457-9a25-e8a8bcae5df5/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The manager said if she wore it again she would be fired.,rocstories/25e92037-908e-4252-98fd-f2190fb5aacd/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As he felt he was not doing very well, he pushed himself.",rocstories/3ff7f8b4-766e-472b-90c7-dea020065e62/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He didn't realize it but this was good for him in a few ways.,rocstories/3e03aaba-d0b7-4757-83ac-74c5df737136/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I was told it was because she stopped going to Weight Watchers.,rocstories/7268373a-d969-49eb-8c6d-d5d0233c919b/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Then they enrolled in her karate classes.,rocstories/d02e1c21-3eef-4e2b-9828-9ad4639058c9/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He made a mental note to send them Carrot Top movies for Christmas.,rocstories/d461fd6f-efc9-44d1-bec3-2242b681d446/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She found some change she forgot she had.,rocstories/01d6483e-efff-4900-b6c5-30ff3df5205d/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He taught me everything he knew about dancing.,rocstories/7730841f-b997-4d4d-9209-b6463c9b7010/sentence4/original
