Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz avoids his uneasy gaze.,avoids,yes,,{},Nantz avoids his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face steams sweat.",steams,yes,,{},"Altogether, his face steams sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face steams sweat.",steams,no,,{},"Altogether, his face steams sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face steams sweat.",steams,yes,,{},"Altogether, his face steams sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face steams sweat.",steams,yes,,{},"Altogether, his face steams sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face steams sweat.",steams,yes,,{},"Altogether, his face steams sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz flicks his uneasy gaze.,flicks,yes,,{},Nantz flicks his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz flicks his uneasy gaze.,flicks,yes,,{},Nantz flicks his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz flicks his uneasy gaze.,flicks,yes,,{},Nantz flicks his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz flicks his uneasy gaze.,flicks,yes,,{},Nantz flicks his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz flicks his uneasy gaze.,flicks,yes,True,{},Nantz flicks his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water surges in upward as the grenade explodes.,surges,yes,,{},Water surges in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water surges in upward as the grenade explodes.,surges,yes,,{},Water surges in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water surges in upward as the grenade explodes.,surges,yes,,{},Water surges in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water surges in upward as the grenade explodes.,surges,yes,,{},Water surges in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water surges in upward as the grenade explodes.,surges,no,,{},Water surges in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face shines sweat.",shines,yes,,{},"Altogether, his face shines sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face shines sweat.",shines,yes,True,{},"Altogether, his face shines sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face shines sweat.",shines,yes,,{},"Altogether, his face shines sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face shines sweat.",shines,yes,True,{},"Altogether, his face shines sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face shines sweat.",shines,no,,{},"Altogether, his face shines sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz eases his uneasy gaze.,eases,yes,,{},Nantz eases his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz eases his uneasy gaze.,eases,yes,,{},Nantz eases his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz eases his uneasy gaze.,eases,no,,{},Nantz eases his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz eases his uneasy gaze.,eases,yes,,{},Nantz eases his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz eases his uneasy gaze.,eases,yes,,{},Nantz eases his uneasy gaze.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez wrestles with Imlay",wrestles,yes,,{},"Now in a hallway, Martinez wrestles with Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez wrestles with Imlay",wrestles,yes,,{},"Now in a hallway, Martinez wrestles with Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez wrestles with Imlay",wrestles,yes,,{},"Now in a hallway, Martinez wrestles with Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez wrestles with Imlay",wrestles,no,,{},"Now in a hallway, Martinez wrestles with Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez wrestles with Imlay",wrestles,no,,{},"Now in a hallway, Martinez wrestles with Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face rises sweat.",rises,no,,{},"Altogether, his face rises sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face rises sweat.",rises,yes,,{},"Altogether, his face rises sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face rises sweat.",rises,yes,True,{},"Altogether, his face rises sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face rises sweat.",rises,no,,{},"Altogether, his face rises sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.09.722-00.03.14.495,"Altogether, his face rises sweat.",rises,yes,True,{},"Altogether, his face rises sweat.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",walks up,yes,,{},"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",walks up,no,,{},"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",walks up,yes,,{},"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",walks up,no,,{},"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",walks up,yes,,{},"Later, Nantz walks up to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water empties in upward as the grenade explodes.,empties,yes,,{},Water empties in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water empties in upward as the grenade explodes.,empties,no,,{},Water empties in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water empties in upward as the grenade explodes.,empties,yes,,{},Water empties in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water empties in upward as the grenade explodes.,empties,yes,,{},Water empties in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water empties in upward as the grenade explodes.,empties,yes,True,{},Water empties in upward as the grenade explodes.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez plays Imlay",plays,yes,,{},"Now in a hallway, Martinez plays Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez plays Imlay",plays,no,,{},"Now in a hallway, Martinez plays Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez plays Imlay",plays,no,,{},"Now in a hallway, Martinez plays Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez plays Imlay",plays,no,,{},"Now in a hallway, Martinez plays Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez plays Imlay",plays,no,,{},"Now in a hallway, Martinez plays Imlay",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",crosses,yes,,{},"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",crosses,no,,{},"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",crosses,no,,{},"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",crosses,no,,{},"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.03.15.401-00.03.16.441,"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",crosses,yes,,{},"Later, Nantz crosses to two younger Marines hanging out by the car next to his.",,
