Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gives PersonY a gift,generous,xWant,0.45057508,209,PersonX might now want to,PersonX gives PersonY a gift,giving,xWant,0.33011147,209,PersonX might now want to,PersonX gives PersonY a gift,to hug PersonY,xWant,0.31524986,209,PersonX might now want to,PersonX gives PersonY a gift,fabric supply stores may send email or other advertisements to PersonX to promote the selling of materials that PersonX needs to buy in order to make clothes,xWant,0.3107808,209,PersonX might now want to,PersonX gives PersonY a gift,to help PersonY,xWant,0.30120987,209,PersonX might now want to,PersonX gives PersonY a gift,to be thanked,xWant,0.29499507,209,PersonX might now want to,PersonX gives PersonY a gift,to celebrate,xWant,0.2912192,209,PersonX might now want to,PersonX gives PersonY a gift,be thanked,xWant,0.28740317,209,PersonX might now want to,PersonX gives PersonY a gift,i breath deeply in relief,xWant,0.28738123,209,PersonX might now want to,PersonX gives PersonY a gift,receive thanks,xWant,0.28119025,209,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX wins PersonY's confidence,to thank PersonX,oWant,0.5378366,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to hope for the best,oWant,0.43279883,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,thank PersonX,oWant,0.4226312,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to do their best,oWant,0.40330496,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to listen to PersonX,oWant,0.39041388,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to get to know PersonX,oWant,0.38002554,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,i breath deeply in relief,oWant,0.3754115,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to thank him,oWant,0.35585427,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to celebrate,oWant,0.35424188,519,others besides PersonX might now want to,PersonX wins PersonY's confidence,to understand what PersonX is saying,oWant,0.32866073,519,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX listens to PersonY's parents,to talk to PersonY,xNeed,0.46808138,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,to approach someone,xNeed,0.41758668,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,to approach PersonY,xNeed,0.3691703,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,each other,xNeed,0.3404088,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,to think of what to say,xNeed,0.28789595,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,to find PersonY,xNeed,0.28098664,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,something on their face,xNeed,0.271793,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,i breath deeply in relief,xNeed,0.27115372,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,her again,xNeed,0.26675928,9,"before the event, PersonX might need to",PersonX listens to PersonY's parents,a lot of things,xNeed,0.2591672,9,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX keeps PersonY at home,helpful,xReact,0.5553755,210,reaction of PersonX,PersonX keeps PersonY at home,responsible,xReact,0.5440208,210,reaction of PersonX,PersonX keeps PersonY at home,to talk to PersonY,xReact,0.5205615,210,reaction of PersonX,PersonX keeps PersonY at home,protective,xReact,0.51549625,210,reaction of PersonX,PersonX keeps PersonY at home,powerful,xReact,0.49026176,210,reaction of PersonX,PersonX keeps PersonY at home,underdog,xReact,0.43475103,210,reaction of PersonX,PersonX keeps PersonY at home,authoritative,xReact,0.40194345,210,reaction of PersonX,PersonX keeps PersonY at home,dominant,xReact,0.36896613,210,reaction of PersonX,PersonX keeps PersonY at home,in control,xReact,0.36815825,210,reaction of PersonX,PersonX keeps PersonY at home,stressed,xReact,0.36172622,210,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX runs out of steam,none,xIntent,0.6467061,522,intent of PersonX,PersonX runs out of steam,each other,xIntent,0.28204778,522,intent of PersonX,PersonX runs out of steam,their virginity,xIntent,0.2800049,522,intent of PersonX,PersonX runs out of steam,i breath deeply in relief,xIntent,0.26010892,522,intent of PersonX,PersonX runs out of steam,their makeup,xIntent,0.25868544,522,intent of PersonX,PersonX runs out of steam,their dress,xIntent,0.2568458,522,intent of PersonX,PersonX runs out of steam,the crowd,xIntent,0.24947414,522,intent of PersonX,PersonX runs out of steam,fingers,xIntent,0.23821217,522,intent of PersonX,PersonX runs out of steam,b,xIntent,0.22668637,522,intent of PersonX,PersonX runs out of steam,a lot of things,xIntent,0.2225502,522,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX accepts PersonX's diploma,i breath deeply in relief,xIntent,0.3228818,10,intent of PersonX,PersonX accepts PersonX's diploma,their makeup,xIntent,0.31385323,10,intent of PersonX,PersonX accepts PersonX's diploma,to study,xIntent,0.31200388,10,intent of PersonX,PersonX accepts PersonX's diploma,to graduate,xIntent,0.30892882,10,intent of PersonX,PersonX accepts PersonX's diploma,every moment,xIntent,0.30628207,10,intent of PersonX,PersonX accepts PersonX's diploma,fabric supply stores may send email or other advertisements to PersonX to promote the selling of materials that PersonX needs to buy in order to make clothes,xIntent,0.28303668,10,intent of PersonX,PersonX accepts PersonX's diploma,anything they want,xIntent,0.260591,10,intent of PersonX,PersonX accepts PersonX's diploma,something on their face,xIntent,0.24686944,10,intent of PersonX,PersonX accepts PersonX's diploma,b,xIntent,0.23447333,10,intent of PersonX,PersonX accepts PersonX's diploma,their life,xIntent,0.23084693,10,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX does n't know how to play,none,oReact,0.9533403,525,reaction of others besides PersonX,PersonX does n't know how to play,their virginity,oReact,0.2831372,525,reaction of others besides PersonX,PersonX does n't know how to play,their makeup,oReact,0.2730414,525,reaction of others besides PersonX,PersonX does n't know how to play,their dress,oReact,0.24706455,525,reaction of others besides PersonX,PersonX does n't know how to play,hour,oReact,0.21944794,525,reaction of others besides PersonX,PersonX does n't know how to play,their watch back,oReact,0.19767949,525,reaction of others besides PersonX,PersonX does n't know how to play,b,oReact,0.19575706,525,reaction of others besides PersonX,PersonX does n't know how to play,PersonY's love,oReact,0.18442151,525,reaction of others besides PersonX,PersonX does n't know how to play,the taxi driver has to get up from his nap to pick up x,oReact,0.18329708,525,reaction of others besides PersonX,PersonX does n't know how to play,week,oReact,0.18175597,525,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX goes  with PersonX's father,smiles,oEffect,0.67222786,211,effect on others besides PersonX,PersonX goes  with PersonX's father,blushes,oEffect,0.56586593,211,effect on others besides PersonX,PersonX goes  with PersonX's father,no effect,oEffect,0.55001855,211,effect on others besides PersonX,PersonX goes  with PersonX's father,none,oEffect,0.48865277,211,effect on others besides PersonX,PersonX goes  with PersonX's father,cries,oEffect,0.4296161,211,effect on others besides PersonX,PersonX goes  with PersonX's father,laughs,oEffect,0.4007044,211,effect on others besides PersonX,PersonX goes  with PersonX's father,PersonY thanks PersonX,oEffect,0.38994372,211,effect on others besides PersonX,PersonX goes  with PersonX's father,PersonY yells at PersonX,oEffect,0.3747621,211,effect on others besides PersonX,PersonX goes  with PersonX's father,has fun,oEffect,0.35252786,211,effect on others besides PersonX,PersonX goes  with PersonX's father,PersonY smiles,oEffect,0.32816046,211,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX takes a flight,every moment,xIntent,0.3940429,11,intent of PersonX,PersonX takes a flight,to travel,xIntent,0.36927804,11,intent of PersonX,PersonX takes a flight,the next test date,xIntent,0.35529125,11,intent of PersonX,PersonX takes a flight,their life,xIntent,0.3120077,11,intent of PersonX,PersonX takes a flight,something on their face,xIntent,0.30884537,11,intent of PersonX,PersonX takes a flight,have work,xIntent,0.30486277,11,intent of PersonX,PersonX takes a flight,anything they want,xIntent,0.30313814,11,intent of PersonX,PersonX takes a flight,their makeup,xIntent,0.30015874,11,intent of PersonX,PersonX takes a flight,a lot of things,xIntent,0.28110507,11,intent of PersonX,PersonX takes a flight,b,xIntent,0.2792361,11,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX drives the truck,none,oWant,0.94512147,526,others besides PersonX might now want to,PersonX drives the truck,the next test date,oWant,0.2608243,526,others besides PersonX might now want to,PersonX drives the truck,b,oWant,0.25900078,526,others besides PersonX might now want to,PersonX drives the truck,shiny,oWant,0.23570158,526,others besides PersonX might now want to,PersonX drives the truck,every moment,oWant,0.2335736,526,others besides PersonX might now want to,PersonX drives the truck,a lot of things,oWant,0.23297574,526,others besides PersonX might now want to,PersonX drives the truck,their makeup,oWant,0.22366785,526,others besides PersonX might now want to,PersonX drives the truck,future marriage,oWant,0.21197395,526,others besides PersonX might now want to,PersonX drives the truck,each other,oWant,0.20983733,526,others besides PersonX might now want to,PersonX drives the truck,their dress,oWant,0.2090951,526,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX teaches  in schools,informed,oReact,0.49280444,12,reaction of others besides PersonX,PersonX teaches  in schools,none,oReact,0.33366576,12,reaction of others besides PersonX,PersonX teaches  in schools,enlightened,oReact,0.30801457,12,reaction of others besides PersonX,PersonX teaches  in schools,intelligent,oReact,0.27806702,12,reaction of others besides PersonX,PersonX teaches  in schools,smart,oReact,0.2659863,12,reaction of others besides PersonX,PersonX teaches  in schools,educated,oReact,0.25290033,12,reaction of others besides PersonX,PersonX teaches  in schools,knowledgeable,oReact,0.2491229,12,reaction of others besides PersonX,PersonX teaches  in schools,dress formally,oReact,0.22246663,12,reaction of others besides PersonX,PersonX teaches  in schools,happy,oReact,0.2129048,12,reaction of others besides PersonX,PersonX teaches  in schools,grateful,oReact,0.21193399,12,reaction of others besides PersonX
