Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",35,gold,O,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Sweet food and snacks have lot of calories If you eat low calorie food then you reduce you weight.,5.410224914550781
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",426,gen,OR,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.0271679870784282
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",229,gen,R,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,let go of,He was worried that he would let go of the cup as his hands were shaking.,4.103880405426025
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",36,gen,RO,0,1493,Where do farmers keep toothpicks?,mouth,grocery store,constructing models,shed,box,mouth,shed,Farmers keep toothpicks in a shed.,-0.0082851592451334
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",427,gen,R,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,Tropical jungle is a tropical forest. A sloth could live in tropical jungle.,0.1760328598320484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",230,gen,R,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,Physical pain is caused by hurting someone else.,0.4591310806572437
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",37,gen,OR,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,new york,New york is a city in the United States. An apple tree can be found in New York.,0.027259211987257
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",231,gold,O,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,dishwasher,"After using dishes, they are kept in dishwasher. A salad bowl needs to be washed after its usage so to be kept in a dishwasher.",0.3119823634624481
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",428,gen,R,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,sweating,Sweating causes shirt to get soaked after going jogging.,8.712632179260254
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",232,gen,R,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Reduced weight is the result of eating less sweets and snacks.,1.7675199508666992
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",38,gen,R,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Headache is a kind of pain. Sitting close while watching TV can cause headache.,17.817423820495605
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",429,gold,O,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,Goods are to be produced at factory. He enjoyed the factory work as he liked the idea to produce goods for sale.,0.5644428730010986
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",233,gen,RO,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.0735505893826484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",39,gen,OR,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.0331396739929914
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",430,gen,RO,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.0927465558052063
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",234,gen,R,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Food is a food. You need to get food to be able to have lunch.,0.1306130290031433
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",40,gen,RO,0,1908,You can use a stick to swat at what growing in a field?,woods,forest,bicycle spokes,home,grass,grass,grass,You can use a stick to swat at grass in field.,0.3003380298614502
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",235,gold,O,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Having lunch means eating food. One needs to get food to eat it.,0.3183249831199646
